lemma,rank,translation,original_lemma,pos
esparcimiento,30673,,,
espectral,30674,Which belongs to or concerns the spectrum,espectral,adj
felipismo,30675,,,
gavilán,30676,(Accipiter nisus),gavilán,n
gorros,30677,Shape of the plural hat,gorro,n
inclinaba,30678,First person of the singular (me) of the imperfect preterite indicative of bowing or bowing,inclinar,v
intransigente,30679,That doesn't compromise,intransigente,adj
lanzarlo,30680,,,
obligatoriedad,30681,Condition or character of obligation,obligatoriedad,n
reducirlo,30682,,,
removiendo,30683,Gerundium of removal,removiendo,v
resistirte,30684,,,
resistirá,30685,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of resisting or resisting",resistir,v
sarta,30686,"Set of elements inserted one after another into a thread, rope, necklace, etc",sarta,n
soldadito,30687,,,
taurina,30688,2-amino-ethane-sulfonic acid (C2H7NO3S) (a chemical compound),taurina,n
utópico,30689,Which belongs to or concerns utopia,utópico,adj
vigésimo,30690,That follows the nineteenth in a series. Ordinary of the twentieth,vigésimo,num
zafiro,30691,"Blue-coloured gem, composed mainly of aluminium oxide (Al2O3), with traces of iron oxides and titanium oxides, which gives it",zafiro,n
andinos,30692,Shape of the Andean plural,andino,adj
bateó,30693,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple of batting indicative",batear,v
boletas,30694,Second person of the singular (you) of the present boletar indicative,boletar,v
carcinoma,30695,A form of malignant cancer that originates in epithelial cells and can spread to other tissues,carcinoma,n
catastrófica,30696,Form of the female catastrophi,catastrófico,adj
chilenas,30697,Form of the female plural of Chilean,chileno,n
christophe,30698,,,
contactarlo,30699,,,
ediles,30700,Form of the plural of edil,edil,n
empujarlo,30701,,,
enganchada,30702,"Form of the female hooker, participle hooker",enganchado,participle
enmedio,30703,,,
enojarme,30704,,,
fijarme,30705,,,
furtiva,30706,Form of the female furtive,furtivo,adj
golfista,30707,,,
higo,30708,"Second fruit, sweeter and later, of the fig tree (Ficus carica)",higo,n
insensata,30709,Form of the female fool,insensato,adj
lamentarse,30710,Complaining with external pain demonstrations,lamentarse,v
legislaciones,30711,Form of the plural of legislation,legislación,n
liquido,30712,First person of the singular (me) of the present Indicative to liquidate,liquidar,v
lloverá,30713,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of rain",llover,v
moratoria,30714,Excess period for payment of a expired debt,moratoria,n
mostrarán,30715,"Third person of plural (they, them; you, 2nd person) of the future indicative of showing",mostrar,v
ordeñar,30716,Extract milk from the cow's udder by expression10,ordeñar,v
parranda,30717,Vivid and disordered celebration going from place to place,parranda,n
permitírselo,30718,,,
pretendida,30719,"Form of the female pretender, participle of pretend",pretendido,participle
racionalismo,30720,"System of thought that prioritizes the role of reason in the acquisition of knowledge, in contrast to empiricism, which highlights that of experience, especially",racionalismo,n
reiteración,30721,Action and effect of reiterating or reiterating,reiteración,n
requeridas,30722,"Form of the plural female of required, participle of requiring",requerido,participle
sabadell,30723,,,
saberes,30724,,,
salamandra,30725,"(order Caudata) Any of about 500 species of amphibians with a rome snout, elongated body and long tail",salamandra,n
sota,30726,"In the Spanish or French deck, a letter representing an aristocrat or courtier, usually associated with the Europe of the sixteenth and seventeenth centuries, and",sota,n
tosiendo,30727,Gerundium of coughing,tosiendo,v
transmisores,30728,,,
trípode,30729,"Three-legged frame, for positioning or holding cameras, video cameras, geodesic instruments, etc. or for generating motion shots and when you want",trípode,n
vegetativo,30730,,,
ventiladores,30731,Fan plural shape,ventilador,n
zavala,30732,,,
apela,30733,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative appeal",apelar,v
asador,30734,Apparatus for roasting food,asador,n
botero,30735,,,
cariños,30736,Shape of the plural of affection,cariño,n
celibato,30737,The Condition of Being Single,celibato,n
comprendieron,30738,"Third person of plural (they, them; you, 2nd person) of the perfect preterit simple indicative of understanding",comprender,v
compulsiva,30739,Form of female compulsive,compulsivo,adj
configurado,30740,Configure participant,configurado,v
crecerán,30741,"Third person of plural (they, them; you, 2nd person) of the future indicative of growth",crecer,v
cruzaste,30742,"Second person of the singular (you, you) of the perfect preterit simple indicative of crossing",cruzar,v
cónclave,30743,"Assembly of the Cardinals of the Catholic Church gathered to elect the high pontiff, as well as the place where they lock themselves up to accomplish this",cónclave,n
delictivo,30744,,,
delirantes,30745,The form of the delusional plural,delirante,adj
desconcierta,30746,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of bewildering",desconcertar,v
droides,30747,,,
esforzaba,30748,First person of the singular (me) of the imperfect preterite of indicative of striving or striving,esforzar,v
folio,30749,Page of a book or notebook,folio,n
forajido,30750,Person prosecuted as a criminal,forajido,n
magnolia,30751,"(Magnolia) Tree of the family of magnoliaceae, 15 to 30 meters high, smooth trunk and ever green crown; large, l",magnolia,n
malcriada,30752,"Form of the female of spoiled, participle of spoiling",malcriado,participle
mana,30753,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of manar",manar,v
mandarina,30754,"Citrus fruit, native to China, similar to orange, but usually sweeter and perfumed, with softer shell and less consistent texture. It consists",mandarina,n
mantenidas,30755,"Form of the plural female of maintained, participle of maintaining or maintaining",mantenido,participle
mensajería,30756,Message,mensajería,n
montalvo,30757,,,
palpitante,30758,That beats,palpitante,adj
pedrito,30759,,,
prestadas,30760,"Form of the plural female loan, participle of lending or lending",prestado,participle
rabanales,30761,,,
rentería,30762,,,
repliegue,30763,Re-fold,repliegue,n
respondían,30764,"Third person of the plural (they, them; you, 2nd person) of the imperfect preterite of indicative of response",responder,v
semántico,30765,Which belongs to or concerns semantics or processes of meaning in general,semántico,adj
sentaros,30766,,,
señorío,30767,Mastering or commanding something,señorío,n
suicido,30768,First person of the singular (me) of the present indicative of suicide,suicidarse,v
sáqueme,30769,,,
tranqui,30770,Easy,tranqui,adj
veraneo,30771,Summer action or effect,veraneo,n
afortunadas,30772,"Form of the plural female of lucky, lucky participle",afortunado,participle
arranqué,30773,First person of the singular (me) of the perfect preterite simple indicative of booting or of booting,arrancar,v
ateos,30774,The plural form of atheist,ateo,n
automovilismo,30775,Sport in which cars travel a fixed number of times or go from one place to another in the shortest possible time. Sometimes a circuit is traveled the most times,automovilismo,n
barquero,30776,Person who rules a boat,barquero,n
cambiarnos,30777,,,
derivó,30778,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative of drifting",derivar,v
desnudistas,30779,Form of the plural stripper,desnudista,adj
dichosos,30780,Form of the plural of bliss,dichoso,adj
discurrir,30781,Inventing or devising something,discurrir,v
dotaciones,30782,Form of the plural envelope,dotación,n
esfuerzas,30783,Second person of the singular (you) of the present indicative of striving or striving,esforzar,v
inhibe,30784,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of inhibiting or inhibiting",inhibir,v
leerlas,30785,,,
manejable,30786,What is handled with ease,manejable,adj
necios,30787,Form of the plural male fool,necio,adj
ofreceré,30788,First person of the singular (me) of the future indicative offer,ofrecer,v
pararla,30789,,,
partí,30790,First person of the singular (me) of the perfect preterit simple indicative of departure or of departure,partir,v
pasantía,30791,"Brief step through some trade or profession, usually as evaluation or testing time",pasantía,n
pastelillos,30792,Shape of the plural of pastel,pastelillo,n
poderosamente,30793,,,
protagonizar,30794,,protagonizar,v
ratifica,30795,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of ratifying",ratificar,v
redactó,30796,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative of writing",redactar,v
reflejó,30797,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative to reflect",reflejar,v
señorial,30798,Sunday sermon of Advent or Lent,señorial,n
thomson,30799,,,
tormentos,30800,Form of the plural of torment,tormento,n
tory,30801,,,
visitarle,30802,,,
agradecerás,30803,"Second person of the singular (you, you) of the future indicative of gratitude",agradecer,v
amberes,30804,,,
arango,30805,,,
arrojada,30806,"Form of the female cast, participle throw",arrojado,participle
artimañas,30807,Form of the plural of artimaña,artimaña,n
atracador,30808,,,
auditiva,30809,Female form of auditory,auditivo,adj
bermejo,30810,Colours similar to red,bermejo,adj
chorizos,30811,Shape of the plural chorizo1,chorizo,n
colgantes,30812,Shape of the plural pendant,colgante,adj
cortarán,30813,"Third person plural (they, them; you, 2nd person) of the future indicative of cutting or cutting",cortar,v
criamos,30814,"First person of plural (we, us) of the present indicative of raising or raising",criar,v
debilitamiento,30815,Action or effect of weakening or weakening,debilitamiento,n
dormiría,30816,First person of the singular (me) of the conditional to sleep or to fall asleep,dormir,v
estremeció,30817,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative of shaking or shaking",estremecer,v
fermina,30818,,,
filosofal,30819,,,
guardarla,30820,,,
henrique,30821,,,
hielos,30822,Shape of the ice plural,hielo,n
monólogos,30823,Form of the plural monologue,monólogo,n
neurológicos,30824,The form of the neurological plural,neurológico,adj
nexos,30825,Link plural form,nexo,n
oriol,30826,,,
palancas,30827,Shape of the lever plural,palanca,n
renacuajo,30828,"Aquatic, apod and gilled amphibian larva",renacuajo,n
semanalmente,30829,Every seven days; every week,semanalmente,adv
suspendidas,30830,"Form of the plural female suspended, participle suspended",suspendido,participle
traicionan,30831,"Third person of plural (they, them; you, 2nd person) of the present indicative of betraying",traicionar,v
turquesa,30832,"Greenish blue ore, formed by an alumina phosphate with some copper and iron, capable of beautiful polishing and almost as hard as glass, which",turquesa,n
venirte,30833,"Come, with the enclitico you (pronoun)",venirte,v
acudiendo,30834,Gerundius to come,acudiendo,v
captores,30835,,,
chocamos,30836,"First person of plural (we, us) of the present indicative of colliding",chocar,v
compete,30837,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of competence",competer,v
degenerados,30838,"Form of the plural of degenerate, participle of degenerate",degenerado,participle
delfina,30839,,,
flecos,30840,Final details to resolve for the achievement of a deal or business,flecos,n
lamiendo,30841,Gerundio de lamer,lamiendo,v
mesada,30842,Pays that are given monthly,mesada,n
mulato,30843,"Apply to the person born to a black mother and white father, or the contrary",mulato,adj
oswaldo,30844,,,
pretemporada,30845,,,
quíteme,30846,,,
referían,30847,"Third person of plural (they, them; you, 2nd person) of imperfect preterite indicative of referring or referring",referir,v
reproducciones,30848,The plural form of reproduction,reproducción,n
retazos,30849,Shape of the plural parting,retazo,n
scorsese,30850,,,
traguito,30851,,,
à,30852,obsolete graphia of a,à,prep
adverso,30853,First person of the singular (me) of the present indicative of adverse,adversar,v
ahijado,30854,Person who has another for godfather,ahijado,n
alargada,30855,"Form of the female elongated, elongated participle",alargado,participle
aventurera,30856,,,
bambalinas,30857,Form of the plural of the backstage,bambalina,n
cinética,30858,Form of the female kinetic,cinético,adj
completando,30859,Gerundium to complete,completando,v
controvertida,30860,"Form of the female controversial, participle of controvert",controvertido,participle
cuantitativo,30861,Belonging to or related to the quantity,cuantitativo,adj
demostrarme,30862,,,
deposición,30863,Action or deposition effect,deposición,n
desnivel,30864,Difference in height between two or more points or surfaces,desnivel,n
dista,30865,"Third person of the singular (he, she, it; you, 2nd person) from the present indicative distance",distar,v
empacado,30866,Packaging participant,empacado,v
emparedados,30867,Form of the sandwich plural,emparedado,n
funden,30868,"Third person of plural (they, them; you, 2nd person) of the present subjunctive to found",fundar,v
incita,30869,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of inciting",incitar,v
inepto,30870,Which is not for its purpose,inepto,adj
inoportuna,30871,Form of the female inopportune,inoportuno,adj
intuitiva,30872,Form of the female intuitive,intuitivo,adj
invocación,30873,Action or effect of invoking,invocación,n
lenguado,30874,"Fish of the order of the subbranch acantopterigios, 25 to 30 centimeters long, almost flat, compressed elliptical body lacking",lenguado,n
leída,30875,"Form of the female read, participle read",leído,participle
madariaga,30876,,,
marciana,30877,Form of the unique female Martian,marciano,n
narcisismo,30878,Admiration or excessive love towards oneself,narcisismo,n
paranoicos,30879,Form of the plural of paranoid,paranoico,adj
pelada,30880,"Form of the female peeling, peeling or peeling participle",pelado,participle
procrear,30881,Increase by reproduction the number of individuals of a species,procrear,v
regañadientes,30882,"Expression of disgust, anger or rejection",regañadientes,n
schumann,30883,,,
sims,30884,,,
sustentar,30885,,sustentar,v
tenazas,30886,,,
tintineo,30887,Action or effect of tinking,tintineo,n
trabado,30888,Participation in working,trabado,v
traumatismos,30889,Form of the trauma plural,traumatismo,n
valderrama,30890,,,
abismos,30891,Form of the plural of abyss,abismo,n
adentros,30892,The inside of a person's mood,adentros,n
ajuar,30893,"Household clothing, furniture and household goods",ajuar,n
armenios,30894,Form of the Armenian plural,armenio,n
buscáis,30895,"Second person of plural (you, yourselves) of the present indicative search",buscar,v
cicerón,30896,Person who has great ease of speech,cicerón,n
desagradecida,30897,Form of the ungrateful female,desagradecido,adj
desmayos,30898,Form of the fainting plural,desmayo,n
desperfectos,30899,Form of the plural of malfunction,desperfecto,n
enterrarla,30900,,,
estructurada,30901,"Form of the feminine structured, participle to structure",estructurado,participle
fetos,30902,Form of the plural fetus,feto,n
frecuenta,30903,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of frequenting",frecuentar,v
galletita,30904,,,
hundirá,30905,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of sinking or sinking",hundir,v
mila,30906,Milanese,mila,n
misticismo,30907,"Direct individual relationship with supernatural entities, especially deities",misticismo,n
modestas,30908,,,
muchachote,30909,,,
nativas,30910,Form of the plural female native,nativo,adj
neoyorquinos,30911,Form of the plural of New York,neoyorquino,adj
prestará,30912,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of lending or lending",prestar,v
ramirez,30913,,,
tejada,30914,"Form of the female roof, participle of weaving",tejado,participle
ventrículo,30915,"Lower cavity of the heart of mammals, birds and reptiles, which receives blood from the atrium and drives it out of the heart. In man and other",ventrículo,n
aclarando,30916,Gerundium of clarification,aclarando,v
anfiteatro,30917,"Type of public building of Roman civilization, used to host shows and games",anfiteatro,n
animadores,30918,Form of the plural of animator,animador,adj
aplicaron,30919,"Third person plural (they, them; you, 2nd person) of the perfect preterit simple indicative of applying or applying",aplicar,v
ardió,30920,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative of burning",arder,v
ayudaban,30921,"Third person of the plural (they, them; you, 2nd person) of the imperfect preterite of aiding",ayudar,v
calvos,30922,Shape of the bald plural,calvo,n
chacho,30923,Type of Salvadoran sweet bread made of egg and flour shaped as balls,chacho,n
concentraron,30924,"Third person plural (they, them; you, 2nd person) of the perfect preterit simple indicative of concentration or concentration",concentrar,v
confesarse,30925,"Express or admit the truth of one's own feelings, ideas or actions, especially in the context of sins or crimes committed",confesarse,v
conyugales,30926,Form of the plural of conjugal,conyugal,adj
cortázar,30927,,,
cuidarán,30928,"Third person of plural (they, them; you, 2nd person) of the future indicative of caring or caring",cuidar,v
enfadarte,30929,,,
enseres,30930,"Set of utensils, instruments and furniture necessary or comfortable for the house or to exercise some trade",enseres,n
equitativo,30931,That has equity,equitativo,adj
informarse,30932,Finding out; taking reports,informarse,v
lanzallamas,30933,"Machine that launches a burning jet of fuel to incinerate its target, usually used for war purposes",lanzallamas,n
maquis,30934,,,
martillos,30935,Shape of the plural hammer,martillo,n
maximizar,30936,Bringing something to its fullest expression,maximizar,v
meterlos,30937,,,
morenas,30938,Shape of the plural brunette,morena,n
morsa,30939,(Odobenus rosmarus) Large-sized semi-aquatic pine-peed mammal in the Arctic Seas. Males,morsa,n
motorista,30940,,,
oculté,30941,First person of the singular (me) of the perfect preterit simple indicative to hide,ocultar,v
pedirás,30942,"Second person of the singular (you, you) of the future indicative of asking",pedir,v
ridículamente,30943,Ridiculously,ridículamente,adv
rizo,30944,Special absorbence fabric and pleasant to the touch,rizo,n
sucedían,30945,"Third person of the plural (they, them; you, 2nd person) of the imperfect preterite of indicative of happening",suceder,v
terquedad,30946,"Inability to respond to reasons for giving up on an effort, regardless of the consequences that may result",terquedad,n
toallitas,30947,,,
varados,30948,"Shape of the varado plural, participle of varar",varado,participle
viajaremos,30949,"First person of the plural (we, us) of the future indicative of travel",viajar,v
vicesecretario,30950,,,
acomodarse,30951,"To function, adjust or adapt one's own behavior or preferences within certain parameters, expectations or circumstances",acomodarse,v
alberca,30952,"Large shelves, whose function is to collect from various sources, for storing and distributing them in times of scarcity",alberca,n
anabel,30953,,,
anfibios,30954,Form of the plural male amphibian. (adjective),anfibio,adj
arresta,30955,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of arrest or arrest",arrestar,v
atenuantes,30956,The form of the attenuating plural,atenuante,n
dormidas,30957,"Form of the female plural sleeping, sleeping participle",dormido,participle
empleadores,30958,Form of the employer plural,empleador,adj
enséñanos,30959,,,
epopeya,30960,Extensive poem that narrates heroic events or great deeds,epopeya,n
escuadrilla,30961,"Set or squadron of small ships, especially military",escuadrilla,n
espinoso,30962,That has thorns,espinoso,adj
faltante,30963,Lack (of something),faltante,n
fardo,30964,"Large mess of clothes or something, very tight, so that you can take it from one place to another. It is done regularly with the goods to be",fardo,n
fracasé,30965,First person of the singular (me) of the perfect preterite simple indicative of failure,fracasar,v
fumamos,30966,"First person of plural (we, us) of the present indicative of smoking",fumar,v
impediría,30967,First person of the singular (me) conditional to prevent,impedir,v
impunemente,30968,With impunity,impunemente,adv
luciana,30969,,,
marítimas,30970,Form of the plural female of the sea,marítimo,adj
monárquica,30971,Form of the singular female monarchist,monárquico,adj
ninfa,30972,"Fabulous female deity that usually lives in natural spaces: rivers, waters, forests, forests or mountains. They are of extraordinary beauty, have a sweet",ninfa,n
obligaban,30973,"Third person of plural (they, them; you, 2nd person) of imperfect preterite indicative of forcing",obligar,v
salís,30974,Second person of the singular (vos) of the present indicative of leaving or leaving,salir,v
soportable,30975,,,
trepando,30976,Gerundium of climbing,trepando,v
ubicarse,30977,Exist everywhere,ubicarse,v
alcanzas,30978,Second person of the singular (you) of the present indicative of reaching or reaching,alcanzar,v
animalitos,30979,Shape of the animal,animalito,n
ayudarían,30980,"Third person plural (they, them; you, 2nd person) conditional on helping",ayudar,v
castores,30981,Castor plural shape,castor,n
compraventa,30982,Exchange of goods,compraventa,n
comprobaciones,30983,The plural form of check,comprobación,n
emborracharnos,30984,,,
encriptado,30985,,,
engendrado,30986,Participated in breeding,engendrado,v
engorda,30987,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of fattening",engordar,v
esclusa,30988,"Section of a navigable channel, which closed with gates allows passage between two bodies of water at different levels",esclusa,n
expresividad,30989,Expression quality,expresividad,n
firmadas,30990,"Form of the plural feminine signature, participle of signing or signing",firmado,participle
identificarla,30991,,,
inspiraba,30992,First person of the singular (me) of the imperfect preterite indicative of inspiration or inspiration,inspirar,v
intrínseca,30993,Form of the female singular of intrinsic,intrínseco,adj
lealtades,30994,Form of the plural of loyalty,lealtad,n
llenamos,30995,"First person of plural (we, us) of the present indicative to fill",llenar,v
lograban,30996,"Third person of the plural (they, them; you, 2nd person) of the imperfect preterite indicative of achieving",lograr,v
lograrse,30997,Growing to maturity: achieving perfection; getting through well,lograrse,v
membresía,30998,Membership of an organization,membresía,n
molestarlos,30999,,,
neutra,31000,Female shape of neutral,neutro,adj
pajita,31001,Small straw. Short straw,pajita,n
plagada,31002,"Form of the female plagued, participle of plague",plagado,participle
plusvalía,31003,Value that the wage earner creates above the value of his labour force,plusvalía,n
proporcionarle,31004,,,
servil,31005,Which belongs to or concerns servitude and servants,servil,adj
sl,31006,,,
solemnes,31007,Form of the plural of solemn,solemne,adj
solidarios,31008,Form of the plural of solidarity,solidario,adj
tse,31009,,,
agitó,31010,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative of shaking",agitar,v
apartheid,31011,"The legal system of racial segregation introduced in South Africa by the Afrikaners colonizers of Dutch origin, which was in force between 1948 and 1990",apartheid,n
cañada,31012,Close depression of the terrain separating two mountains or heights,cañada,n
cnt,31013,,,
componiendo,31014,Gerundium of composing,componiendo,v
contraatacar,31015,"To suddenly move from defensive to offensive, to effect a counterattack",contraatacar,v
conversa,31016,Conversation,conversa,n
desaceleración,31017,The action and effect of reducing the magnitude of speed or speed,desaceleración,n
deslizar,31018,"Make something move in continuous contact with a surface, gently rubbing it with mild friction",deslizar,v
dual,31019,"Grammatical number denotes two entities. In some languages, for example in classical Greek, it is only valid to refer to elements that are pairs by",dual,n
enlazar,31020,Join or hold a thing with ties,enlazar,v
fecal,31021,It is said of matter purely excrementicia,fecal,adj
graso,31022,Own or fat-related,graso,adj
ketamina,31023,"Synthetic drug derived from fenciclidin, which is used as an anesthetic in humans and animals",ketamina,n
macabra,31024,Form of the female macabre,macabro,adj
mandaban,31025,"Third person of plural (they, them; you, 2nd person) of imperfect preterite indicative of command",mandar,v
maniaco,31026,Manic variant,maniaco,adj
mantis,31027,"(Mantodea order) Any of about 2,200 species of neopter insects, of cosmopolitan distribution, characterized by an elongated body",mantis,n
monaguillo,31028,Monjecillo serving in monasteries,monaguillo,n
nalga,31029,Each of the pair of fleshy parts located below the spine and before the thighs,nalga,n
poniéndote,31030,,,
probados,31031,"Test plural form, participle to test",probado,participle
propagar,31032,Multiply by generation or other reproduction route,propagar,v
racimos,31033,Shape of the cluster plural,racimo,n
regalías,31034,,,
retribuciones,31035,Form of the remuneration plural,retribución,n
revólveres,31036,Shape of the revolver plural,revólver,n
unánimemente,31037,"Unanimously, unanimously (in which all members of a group agree on the same view, they agree)",unánimemente,adv
alimentarlo,31038,,,
asumieron,31039,"Third person of plural (they, them; you, 2nd person) of the perfect preterit simple indicative of assuming",asumir,v
bocota,31040,,,
comercializar,31041,Put a product on sale,comercializar,v
cubres,31042,Second person of the singular (you) of the present indicative to cover or to be covered,cubrir,v
despreocupada,31043,"Form of the female carefree, participle of careless",despreocupado,participle
escayola,31044,"Composition made of tail and plaster of mirage, which serves to make figures, columns, temples, altars, feasts, and other ornaments",escayola,n
estrellita,31045,Star Short,estrellita,n
estropeada,31046,"Form of the female of spoiling, participle of spoiling",estropeado,participle
follarte,31047,,,
intercambiaron,31048,"Third person of plural (they, them; you, 2nd person) of the perfect preterit simple indicative of exchange",intercambiar,v
inyectó,31049,"Third person singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative of injecting",inyectar,v
levantadas,31050,"Form of the plural feminine of raised, participle of rising or rising",levantado,participle
liberé,31051,First person of the singular (me) of the perfect preterite simple indicative of release,liberar,v
malteada,31052,"Form of the female malting, participle of malting",malteado,participle
motriz,31053,Form of female motor (moving),motor,adj
pastrana,31054,"Lie, deceit",pastrana,n
percatarse,31055,"Realizing, noticing, becoming aware of something",percatarse,v
rampas,31056,Second person of the singular (you) of the ramp sign present,rampar,v
rastreadores,31057,Snatch plural shape,rastreador,adj
relevos,31058,Relay plural form,relevo,n
sagaz,31059,"Clever, smart, sharp",sagaz,adj
serotonina,31060,Neurotransmitter monoamine synthesized in serotoninergic neurons in the Central Nervous System (CNS) and enterochromafin cells,serotonina,n
sordera,31061,"Difficulty or inability to use the ear sense due to partial (hypoacusia) or total (cophosis) hearing loss, and unilateral or",sordera,n
telar,31062,Machine for knitting,telar,n
terrenales,31063,Form of the plural of earthly,terrenal,adj
tienta,31064,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of tempt",tentar,v
tratábamos,31065,"First person of plural (we, we) of imperfect preterite of indicative of treatment",tratar,v
usabas,31066,"Second person of the singular (you, you) of the imperfect preterite of indicative use",usar,v
acuáticas,31067,Form of the female plural aquatic,acuático,adj
adulación,31068,Action and effect of flattering (Fakely haphazardly for interested purposes),adulación,n
apropiarse,31069,Appropriate (pronominal use of...),apropiarse,v
aserrín,31070,Wood powder; set of particles that come from wood when sawn,aserrín,n
barriada,31071,"Barrio, especially the one on the periphery of a city",barriada,n
cafeterías,31072,Shape of the plural cafeteria,cafetería,n
calza,31073,Type of garment,calza,n
chupito,31074,Shot (small drink drink),chupito,n
cobramos,31075,"First person of plural (we, us) of the present of indicative of the collection",cobrar,v
codazo,31076,Beating with elbow,codazo,n
decirmelo,31077,,,
deliberación,31078,Action or effect of deliberation (consider and carefully consider a matter to reach a conclusion),deliberación,n
drogadicción,31079,"Addiction to the consumption of substances, usually recreational, with an intoxicating, psychotropic, stimulating effect, etc., especially when they are illegal or harmful",drogadicción,n
duraron,31080,"Third person of plural (they, them; you, 2nd person) of the perfect preterit simple indicative of lasting",durar,v
enumeración,31081,"Successive and orderly expression of the parts of a whole, of the species comprising a genus, etc",enumeración,n
galos,31082,Shape of the plural of galla,galo,n
grabarlo,31083,,,
hospeda,31084,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of hosting",hospedar,v
hurón,31085,"(Mustela huchorius furo) Carnivorous musty, small size and fusiform body, tamed for several generations",hurón,n
independentistas,31086,Form of the plural of independence,independentista,n
meada,31087,"Form of the female pissing, pissing participle",meado,participle
nominar,31088,"Present someone as a candidate for an award, honor, recognition, etc",nominar,v
párese,31089,Second person of the singular (you) of the affirmative imperative to stand (with the enclitic pronoun),pararse,v
quedábamos,31090,"First person of plural (we, we) of imperfect preterite indicative of remaining or staying",quedar,v
remando,31091,Paddling Gerundium,remando,v
solicitaba,31092,First person of the singular (me) of the imperfect preterite of request indication,solicitar,v
solicitará,31093,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of requesting",solicitar,v
adorna,31094,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of adorning",adornar,v
arrodillarse,31095,Support one or both knees against the ground; make a genuflection; kneel,arrodillarse,v
autocar,31096,,,
colágeno,31097,A structural protein of the extracellular matrix found in connective tissues. It is the most abundant in the body of animals and plays a role in the formation,colágeno,n
detallados,31098,"Detailed plural form, detail participle",detallado,participle
dictatorial,31099,Which belongs to or concerns a dictatorship or a dictator,dictatorial,adj
disfrutará,31100,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of enjoying",disfrutar,v
disolvió,31101,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative of dissolving",disolver,v
disparatado,31102,"That supposes nonsense, that goes against reason",disparatado,adj
gasolineras,31103,,,
glaucoma,31104,A set of diseases that can damage the optic nerve and retina of the eye and can cause vision loss,glaucoma,n
gotea,31105,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative dripping",gotear,v
guiaré,31106,First person of the singular (me) of the future indicative of guiding or guiding,guiar,v
habituado,31107,Participation in habitation,habituado,v
inteligentemente,31108,"Smartly, with judgement, by applying the right strategies",inteligentemente,adv
jardineros,31109,Shape of the plural gardener,jardinero,n
manifiestos,31110,Form of the manifest plural,manifiesto,n
morados,31111,Shape of purple plural,morado,n
oppenheimer,31112,,,
pajas,31113,Shape of the straw plural,paja,n
peninsulares,31114,,,
politécnica,31115,Form of female polytechnic,politécnico,adj
ponencias,31116,,,
premura,31117,"Trouble, hurry, hurry, urgency, instance",premura,n
pruébame,31118,,,
robaré,31119,First person of the singular (me) of the future indicative of stealing,robar,v
sensibilización,31120,,,
visitarlos,31121,,,
acostumbrar,31122,Have a habit of something,acostumbrar,v
agarrarte,31123,,,
albatros,31124,"(Diomedeidae) Family of seabirds, of which 22 different species of large size are recognized in the order of the Procellarii",albatros,n
apurados,31125,"Form of the plural of the rush, participle of the rush or of the rush",apurado,participle
arritmia,31126,Any irregularity in the natural rhythm of the heart,arritmia,n
avanzaban,31127,"Third person of the plural (they, them; you, 2nd person) of the imperfect preterite of indication of progress",avanzar,v
capilares,31128,Form of the capillary plural,capilar,n
cebolleta,31129,"(Allium fistulosum) Onion-like plant, thin stem, violet flower, smaller cylindrical bulb and with much of the edible stem",cebolleta,n
comprobaremos,31130,"First person of plural (we, us) of the future indicative of checking",comprobar,v
coyuntural,31131,That its occurrence depends on the conjuncture,coyuntural,adj
derrames,31132,Second person of the singular (you) of the present subjunctive of pouring,derramar,v
dirigiré,31133,First person of the singular (me) of the future indicative of directing or directing,dirigir,v
disfrutaron,31134,"Third person of plural (they, them; you, 2nd person) of the perfect preterit simple indicative of enjoying",disfrutar,v
