lemma,rank,translation,original_lemma,pos
reflectores,31217,reflecting,reflector,n
regata,31218,regatta,regata,n
terrorífica,31219,terrifying; scary,terrorífico,adj
tigresa,31220,female equivalent of tigre: tigress,tigre,n
tomarían,31221,to take,tomar,v
alcaldías,31222,city hall,alcaldía,n
apagarse,31223,fade,apagar,v
arribó,31224,arrival,arribar,v
bolígrafos,31225,ballpoint pen,bolígrafo,n
borrarlo,31226,to erase or delete,borrar,v
casete,31227,cassette,casete,n
centrados,31228,focused,centrado,adj
concesionaria,31229,dealing,concesionario,n
concluirá,31230,to conclude,concluir,v
conocedores,31231,expert,conocedor,n
contestará,31232,to reply; retort; answer; respond,contestar,v
costuras,31233,needlework; sewing,costura,n
cupcakes,31234,cupcake,cupcake,n
dividiendo,31235,to divide,dividir,v
drago,31236,the dragon tree,drago,n
ducharse,31237,to shower,duchar,v
emborraché,31238,to intoxicate; inebriate,emborrachar,v
encaminado,31239,headed,encaminado,adj
formalizar,31240,to formalize,formalizar,v
impulsan,31241,to impel; to propel,impulsar,v
indecisa,31242,indecisive; irresolute; wavering; uncertain; hesitant,indeciso,adj
jaquecas,31243,headache,jaqueca,n
juguetón,31244,playful; frisky; frolicsome,juguetón,adj
marcación,31245,dialing,marcación,n
millonarias,31246,big money/big-money; millions of,millonario,adj
motoras,31247,motorboat,motor,adj
motosierra,31248,chainsaw,motosierra,n
noria,31249,noria,noria,n
palomita,31250,popcorn,palomita,n
parido,31251,to give birth,parir,v
permaneciendo,31252,remaining,permanecer,v
pisé,31253,to step,pisar,v
predicando,31254,to preach,predicar,v
pregúntales,31255,question,preguntar,v
ramal,31256,exit,ramal,n
residir,31257,to reside,residir,v
retiras,31258,retirement,retirar,v
sirenita,31259,siren,sirenita,n
suráfrica,31260,South Africa,Sudáfrica,prop
teseo,31261,Theseus,Teseo,prop
tocaremos,31262,to touch,tocar,v
ultranza,31263,extreme,ultranza,n
valían,31264,to be worth,valer,v
vecinales,31265,local,vecinal,adj
astronómico,31266,astronomic; astronomical,astronómico,adj
biológicamente,31267,biologically,biológicamente,adv
bloc,31268,pad,bloc,n
caballeroso,31269,chivalrous,caballeroso,adj
corresponderá,31270,to correspond to,corresponder,v
derribarlo,31271,to bring down; to shoot down,derribar,v
descendía,31272,to descend,descender,v
descuidados,31273,neglected,descuidado,adj
despedirán,31274,to dismiss,despedir,v
dodo,31275,dodo,dodo,n
drogarse,31276,to drug,drogar,v
elba,31277,Elbe,Elba,prop
espirales,31278,a single turn of a spiral,espiral,n
fotograma,31279,frame,fotograma,n
gallito,31280,popcorn,gallito,n
huían,31281,to flee; to run away,huir,v
invertirá,31282,to invest,invertir,v
kas,31283,Name of the letter k,ka,n
localizamos,31284,to find,localizar,v
niñitas,31285,a boy or man considered effeminate or a coward,niñito,n
pedírmelo,31286,to ask for something,pedir,v
picaporte,31287,doorknob; door handle,picaporte,n
picota,31288,pillory,picota,n
pirado,31289,crazy,pirado,adj
presiono,31290,to pressure,presionar,v
páramos,31291,wasteland; badlands,páramo,n
risueño,31292,smiling; beaming,risueño,adj
romperás,31293,to break,romper,v
silvana,31294,given name,Silvana,prop
siéntelo,31295,temple,sentir,v
anunciará,31296,to announce; to herald; to proclaim,anunciar,v
conocerles,31297,to know (a person or a place); to be familiar with; to be acquainted with,conocer,v
cucharaditas,31298,teaspoon,cucharadita,n
diadema,31299,diadem; crown,diadema,n
dineral,31300,mint; bundle; (UK) packet; an arm and a leg,dineral,n
distingo,31301,distinction,distinguir,v
enfocada,31302,in focus; focused,enfocado,adj
evolucionó,31303,to evolve; develop,evolucionar,v
expendedora,31304,female equivalent of expendedor,expendedor,adj
fallidos,31305,failed; unsuccessful,fallido,adj
foráneos,31306,foreign,foráneo,adj
hidroeléctrica,31307,hydroelectric power plant,hidroeléctrica,n
indicará,31308,to indicate; signal; designate,indicar,v
interponer,31309,to interpose,interponer,v
ladrido,31310,bark; yelp; yap; yip,ladrido,n
leerte,31311,to read,leer,v
manejos,31312,handling,manejo,n
meticulosamente,31313,meticulously,meticulosamente,adv
mutuos,31314,mutual,mutuo,adj
narco,31315,drug trafficker; drug lord,narco,n
organizativa,31316,organizational,organizativo,adj
pasmado,31317,astounded; stunned,pasmado,adj
ponente,31318,rapporteur,ponente,n
receptivo,31319,receptive,receptivo,adj
relegado,31320,to relegate,relegar,v
repartieron,31321,to share; give out,repartir,v
represiva,31322,repressive,represivo,adj
stuttgart,31323,stuttgart,stuttgart,none
subsiguiente,31324,subsequent,subsiguiente,adj
zaldívar,31325,Zaldibar,Zaldívar,prop
blaze,31326,blazer,blaze,none
brilló,31327,shine; glow; radiance,brillar,v
contentas,31328,content,contentar,v
desafortunados,31329,without luck,desafortunado,adj
esperarías,31330,to wait; to hold on,esperar,v
estrangulamiento,31331,strangulation,estrangulamiento,n
estremecimiento,31332,shudder; shuddering; flinch; trembling; shiver; quivering; quiver,estremecimiento,n
explorer,31333,explorer,explorer,none
extintor,31334,extinguishing,extintor,n
faraones,31335,pharaoh,faraón,n
favorecidos,31336,favorite; favored; frontrunner,favorecer,v
furtivamente,31337,furtively; stealthily,furtivamente,adv
hienas,31338,hyena,hiena,n
inexperto,31339,inexperienced,inexperto,adj
infernales,31340,hell,infernal,adj
innovadores,31341,innovative,innovador,adj
júralo,31342,oath; swearing,jurar,v
mordaz,31343,caustic,mordaz,adj
oficinista,31344,office worker,oficinista,n
orbita,31345,to orbit,orbitar,v
plancton,31346,plankton,plancton,n
polizón,31347,stowaway,polizón,n
presionarte,31348,to pressure,presionar,v
recíproco,31349,reciprocal,recíproco,adj
rentar,31350,to rent,rentar,v
resolvería,31351,to solve; to figure out; to work out; to crack,resolver,v
ubicaciones,31352,position; location,ubicación,n
uniformado,31353,uniformed,uniformado,adj
viales,31354,road; highway,vial,adj
acústico,31355,acoustic,acústico,adj
alinear,31356,to line up; align,alinear,v
anglosajón,31357,Anglo-Saxon,anglosajón,adj
complacerte,31358,to please,complacer,v
comprometerte,31359,to promise; to engage to be married,comprometer,v
concedieron,31360,to grant; to concede; to admit; to bestow,conceder,v
confiaste,31361,to reassure,confiar,v
conformes,31362,as; while,conformar,v
cultivadores,31363,farming; agricultural,cultivador,n
damisela,31364,damsel,damisela,n
doblaje,31365,dubbing,doblaje,n
examinador,31366,examiner,examinador,n
excitados,31367,aroused; stimulated,excitado,adj
habilitado,31368,enabled,habilitado,adj
letrinas,31369,latrine; outhouse,letrina,n
orense,31370,of; from or relating to El Oro Province; Ecuador,Orense,prop
petardo,31371,firecracker,petardo,n
pinball,31372,pinball,pinball,n
platónico,31373,Platonic,platónico,adj
producirán,31374,to produce,producir,v
saldos,31375,balance,saldo,n
sogas,31376,rope,soga,n
ulloa,31377,surname,Ulloa,prop
vestiduras,31378,clothing,vestidura,n
ópticas,31379,optics,óptica,n
caballerosidad,31380,chivalry,caballerosidad,n
despectivo,31381,pejorative; derogatory,despectivo,adj
gallegas,31382,Galician,gallego,adj
galáctico,31383,galactic,galáctico,adj
landa,31384,plain,Landa,prop
ourense,31385,Ourense,Ourense,prop
panal,31386,honeycomb,panal,n
peinar,31387,to comb,peinar,v
portarse,31388,to bear; to carry,portar,v
quédatela,31389,curfew,quedar,v
retoma,31390,to retake,retomar,v
sentaban,31391,to seat,sentar,v
tabernero,31392,relating to innkeeping,tabernero,n
ávido,31393,avid; keen; eager,ávido,adj
alga,31394,alga,alga,n
altísima,31395,the Almighty,altísimo,adj
apremiante,31396,urgent; pressing,apremiante,adj
arcoíris,31397,rainbow,arcoíris,n
arda,31398,squirrel,arder,v
arraigada,31399,established; rooted; settled,arraigado,adj
aserradero,31400,sawmill,aserradero,n
atrayente,31401,attractive,atrayente,adj
bursátiles,31402,stock market,bursátil,adj
bustamante,31403,Bustamante: surname,Bustamante,prop
cabrea,31404,pest; frustration; annoyance,cabrear,v
clasificarse,31405,to classify; sort,clasificar,v
cortaremos,31406,to cut,cortar,v
cía,31407,Agencia Central de Inteligencia,ciar,v
córtalo,31408,cutting,cortar,v
devorando,31409,to devour,devorar,v
disculpé,31410,excuse me,disculpar,v
gordinflón,31411,chubby,gordinflón,n
homogeneidad,31412,homogeneity,homogeneidad,n
huertos,31413,orchard,huerto,n
human,31414,to smoke; steam,humar,v
idilio,31415,idyll,idilio,n
imprevista,31416,unforeseen,imprevisto,adj
inflable,31417,inflatable; blow-up,inflable,adj
intransigencia,31418,intransigence,intransigencia,n
joderse,31419,to annoy; bug; bother; irritate,joder,v
laxante,31420,laxative,laxante,n
melville,31421,melville,melville,none
paranoide,31422,paranoid,paranoide,adj
peladas,31423,female equivalent of pelado,pelado,adj
peregrinaje,31424,pilgrimage,peregrinaje,n
perseguidores,31425,chaser; pursuer,perseguidor,n
pescó,31426,to fish,pescar,v
picando,31427,to itch (to feel itchy,picar,v
piercing,31428,piercing,piercing,n
poníamos,31429,to put; to put up; to place; to lay,poner,v
presentadores,31430,presenter,presentador,n
provocaciones,31431,provocation,provocación,n
racionalista,31432,rationalist,racionalista,adj
reaccionaron,31433,to react,reaccionar,v
secando,31434,to dry,secar,v
simultáneo,31435,simultaneous,simultáneo,adj
sobrepasan,31436,to surpass,sobrepasar,v
tallar,31437,to sculpt,tallar,v
valencianos,31438,valency; valence,valenciano,n
vasectomía,31439,vasectomy,vasectomía,n
acercaré,31440,to bring close,acercar,v
altamira,31441,A town in Huila department of Colombia,Altamira,prop
ansiaba,31442,to wish; long for,ansiar,v
arrastré,31443,trawling,arrastrar,v
arreglarás,31444,to fix; to repair; to mend,arreglar,v
azotar,31445,to whip; flog,azotar,v
cantimplora,31446,flask; canteen,cantimplora,n
chapuzón,31447,dip,chapuzón,n
chocho,31448,senile; doddery,chocho,n
cocinó,31449,to cook,cocinar,v
comprarnos,31450,to buy,comprar,v
cubismo,31451,cubism,cubismo,n
declinó,31452,to decline,declinar,v
detectamos,31453,to detect,detectar,v
disfrazarse,31454,dress up,disfrazar,v
durmientes,31455,sleeping; who sleeps,durmiente,n
embotellada,31456,bottling,embotellar,v
falacia,31457,fallacy,falacia,n
garantizó,31458,to guarantee,garantizar,v
gaveta,31459,drawer,gaveta,n
gorriones,31460,sparrow,gorrión,n
haciendolo,31461,to do,haciendolo,none
hibernación,31462,hibernation,hibernación,n
inicié,31463,to begin,iniciar,v
mima,31464,caress; cuddle,mimar,v
monárquicos,31465,monarchic,monárquico,adj
perforaciones,31466,perforation,perforación,n
persuasiva,31467,persuasive,persuasivo,adj
piquetes,31468,surname,piquete,n
porté,31469,carriage; carrying,portar,v
pudrirse,31470,to rot,pudrir,v
refresca,31471,refreshment,refrescar,v
reivindica,31472,to reestablish or promote again the value of something,reivindicar,v
repletas,31473,full; replete,repleto,adj
rotativo,31474,rotating; revolving,rotativo,adj
sustentan,31475,to sustain; support; underpin,sustentar,v
transpiración,31476,transpiration,transpiración,n
tripulaciones,31477,crew of a ship; plane; or other craft,tripulación,n
vencerlos,31478,to defeat; to win; to conquer,vencer,v
volvías,31479,to return; to revert; to get back,volver,v
aumentada,31480,augmented; increased,aumentado,adj
basal,31481,basal; foundational; underlying,basal,adj
biblias,31482,bible,Biblia,prop
bocón,31483,bigmouthed; bragging; boastful,bocón,n
buenaventura,31484,good fortune,Buenaventura,prop
calada,31485,puff; hit,calado,adj
canapés,31486,canapé,canapé,n
complican,31487,to complicate,complicar,v
conjurar,31488,to conjure; invoke,conjurar,v
correrán,31489,to run; to jog,correr,v
dispararemos,31490,to shoot; to fire,disparar,v
dotadas,31491,talented; gifted,dotado,adj
emergió,31492,to emerge,emerger,v
equitativa,31493,equitable,equitativo,adj
geométrico,31494,geometric,geométrico,adj
haitiano,31495,Haitian,haitiano,adj
intermediación,31496,intermediation,intermediación,n
madrazo,31497,a sharp blow or strike,madrazo,n
maese,31498,master,maese,n
movedizas,31499,unstable,movedizo,adj
procesa,31500,process,procesar,v
recobrado,31501,to recover; regain,recobrar,v
recolectando,31502,to collect; amass,recolectar,v
regido,31503,to rule; govern; be in charge of; reign,regir,v
totalitario,31504,totalitarian,totalitario,adj
túnicas,31505,tunic,túnica,n
zulia,31506,A state; Venezuela,Zulia,prop
abertzale,31507,nationalist; pertaining to the Basque nationalist movement,abertzale,adj
aboga,31508,to advocate,abogar,v
aceptarías,31509,to accept; to take up; to take up on,aceptar,v
adecuar,31510,to adapt; adjust,adecuar,v
ampliaciones,31511,broadening; widening,ampliación,n
apagas,31512,to extinguish (a flame; fire); to douse,apagar,v
apoyaban,31513,to lean; to rest; to lie or lay,apoyar,v
aprovecharlo,31514,to make use of; to make the most of,aprovechar,v
apurarse,31515,to drain; use up completely,apurar,v
automovilistas,31516,car driver,automovilista,n
barracón,31517,bunkhouse,barracón,n
beneplácito,31518,consent; approval; permission,beneplácito,n
brusquedad,31519,brusqueness,brusquedad,n
cibernético,31520,cybernetic,cibernético,adj
compendio,31521,compendium,compendio,n
condeno,31522,to condemn,condenar,v
controversial,31523,controversial,controversial,adj
corromper,31524,to corrupt,corromper,v
descargo,31525,unloading,descargo,n
desguace,31526,scrapyard; junkyard,desguace,n
diablillo,31527,devil,diablillo,n
empatado,31528,to tie; draw,empatar,v
flirteando,31529,to flirt,flirtear,v
follarme,31530,to fuck; to screw; to shag,follar,v
huestes,31531,ground; finely powdered,hueste,n
incrédulo,31532,incredulous; disbelieving,incrédulo,adj
inviable,31533,inviable,inviable,adj
jairo,31534,given name,Jairo,prop
julita,31535,idiot; twat,julita,none
literas,31536,bunk,litera,n
morbosa,31537,morbid; sick,morboso,adj
mozambique,31538,Mozambique,Mozambique,prop
ninos,31539,neither... nor,ninos,none
pantorrillas,31540,calf,pantorrilla,n
python,31541,Python,Python,prop
reverencias,31542,reverence,reverencia,n
rotonda,31543,roundabout; traffic circle,rotonda,n
springsteen,31544,springsteen,springsteen,none
sustituirá,31545,to replace; to take the place of,sustituir,v
ucraniano,31546,Ukrainian,ucraniano,adj
utilizaste,31547,to use,utilizar,v
zafra,31548,colander,zafra,n
aconsejan,31549,to advise,aconsejar,v
amargos,31550,bitter; sour,amargo,adj
andadura,31551,gait,andadura,n
angosto,31552,narrow,angosto,adj
aplastaré,31553,to crush; smash; squash,aplastar,v
arrasando,31554,to level; to smooth,arrasar,v
atenuar,31555,to attenuate,atenuar,v
borradores,31556,eraser (North America); rubber (UK; India); india rubber (UK); bungee,borrador,n
boya,31557,buoy,boya,n
campera,31558,jacket,campera,n
coincidente,31559,coincident,coincidente,adj
comprarlas,31560,to buy,comprar,v
concedía,31561,to grant; to concede; to admit; to bestow,conceder,v
contenerme,31562,to contain,contener,v
cordialmente,31563,cordially,cordialmente,adv
crujientes,31564,crispy; crisp; crunchy; crusty,crujiente,adj
denunciaré,31565,to denounce,denunciar,v
desencadenado,31566,to unchain; to unleash; to release,desencadenar,v
destacarse,31567,to detach troops,destacar,v
espiritismo,31568,Spiritism,espiritismo,n
extrañan,31569,to miss,extrañar,v
falcón,31570,falcon,Falcón,prop
lidocaína,31571,lidocaine,lidocaína,n
ligue,31572,cruising (a concerted effort to find sex) or gay sex,ligue,n
malgastado,31573,to waste; to squander; to blow; to fritter away,malgastar,v
ocurrencias,31574,occurrence,ocurrencia,n
parecerle,31575,to seem; to see fit,parecer,v
periodicidad,31576,regularity,periodicidad,n
privaciones,31577,deprivation; privation; hardship,privación,n
propóleo,31578,propolis,propóleo,n
pulmonares,31579,pulmonary,pulmonar,adj
póngale,31580,to put; to put up; to place; to lay,poner,v
recolectores,31581,collector,recolector,n
reemplazada,31582,replaced,reemplazar,v
satisfactorios,31583,satisfactory,satisfactorio,adj
secuestrando,31584,to kidnap; to abduct,secuestrar,v
situaba,31585,to situate; to place; to put; to position,situar,v
standing,31586,status; standing; class,standing,n
testimonial,31587,testimonial,testimonial,adj
amasar,31588,to knead,amasar,v
apetitos,31589,appetite,apetito,n
audífono,31590,hearing aid,audífono,n
bedoya,31591,surname,Bedoya,prop
captan,31592,to capture; perceive; register; understand,captar,v
clarividente,31593,clairvoyant,clarividente,adj
comporté,31594,comport; behavior,comportar,v
comprobaron,31595,to check; to check on; to check out; to see; to check to see,comprobar,v
condicionamientos,31596,conditioning,condicionamiento,n
criticas,31597,to criticize,criticar,v
cursar,31598,to attend,cursar,v
deferencia,31599,deference,deferencia,n
desequilibrado,31600,unbalanced,desequilibrado,adj
detalló,31601,to detail,detallar,v
diccionarios,31602,dictionary; wordbook,diccionario,n
enmascarados,31603,masked,enmascarado,adj
equivocaciones,31604,error; mistake; slip,equivocación,n
fingiré,31605,to pretend,fingir,v
ilícitas,31606,illicit,ilícito,adj
límpialo,31607,cleansing; cleaning,limpiar,v
medirse,31608,to measure,medir,v
meteorológicas,31609,meteorologic; meteorological,meteorológico,adj
noelle,31610,Noel,noelle,none
obtenerse,31611,to obtain,obtener,v
papelito,31612,piece of paper; especially a small piece,papelito,n
parca,31613,personification of death,parco,adj
parmesano,31614,Parmesan,parmesano,adj
perpetrador,31615,perpetrator,perpetrador,n
princesita,31616,princess,princesita,n
tableros,31617,board,tablero,n
tangos,31618,tango,tango,n
aceptaban,31619,to accept; to take up; to take up on,aceptar,v
acróbata,31620,acrobat,acróbata,n
bangladesh,31621,Bangladesh,Bangladés,prop
chupe,31622,soup; made generally of potatoes; meat or fish and different vegetables,chupe,n
convergen,31623,to converge,converger,v
desgarrador,31624,heartbreaking; overwhelming; heartrending,desgarrador,adj
empaquetar,31625,to package,empaquetar,v
fianzas,31626,suretyship,fianza,n
fijaba,31627,to fix; fasten; set; establish; determine,fijar,v
hacinamiento,31628,cluttering; pile-up; heaping up,hacinamiento,n
hacérmelo,31629,to do,hacer,v
indispuesto,31630,indisposed; unwell; under the weather,indispuesto,adj
latorre,31631,surname,Latorre,prop
librito,31632,book,librito,n
lilian,31633,given name,Lilian,prop
mulata,31634,female equivalent of mulato,mulato,adj
móstoles,31635,Móstoles,Móstoles,prop
náutico,31636,nautical,náutico,adj
piensalo,31637,to think; ponder,piensalo,none
pobladas,31638,mob,poblado,adj
presencias,31639,presence,presencia,n
remató,31640,to finish off,rematar,v
siéntanse,31641,to feel,sentir,v
vocacional,31642,vocational,vocacional,adj
aguanté,31643,patience,aguantar,v
asistencias,31644,attendance,asistencia,n
astra,31645,cosmic body; celestial body,astra,none
bridges,31646,bridge,bridges,none
cerámicas,31647,ceramic,cerámica,n
charlatanes,31648,chatty,charlatán,n
chucherías,31649,trifle,chuchería,n
circulaban,31650,circular,circular,v
conflictivos,31651,conflictive,conflictivo,adj
continuaría,31652,to continue; to carry on,continuar,v
dañan,31653,to damage; to harm; to hurt; to injure,dañar,v
demencial,31654,demented,demencial,adj
derrotaron,31655,to defeat,derrotar,v
deseosos,31656,desirous,deseoso,adj
dignamente,31657,worthily,dignamente,adv
estipula,31658,to stipulate,estipular,v
gafe,31659,jinxed,gafe,n
guárdala,31660,guard; ward; keeper,guardar,v
interrumpí,31661,to discontinue; suspend,interrumpir,v
invariable,31662,invariable,invariable,adj
jubilarse,31663,to retire,jubilar,v
kurdos,31664,Kurdish,kurdo,n
localizadas,31665,located,localizado,adj
malignas,31666,malicious; malevolent,maligno,adj
matutes,31667,matute,matutes,none
míster,31668,Mister,míster,n
parafernalia,31669,paraphernalia,parafernalia,n
pararle,31670,to stop; halt,parar,v
parrillada,31671,barbecue,parrillada,n
pestes,31672,plague,peste,n
popularmente,31673,popularly,popularmente,adv
precipita,31674,to precipitate,precipitar,v
promovió,31675,to promote; to pioneer; to advance; to foster; to further,promover,v
reducía,31676,to reduce; to lower; to cut; to scale back,reducir,v
renovador,31677,renewing; describing renewal,renovador,adj
roa,31678,synonym of roda,Roa,prop
saqueos,31679,expulsion; extraction; act of putting something out,saqueo,n
sensacionalista,31680,sensationalist,sensacionalista,adj
shopping,31681,shopping,shopping,n
subiría,31682,to go up or come up,subir,v
suprime,31683,to suppress,suprimir,v
victoriana,31684,Victorian,victoriano,adj
étnicas,31685,ethnic,étnico,adj
abrupta,31686,abrupt,abrupto,adj
ahogaba,31687,to drown,ahogar,v
alzan,31688,to lift; raise,alzar,v
apartarte,31689,to separate; to divide,apartar,v
arrebatos,31690,rage; anger,arrebato,n
autogobierno,31691,self-government; autonomy,autogobierno,n
cumplirán,31692,to fulfil; to fulfill; to meet; to deliver,cumplir,v
depreciación,31693,depreciation; devaluation,depreciación,n
descrédito,31694,discredit,descrédito,n
dudaría,31695,to doubt,dudar,v
frontales,31696,frontal,frontal,adj
gástrica,31697,gastric,gástrico,adj
hebras,31698,thread; strand; filament,hebra,n
homologación,31699,accreditation,homologación,n
iconografía,31700,iconography,iconografía,n
identifico,31701,to identify; to pinpoint,identificar,v
manrique,31702,surname,Manrique,prop
minerva,31703,neck brace,Minerva,prop
monitoreando,31704,to monitor,monitorear,v
perseguí,31705,to pursue; to chase; to go after,perseguir,v
pujar,31706,to struggle,pujar,v
rigurosos,31707,rigorous,riguroso,adj
sabino,31708,Sabine,sabino,adj
subalternos,31709,subordinate; inferior,subalterno,n
suscitar,31710,to provoke; to stir up; to give rise to,suscitar,v
tolerable,31711,tolerable,tolerable,adj
abracé,31712,to hug; to embrace,abrazar,v
afectivos,31713,affective,afectivo,adj
afín,31714,akin; related,afín,n
aludir,31715,to allude; insinuate; mention,aludir,v
autentico,31716,to authenticate,autenticar,v
boticario,31717,pharmacist,boticario,n
cariñosos,31718,loving; kind; caring; warm-hearted,cariñoso,adj
chas,31719,tea,cha,n
comprarás,31720,to buy,comprar,v
copo,31721,flake,copo,n
cúmulos,31722,pile,cúmulo,n
democristiano,31723,Christian Democrat,democristiano,adj
descubrirse,31724,to discover,descubrir,v
deshecha,31725,undone,deshacer,v
destrozo,31726,destruction,destrozo,n
devolverás,31727,to return; refund; restore; give back; hand back; bring back; send back etc,devolver,v
empleaba,31728,to hire; to employ,emplear,v
eppes,31729,initialism of equipo de protección personal,eppes,none
espabila,31730,to snuff a candle,espabilar,v
espontáneas,31731,spontaneous,espontáneo,adj
exorcista,31732,exorcist,exorcista,n
felpudo,31733,doormat,felpudo,n
fábulas,31734,fable; myth; tale,fábula,n
guisado,31735,stew,guisado,n
hostigamiento,31736,harassment,hostigamiento,n
indebido,31737,undue; unowed,indebido,adj
interiormente,31738,internally,interiormente,adv
inyecta,31739,to inject,inyectar,v
manejarla,31740,to handle,manejar,v
marcharos,31741,to go; travel,marchar,v
mirarlas,31742,to look at,mirar,v
moncada,31743,surname,Moncada,prop
morenos,31744,dark-colored,moreno,n
necrosis,31745,necrosis,necrosis,n
nevado,31746,snowy,nevado,n
otorgamiento,31747,act of granting or awarding,otorgamiento,n
pace,31748,to graze; to pasture,pacer,v
partera,31749,midwife,partero,n
postergar,31750,to postpone,postergar,v
quitártelo,31751,to get rid of,quitar,v
recetó,31752,to prescribe,recetar,v
respiró,31753,breath,respirar,v
retornó,31754,return,retornar,v
sargentos,31755,sergeant,sargento,n
sugerirle,31756,to suggest,sugerir,v
torpemente,31757,clumsily,torpemente,adv
vestimos,31758,to dress; to clothe; to attire,vestir,v
abrazarlo,31759,to hug; to embrace,abrazar,v
alucinar,31760,to hallucinate,alucinar,v
amenazaban,31761,to threaten,amenazar,v
bio,31762,clipping of biológico (“organic (grown without agrochemicals)”),bio,adj
connolly,31763,connolly,connolly,none
demuestras,31764,display,demostrar,v
egb,31765,initialism of Educación General Básica,EGB,n
exprés,31766,express,exprés,adj
fechorías,31767,misdeed,fechoría,n
ferozmente,31768,ferociously,ferozmente,adv
goldstein,31769,surname,Goldstein,prop
hazlos,31770,bundle,hacer,v
inmaculado,31771,immaculate,inmaculado,adj
instalé,31772,to install,instalar,v
latentes,31773,latent; hidden; concealed,latente,adj
liberadas,31774,liberated,liberado,adj
mapaches,31775,raccoon,mapache,n
mazmorras,31776,dungeon,mazmorra,n
nitroglicerina,31777,nitroglycerine,nitroglicerina,n
ofrecernos,31778,to offer; to offer up; to provide,ofrecer,v
persuadido,31779,to persuade,persuadir,v
rebotó,31780,to bounce; ricochet,rebotar,v
rededor,31781,contour; surrounding,rededor,n
rocoso,31782,rocky,rocoso,adj
sopera,31783,soup tureen,sopera,n
sospechará,31784,to suspect,sospechar,v
tapando,31785,to cover,tapar,v
venenosos,31786,venomous; poisonous,venenoso,adj
agarraré,31787,to grab or take hold of,agarrar,v
agrupar,31788,to group together,agrupar,v
ahorrará,31789,to save,ahorrar,v
ahorraré,31790,to save,ahorrar,v
amenazantes,31791,threatening,amenazante,adj
aportará,31792,to contribute,aportar,v
arrestaré,31793,to arrest,arrestar,v
atando,31794,to tie; tie up; tie down; to tether (secure (something) by rope or the like),atar,v
atarlo,31795,to tie; tie up; tie down; to tether (secure (something) by rope or the like),atar,v
barbaridades,31796,barbarity,barbaridad,n
casaros,31797,to marry; wed someone to,casar,v
conmemorativo,31798,commemorative,conmemorativo,adj
cortejar,31799,to court; woo,cortejar,v
desangrando,31800,to bleed,desangrar,v
despegado,31801,to detach; to remove; to unstick,despegar,v
disfrazar,31802,to disguise,disfrazar,v
débilmente,31803,weakly,débilmente,adv
enojé,31804,to anger,enojar,v
esparcido,31805,scattered,esparcido,adj
evolucionan,31806,to evolve; develop,evolucionar,v
excedido,31807,to exceed,exceder,v
experimenté,31808,to experiment,experimentar,v
extravagancia,31809,extravagance,extravagancia,n
florecimiento,31810,flourishing,florecimiento,n
gobernando,31811,to govern,gobernar,v
indiscreto,31812,indiscreet,indiscreto,adj
inmejorable,31813,unbeatable,inmejorable,adj
juramentos,31814,an oath,juramento,n
naciendo,31815,to be born; to sprout; to begin to grow,nacer,v
narradores,31816,narrator,narrador,n
obituario,31817,obituary,obituario,n
perdonarle,31818,to pardon; excuse; forgive,perdonar,v
prerrogativas,31819,prerogative,prerrogativa,n
publicarse,31820,to publish,publicar,v
quetzales,31821,quetzal,quetzal,n
quiste,31822,cyst,quiste,n
segurísimo,31823,secure,segurísimo,adj
sorna,31824,sarcasm; irony,sorna,n
yeguas,31825,mare,caballo,n
anormalidad,31826,abnormality,anormalidad,n
canina,31827,canine,canino,adj
confesé,31828,to confess; to come clean about,confesar,v
conseguirlas,31829,to achieve; succeed in; reach; accomplish; attain,conseguir,v
desprendido,31830,to detach,desprender,v
enríquez,31831,surname,Enríquez,prop
esparta,31832,Sparta,Esparta,prop
extendieron,31833,to extend; to expand,extender,v
florecido,31834,flowery,florecer,v
hess,31835,hess,hess,none
inhalar,31836,to inhale,inhalar,v
linux,31837,linux,linux,none
manantiales,31838,spring,manantial,n
musicalmente,31839,musically,musicalmente,adv
oscilación,31840,oscillation,oscilación,n
perseguirá,31841,to pursue; to chase; to go after,perseguir,v
polideportivo,31842,multisport,polideportivo,n
rogarle,31843,to beg; entreat; implore something,rogar,v
rozar,31844,to clear or scrape land,rozar,v
sobrevalorado,31845,overrated,sobrevalorado,adj
tambalea,31846,stagger,tambalear,v
turbina,31847,turbine,turbina,n
turbios,31848,turbid; cloudy; murky; muddy,turbio,adj
acondicionamiento,31849,conditioning,acondicionamiento,n
acosada,31850,harassed; bullied,acosado,adj
afroamericanos,31851,Afro-American,afroamericano,n
ahorramos,31852,to save,ahorrar,v
asustadas,31853,scared,asustado,adj
balancea,31854,swing,balancear,v
bochornoso,31855,sweltering; sultry,bochornoso,adj
byrne,31856,byrne,byrne,none
búscala,31857,search,buscar,v
calibrar,31858,to calibrate,calibrar,v
casandra,31859,given name,Casandra,prop
cielito,31860,sweetheart; my love,cielito,n
cochinos,31861,dirty,cochino,n
colapsado,31862,collapsed,colapsado,adj
colocarla,31863,to place,colocar,v
confundieron,31864,to confuse; to throw off; to baffle; to perplex,confundir,v
dedicarte,31865,to dedicate; to spend time,dedicar,v
dedicará,31866,to dedicate; to spend time,dedicar,v
dejá,31867,rest,dejar,v
dicotomía,31868,dichotomy,dicotomía,n
dificultar,31869,to make difficult; to hamper; to hinder; to impede; to complicate,dificultar,v
