lemma,rank,translation,pos
cortejando,38202,courting,verb
creido,38203,,
deprimentes,38204,plural of deprimente,adj
emprendimiento,38205,"enterprise, undertaking",noun
endémica,38206,feminine singular of endémico,adj
entrenas,38207,you train,verb
estomacales,38208,plural of estomacal,adj
fetichismo,38209,fetishism,noun
incluído,38210,,
indultos,38211,plural of indulto,noun
inquietas,38212,you upset,verb
justificaciones,38213,plural of justificación,noun
listones,38214,plural of listón,noun
materialización,38215,materialization,noun
mezclaban,38216,they mixed,verb
mosquete,38217,musket,noun
operaban,38218,they operated,verb
planificando,38219,planing,verb
proxenetas,38220,plural of proxeneta,noun
puñales,38221,second-person singular voseo imperative of puñar combined with les,verb
quisquillosa,38222,female equivalent of quisquilloso,noun
rajar,38223,to split,verb
rallada,38224,feminine singular of rallado,verb
rancheros,38225,plural of ranchero,noun
recortando,38226,croping,verb
relacionaba,38227,I related,verb
señorías,38228,plural of señoría,noun
solido,38229,been accustomed to doing something,verb
termal,38230,"thermal, thermic",adj
tibetanos,38231,plural of tibetano,noun
titulaciones,38232,plural of titulación,noun
tobillera,38233,ankle brace,noun
transportó,38234,he transported; she transported; it transported,verb
vanidades,38235,plural of vanidad,noun
vanidosa,38236,feminine singular of vanidoso,adj
aguantaría,38237,I would hold,verb
alberta,38238,,
aliarse,38239,to ally,verb
anotaré,38240,I will annotate,verb
aprovecharé,38241,I will make use of,verb
apuntalar,38242,to prop up,verb
artrópodos,38243,plural of artrópodo,noun
atropellé,38244,I runed over,verb
brotaba,38245,I buded or sprout,verb
bébetelo,38246,,
callaros,38247,to calm,verb
censos,38248,plural of censo,noun
chantajes,38249,plural of chantaje,noun
comprarán,38250,they will buy,verb
coordinando,38251,coordinating,verb
cárteles,38252,plural of cártel,noun
desenterrado,38253,exhumed,verb
deslumbrantes,38254,plural of deslumbrante,adj
draft,38255,draft (in sports),noun
embates,38256,plural of embate,noun
empíricas,38257,plural of empírica,noun
endulzar,38258,to sweeten,verb
enfocados,38259,masculine plural of enfocado,verb
entretenerme,38260,to entertain,verb
festeja,38261,he celebrates; she celebrates; it celebrates,verb
fornicación,38262,fornication,noun
fracase,38263,I fail,verb
hipoglucemia,38264,hypoglycemia,noun
incesantes,38265,plural of incesante,adj
inscriben,38266,they inscribe,verb
jurásico,38267,Jurassic,adj
leninista,38268,Leninist,noun
maltrecho,38269,beat-up; battered,adj
metabólicos,38270,masculine plural of metabólico,adj
molière,38271,,
mudará,38272,he will move; she will move; it will move,verb
ojal,38273,"buttonhole, eyelet",noun
ovaciones,38274,you hail,verb
paleolítico,38275,paleolithic,adj
parlotear,38276,to babble,verb
pisoteado,38277,trampled,verb
puntiaguda,38278,feminine singular of puntiagudo,adj
pupilos,38279,plural of pupilo,noun
quinina,38280,quinine,noun
radicado,38281,rooted,verb
reaccionaria,38282,female equivalent of reaccionario,noun
reprobar,38283,to condemn,verb
rojiblanco,38284,"someone associated with Atlético Madrid, as a fan, player, manager etc",noun
sacudirse,38285,to shake off,verb
salero,38286,salt shaker,noun
sorprenderla,38287,to surprise,verb
suecas,38288,plural of sueca,noun
tomárselo,38289,infinitive of tomar combined with indirect object le/les and direct object lo,verb
trópicos,38290,plural of trópico,noun
ácaros,38291,plural of ácaro,noun
aerodinámica,38292,aerodynamics,noun
añadiré,38293,I will augment,verb
becario,38294,"grant-holder, scholarship-holder",noun
bombazo,38295,blockbuster,noun
calatrava,38296,female equivalent of calatravo,noun
calificativos,38297,plural of calificativo,noun
clavaron,38298,they nailed,verb
comparativamente,38299,comparatively,adv
confias,38300,,
cumplirla,38301,to fulfil,verb
desnudó,38302,he undressed; she undressed; it undressed,verb
disciplinada,38303,feminine singular of disciplinado,verb
dispensador,38304,dispenser,noun
divisar,38305,to spot,verb
elijamos,38306,we choose,verb
emparentados,38307,masculine plural of emparentado,verb
engañarlos,38308,to trick,verb
esforzarnos,38309,to encourage,verb
estacionales,38310,you park,verb
felicitarme,38311,to congratulate,verb
gotitas,38312,plural of gotita,noun
habito,38313,I inhabit,verb
hervidas,38314,feminine plural of hervido,verb
hexagonal,38315,hexagonal,adj
hípica,38316,horse racing,noun
ilusorio,38317,illusory,adj
incautación,38318,"confiscation, seizure, seizing, impoundment, impounding",noun
incontrolables,38319,plural of incontrolable,adj
llamarlas,38320,to summon,verb
mentora,38321,female equivalent of mentor (“mentor”),noun
mitológico,38322,mythological,adj
mudéjar,38323,Mudéjar,noun
narrativos,38324,masculine plural of narrativo,adj
ocuparás,38325,you will occupy,verb
opresor,38326,oppressor (one who oppresses),noun
panizo,38327,millet (esp. foxtail millet),noun
partían,38328,they divided,verb
pitufos,38329,plural of pitufo,noun
provocaste,38330,you caused or provoke,verb
raperos,38331,plural of rapero,noun
raudales,38332,plural of raudal,noun
ria,38333,,
rogado,38334,beged,verb
seducirla,38335,to seduce,verb
sociológicas,38336,feminine plural of sociológico,adj
sonambulismo,38337,"somnambulism, sleepwalking",noun
tardarían,38338,they would delay,verb
tirana,38339,female equivalent of tirano,noun
torras,38340,you toast,verb
traicionará,38341,he will betray; she will betray; it will betray,verb
turbado,38342,confused,verb
viejecita,38343,female equivalent of viejecito,noun
amílcar,38344,,
anatómica,38345,feminine singular of anatómico,adj
animarlo,38346,to inspire,verb
ansiosas,38347,feminine plural of ansioso,adj
armador,38348,shipowner,noun
atraparle,38349,to capture,verb
avergonzaría,38350,I would shame,verb
barrancos,38351,plural of barranco,noun
beberse,38352,to drink,verb
becarios,38353,plural of becario,noun
búlgaros,38354,plural of búlgaro,noun
cabeceras,38355,plural of cabecera,noun
carlomagno,38356,,
chamarra,38357,"jacket, coat",noun
chungo,38358,"indisposition, seizure, fit",noun
cohecho,38359,"bribing, bribery (especially of a judge)",noun
consecuentes,38360,plural of consecuente,noun
convenir,38361,to agree,verb
coordinadores,38362,plural of coordinador,noun
cristalización,38363,crystallization,noun
deforestación,38364,deforestation,noun
descansamos,38365,we rested,verb
desconcertados,38366,masculine plural of desconcertado,verb
devastadores,38367,masculine plural of devastador,adj
directriz,38368,"guideline, guidance, direction",noun
encarecidamente,38369,insistently,adv
enfisema,38370,emphysema,noun
espejito,38371,diminutive of espejo; little mirror,noun
estimulando,38372,stimulating,verb
exonerado,38373,exonerated,verb
extinta,38374,feminine singular of extinto,adj
forum,38375,alternative spelling of fórum,noun
hotelero,38376,hotelier,noun
inofensivas,38377,feminine plural of inofensivo,adj
irreductible,38378,"irrepressible, unstopped",adj
jubiló,38379,he retired; she retired; it retired,verb
lanzarla,38380,to throw,verb
liberaste,38381,you liberated,verb
llenaste,38382,you filled something up,verb
locus,38383,locus,noun
navegamos,38384,we navigated,verb
nenaza,38385,"sissy, momma's boy and chicken, yellow belly (an effeminate and coward man)",noun
nica,38386,Nicaraguan,noun
noquear,38387,to knock out,verb
notificaciones,38388,plural of notificación,noun
obedeceré,38389,I will obey,verb
ondulado,38390,waved,verb
opereta,38391,operetta,noun
originando,38392,originating,verb
osada,38393,feminine singular of osado,verb
parda,38394,feminine singular of pardo,adj
pasito,38395,nativity scene,noun
pazo,38396,Galician manor,noun
poza,38397,puddle,noun
predicación,38398,preaching,noun
preocupaste,38399,you worried,verb
presenciando,38400,witnessing,verb
propagan,38401,they propagate,verb
punch,38402,alternative form of ponche (“punch (drink)”),noun
rape,38403,"monkfish, goosefish (fish of the family Lophiidae)",noun
semiótica,38404,semiotics,noun
servidora,38405,female equivalent of servidor,noun
sujetan,38406,they steady,verb
tictac,38407,tick tock,noun
tolima,38408,,
tubérculos,38409,plural of tubérculo,noun
tutoría,38410,guardianship,noun
unilaterales,38411,plural of unilateral,adj
venera,38412,shell of a scallop,noun
viajaré,38413,I will travel,verb
weimar,38414,,
agazapado,38415,crouched,verb
aglomeración,38416,swarm (a mass of people or animals in turmoil),noun
almohadilla,38417,pincushion,noun
alterarse,38418,to alter,verb
amotinados,38419,masculine plural of amotinado,verb
apuntaste,38420,you pointed,verb
arriesgarlo,38421,to venture,verb
atípica,38422,feminine singular of atípico,adj
aviar,38423,to get ready,verb
baco,38424,,
candil,38425,oil lamp,noun
catalejo,38426,spyglass,noun
cefalea,38427,"cephalalgia, headache, migraine",noun
clamidia,38428,chlamydia,noun
cojer,38429,,
complacerme,38430,to please,verb
concernientes,38431,plural of concerniente,adj
configurando,38432,forming,verb
converso,38433,convert; converso,noun
coníferas,38434,plural of conífera,noun
debutantes,38435,plural of debutante,noun
desactivación,38436,deactivation,noun
desapareceré,38437,I will disappear,verb
dictando,38438,dictating,verb
dudosas,38439,feminine plural of dudoso,adj
encerrarla,38440,to lock up,verb
enfáticamente,38441,emphatically,adv
enrolla,38442,he coils up; she coils up; it coils up,verb
entretenía,38443,I entertained,verb
estratificación,38444,stratification,noun
eunucos,38445,plural of eunuco,noun
examenes,38446,,
forjó,38447,he forged; she forged; it forged,verb
generalidades,38448,plural of generalidad,noun
geriátrico,38449,"nursing home, rest home",noun
grababa,38450,I recorded,verb
grunge,38451,grunge,noun
gráficamente,38452,graphically,adv
insististe,38453,you insisted,verb
jerarcas,38454,plural of jerarca,noun
matadores,38455,plural of matador,noun
melanoma,38456,melanoma,noun
palpar,38457,to feel,verb
parate,38458,halt; hiatus,noun
patrocinada,38459,feminine singular of patrocinado,verb
predeterminado,38460,predetermined,verb
problemilla,38461,diminutive of problema; a small problem,noun
proporcionaron,38462,they provided,verb
reacios,38463,masculine plural of reacio,adj
regado,38464,irrigated,verb
rescaté,38465,I rescued,verb
respaldó,38466,he supported; she supported; it supported,verb
rozado,38467,cleared or scrape land,verb
simulacros,38468,plural of simulacro,noun
templados,38469,masculine plural of templado,verb
vendimia,38470,vintage (yield of grapes during one season),noun
vira,38471,welt (of a hoe),noun
óptimos,38472,masculine plural of óptimo,adj
admiré,38473,I admired,verb
alborotadores,38474,plural of alborotador,noun
arañó,38475,he scratched; she scratched; it scratched,verb
armagedón,38476,,
aseguradas,38477,feminine plural of asegurado,verb
asperezas,38478,plural of aspereza,noun
baeza,38479,,
barroso,38480,muddy,adj
broncas,38481,plural of bronca,noun
cantabas,38482,you singed,verb
comanda,38483,order (in restaurant),noun
comerlas,38484,to eat,verb
cumpleañero,38485,birthday boy or -girl (person whose birthday it is),noun
desplegando,38486,deploying,verb
dis,38487,,
elogia,38488,he praises; she praises; it praises,verb
emocioné,38489,I thrilled,verb
enanas,38490,plural of enana,noun
endereza,38491,he straightens; she straightens; it straightens,verb
escuchábamos,38492,we listened to,verb
fluorescente,38493,ellipsis of tubo fluorescente,noun
garcés,38494,,
guiarlos,38495,to guide,verb
hipotensión,38496,hypotension,noun
irreales,38497,plural of irreal,adj
irrefutables,38498,plural of irrefutable,adj
irreverente,38499,irreverent,adj
jornalero,38500,day laborer,noun
letonia,38501,,
liberaremos,38502,we will liberate,verb
llamativas,38503,plural of llamativa,noun
nadaba,38504,I swimed,verb
nose,38505,short for no sé (“IDK”),phrase
ocaña,38506,,
palacete,38507,"small palace, mansion, villa",noun
panacea,38508,panacea,noun
patearon,38509,they kicked,verb
perdonarán,38510,they will pardon,verb
plasencia,38511,,
poniéndolo,38512,putting,verb
prepucio,38513,"prepuce, foreskin",noun
pronuncian,38514,they pronounce,verb
quiropráctico,38515,chiropractor,noun
rumsfeld,38516,,
sembrada,38517,sown land,noun
sicología,38518,alternative spelling of psicología,noun
simpatiza,38519,he gets on; she gets on; it gets on,verb
sinopsis,38520,synopsis,noun
sollozo,38521,sob,noun
tar,38522,,
tributación,38523,"tax, taxation",noun
tímpanos,38524,plural of tímpano,noun
venéreas,38525,feminine plural of venéreo,adj
viandas,38526,plural of vianda,noun
abandonarlos,38527,to abandon,verb
abofetear,38528,to slap,verb
alimaña,38529,"vermin, pest",noun
almohadón,38530,cushion (soft material in cloth bag),noun
amago,38531,start; beginnings,noun
apaño,38532,I fix,verb
barthes,38533,,
comercializa,38534,he sells; she sells; it sells,verb
consolidarse,38535,to consolidate,verb
croissant,38536,alternative form of cruasán,noun
crímen,38537,,
deshonesta,38538,feminine singular of deshonesto,adj
disimulando,38539,hiding,verb
déspota,38540,despot,noun
ejido,38541,a common; common land,noun
empuñar,38542,to clutch,verb
engorde,38543,"weight gain, fattening",noun
etiquetar,38544,to label,verb
facilísimo,38545,superlative degree of fácil,adj
flojas,38546,feminine plural of flojo,adj
garantes,38547,second-person singular present indicative of garantir,verb
guirnalda,38548,garland,noun
hospitalarias,38549,feminine plural of hospitalario,adj
ignoraban,38550,they noted know,verb
implantó,38551,he implanted; she implanted; it implanted,verb
importarles,38552,to matter,verb
improvisaciones,38553,plural of improvisación,noun
incoherencia,38554,incoherence,noun
indecencia,38555,indecency,noun
leería,38556,I would read,verb
leónidas,38557,Leonids,noun
liguero,38558,garter belt,noun
látigos,38559,plural of látigo,noun
maestranza,38560,armories,noun
malhumor,38561,"bad mood, moodiness",noun
mediterráneas,38562,feminine plural of mediterráneo,adj
mullen,38563,they soften,verb
muñón,38564,the stump of a limb which has been lost,noun
mx,38565,,
necesitadas,38566,feminine plural of necesitado,verb
nulos,38567,masculine plural of nulo,adj
planificador,38568,planner,noun
platónica,38569,female equivalent of platónico,noun
postmortem,38570,post mortem,noun
promiscua,38571,he eats meat and fish for the same meal during lent; she eats meat and fish for the same meal during lent; it eats meat and fish for the same meal during lent,verb
protagonizan,38572,they star in,verb
regalarte,38573,to give as a present,verb
revestido,38574,decorated,verb
roturas,38575,you plough,verb
sacrificaron,38576,they sacrificed,verb
sostenidos,38577,masculine plural of sostenido,verb
teobaldo,38578,,
transportista,38579,carrier (A person or object that carries someone or something else),noun
tímpano,38580,"tympanum, eardrum",noun
vienés,38581,"Viennese (native or inhabitant of the city of Vienna, capital of Austria) (usually male)",noun
visitaban,38582,they visited,verb
aborta,38583,he aborts; she aborts; it aborts,verb
acostumbrará,38584,he will accustom; she will accustom; it will accustom,verb
admiras,38585,you admire,verb
alaba,38586,he praises; she praises; it praises,verb
aliviados,38587,masculine plural of aliviado,verb
alpargatas,38588,plural of alpargata,noun
antinarcóticos,38589,masculine plural of antinarcótico,adj
arcillas,38590,you clay,verb
asomaban,38591,they showed,verb
bañarnos,38592,to bathe,verb
brechas,38593,plural of brecha,noun
compuse,38594,I composed,verb
contraen,38595,they contract,verb
crunch,38596,crunch (exercise),noun
cuate,38597,twin (fraternal),noun
cucharón,38598,"ladle (deep-bowled spoon with a long, usually curved, handle)",noun
despejando,38599,clearing,verb
detallista,38600,retailer,noun
diagnostico,38601,I diagnose,verb
dobladillo,38602,hem of a garment,noun
emporio,38603,emporium (large retail store),noun
enloquecidos,38604,masculine plural of enloquecido,verb
espasa,38605,,
fascinaba,38606,I fascinated,verb
filmarlo,38607,to film,verb
guadarrama,38608,,
hernandez,38609,,
incomunicado,38610,incommunicado (a prisoner who is not permitted to communicate with anyone by speech or writing),noun
inconclusa,38611,feminine singular of inconcluso,adj
interrumpirlo,38612,to interrupt,verb
kriptonita,38613,alternative form of kryptonita,noun
largometrajes,38614,plural of largometraje,noun
lucirse,38615,to shine,verb
luján,38616,,
matriculado,38617,matriculate,noun
menudas,38618,feminine plural of menudo,adj
metafórica,38619,feminine singular of metafórico,adj
mezclaron,38620,they mixed,verb
montilla,38621,,
nin,38622,,
pausada,38623,feminine singular of pausado,verb
pelirrojas,38624,plural of pelirroja,noun
pesto,38625,pesto,noun
polvillo,38626,dust,noun
propicias,38627,you bring about,verb
purpurina,38628,purpurin,noun
quechua,38629,Quechua (member of one of several South American ethnic groups),noun
quinceañera,38630,female equivalent of quinceañero: fifteen-year-old (girl),noun
ramsés,38631,,
realizaría,38632,I would carry out,verb
resumido,38633,summarized,verb
revocación,38634,revocation,noun
rompecorazones,38635,heartbreaker,noun
ruidosas,38636,feminine plural of ruidoso,adj
running,38637,"running, jogging",noun
sanación,38638,healing,noun
sintieran,38639,they felt,verb
superpuestas,38640,feminine plural of superpuesto,verb
vetar,38641,to veto,verb
vigilarte,38642,to watch over,verb
visitaremos,38643,we will visit,verb
agudiza,38644,he sharpens; she sharpens; it sharpens,verb
alejaré,38645,I will remove to a distance,verb
alinean,38646,they line up,verb
amparado,38647,safeguarded,verb
antivirus,38648,antivirus,noun
argos,38649,,
atolladero,38650,"traffic jam, jam, gridlock",noun
autóctonos,38651,plural of autóctono,noun
bariloche,38652,,
billeteras,38653,plural of billetera,noun
bordillo,38654,"kerb (UK), curb (US)",noun
chabolas,38655,plural of chabola,noun
charter,38656,a shuttlebus,noun
chavo,38657,"boy, kid",noun
cité,38658,I cited,verb
cofradías,38659,plural of cofradía,noun
complejidades,38660,plural of complejidad,noun
correspondieron,38661,they corresponded to,verb
céntrico,38662,central,adj
descerebrado,38663,brainless person,noun
egresos,38664,plural of egreso,noun
electrónicamente,38665,electronically,adv
enclenque,38666,"sickly, unhealthy (frequently ill)",adj
enmascarar,38667,to mask,verb
escandalosos,38668,masculine plural of escandaloso,adj
esquiando,38669,skiing,verb
estabiliza,38670,he stabilizes; she stabilizes; it stabilizes,verb
estacioné,38671,I parked,verb
estancados,38672,masculine plural of estancado,verb
evité,38673,I avoided,verb
flexibilización,38674,flexibilization,noun
golpearse,38675,to hit,verb
idóneos,38676,masculine plural of idóneo,adj
interrelaciones,38677,you interrelate,verb
intranquilidad,38678,"instability, unrest",noun
jajaja,38679,hahaha,intj
lemas,38680,plural of lema,noun
leucocitos,38681,plural of leucocito,noun
mariachi,38682,a traditional form of music from the Mexican state of Jalisco,noun
marismas,38683,plural of marisma,noun
maxilar,38684,maxillary,adj
morderá,38685,he will bite; she will bite; it will bite,verb
mosquetero,38686,musketeer,noun
olímpicas,38687,plural of olímpica,noun
ornamental,38688,ornamental,adj
perforando,38689,puncturing,verb
permanecería,38690,I would stay,verb
plateadas,38691,feminine plural of plateado,verb
preocuparle,38692,to worry,verb
retraído,38693,withdrawed,verb
revivirlo,38694,to revive,verb
sangrantes,38695,plural of sangrante,adj
subsisten,38696,they subsist,verb
traiciono,38697,I betray,verb
tácita,38698,feminine singular of tácito,adj
utópica,38699,feminine singular of utópico,adj
zelaya,38700,,
aburrí,38701,I bored,verb
aclararse,38702,to clarify,verb
acordaría,38703,I would agree,verb
adivinación,38704,"divination, fortune-telling",noun
amplificadores,38705,plural of amplificador,noun
aurelia,38706,,
bardem,38707,,
bisagra,38708,hinge,noun
cerciorarse,38709,to make sure,verb
cuantiosos,38710,masculine plural of cuantioso,adj
defenderemos,38711,we will defend,verb
desdémona,38712,,
desprovista,38713,feminine singular of desprovisto,verb
embaucador,38714,"trickster, swindler",noun
ems,38715,,
enfocarse,38716,to focus,verb
espartanos,38717,I cover with esparto,verb
estallando,38718,exploding,verb
geo,38719,a member of the Grupo Especial de Operaciones,noun
geopolítica,38720,geopolitics (the study of the effects of geography on international politics),noun
incluirlo,38721,to include,verb
lerdo,38722,"slow, sluggish, of animals",adj
malena,38723,,
malogrado,38724,ruined,verb
multilaterales,38725,plural of multilateral,adj
neurotransmisores,38726,plural of neurotransmisor,noun
orquestal,38727,orchestral,adj
ostracismo,38728,ostracism (exclusion from a community),noun
palmar,38729,palm grove,noun
patinador,38730,skater,noun
plácida,38731,feminine singular of plácido,adj
portones,38732,plural of portón,noun
procedieron,38733,they proceeded,verb
quebrarse,38734,to break,verb
refrescarse,38735,to refresh,verb
renovó,38736,he renovated; she renovated; it renovated,verb
revitalizar,38737,to revitalize,verb
simpleza,38738,foolishness,noun
soviet,38739,"soviet (an assembly, convocation, or council of workers)",noun
triunfan,38740,they triumph,verb
tutelar,38741,to act as a guardian to,verb
tweet,38742,tweet (Twitter post),noun
ía,38743,,
agárrese,38744,he grabs or take hold of; she grabs or take hold of; it grabs or take hold of,verb
ambientación,38745,setting,noun
anexión,38746,annexation (the act of annexing),noun
artísticamente,38747,artistically,adv
automovilística,38748,feminine singular of automovilístico,adj
borrará,38749,he will erase or delete; she will erase or delete; it will erase or delete,verb
burlo,38750,I outwit,verb
calladito,38751,diminutive of callado,adj
cancelarla,38752,to cancel,verb
careo,38753,face-to-face meeting,noun
casetes,38754,plural of casete,noun
celofán,38755,cellophane,noun
chiquero,38756,pigsty (shelter for pigs),noun
ciprés,38757,cypress (Cupressus sempervirens),noun
clorofila,38758,chlorophyll,noun
describirla,38759,to describe,verb
entregarás,38760,you will deliver,verb
enunciación,38761,enunciation,noun
escolarización,38762,schooling (attendance of school),noun
exploto,38763,I exploit,verb
fraccionamiento,38764,a kind of neighbourhood,noun
geek,38765,geek,noun
genero,38766,I generate,verb
geraldo,38767,,
hanukkah,38768,,
heriberto,38769,,
impugnar,38770,to contest,verb
impuros,38771,masculine plural of impuro,adj
judicialmente,38772,judicially,adv
librarás,38773,you will save,verb
macizos,38774,plural of macizo,noun
mundanos,38775,masculine plural of mundano,adj
observable,38776,observable,adj
paternalista,38777,paternalist,noun
pesó,38778,he weighed; she weighed; it weighed,verb
poquitín,38779,diminutive of poquito; tiny bit,noun
preceden,38780,they precede,verb
precedió,38781,he preceded; she preceded; it preceded,verb
reflexionó,38782,he reflected; she reflected; it reflected,verb
rendirle,38783,to conquer,verb
rentado,38784,rented,verb
revilla,38785,,
sedimento,38786,sediment,noun
servirás,38787,you will serve,verb
sono,38788,,
sublimes,38789,you sublimate,verb
tejo,38790,yew,noun
templanza,38791,"temperance, moderation, sobriety",noun
tiraremos,38792,we will throw,verb
tobago,38793,,
tostados,38794,masculine plural of tostado,verb
uriarte,38795,,
viéndole,38796,seeing,verb
absorta,38797,feminine singular of absorto,adj
amañado,38798,riged,verb
ambivalente,38799,ambivalent,adj
apresar,38800,to seize,verb
avelino,38801,,
añades,38802,you augment,verb
belvedere,38803,a belvedere,noun
brindarle,38804,to toast,verb
bruna,38805,feminine singular of bruno,adj
bíblicas,38806,feminine plural of bíblico,adj
chapado,38807,veneered,verb
colchoneta,38808,airbed,noun
conecté,38809,I connected,verb
consiguientes,38810,plural of consiguiente,adj
criador,38811,breeder,noun
cuchitril,38812,"hovel, shack",noun
cumplirás,38813,you will fulfil,verb
códice,38814,codex,noun
distraerlo,38815,to entertain,verb
díganlo,38816,he says; she says; it says,verb
embrujo,38817,"enchantment, spell",noun
emigrado,38818,emigrant,noun
encajó,38819,he inserted; she inserted; it inserted,verb
enfocando,38820,focusing,verb
ensangrentadas,38821,feminine plural of ensangrentado,verb
envoltorios,38822,plural of envoltorio,noun
flaqueza,38823,"slimness, thinness",noun
fundió,38824,he smelted; she smelted; it smelted,verb
herbívoros,38825,plural of herbívoro,noun
hondonada,38826,"low valley, gully, rift valley",noun
intrigada,38827,feminine singular of intrigado,verb
lavadoras,38828,plural of lavadora,noun
leerás,38829,you will read,verb
legó,38830,he handed down; she handed down; it handed down,verb
limito,38831,I limit,verb
memorando,38832,memorandum,noun
mencionando,38833,mentioning,verb
nigeriano,38834,Nigerian,noun
ninfómana,38835,nymphomaniac,noun
ofendo,38836,I offend,verb
otomano,38837,Ottoman (Turk from the Ottoman Empire),noun
papada,38838,double chin,noun
pasamanos,38839,alternative form of pasamano,noun
pentagrama,38840,staff,noun
pesaban,38841,they weighed,verb
pronunciando,38842,pronouncing,verb
rendijas,38843,plural of rendija,noun
resumirse,38844,to summarize,verb
rodantes,38845,plural of rodante,adj
sastres,38846,plural of sastre,noun
seen,38847,,
sucres,38848,plural of sucre,noun
temblorosas,38849,feminine plural of tembloroso,adj
tocho,38850,mean (person),adj
ucranianos,38851,plural of ucraniano,noun
vellos,38852,plural of vello,noun
éticamente,38853,ethically,adv
acogidos,38854,masculine plural of acogido,verb
acusará,38855,he will accuse; she will accuse; it will accuse,verb
adjudica,38856,he assigns; she assigns; it assigns,verb
agradeciendo,38857,thanking,verb
alimentarme,38858,to feed,verb
alistado,38859,recruited,verb
alérgicos,38860,masculine plural of alérgico,adj
arsenales,38861,plural of arsenal,noun
asesinarla,38862,to murder,verb
augura,38863,he foretells; she foretells; it foretells,verb
aunar,38864,to join,verb
bañados,38865,masculine plural of bañado,verb
borrasca,38866,"atmospheric low-pressure system, cyclone",noun
callejuelas,38867,plural of callejuela,noun
centralizado,38868,centralized,verb
cerezos,38869,plural of cerezo,noun
cirios,38870,plural of cirio,noun
comparsa,38871,troupe,noun
computacional,38872,computational,adj
conductuales,38873,plural of conductual,adj
confiscó,38874,he confiscated; she confiscated; it confiscated,verb
cosillas,38875,plural of cosilla,noun
cotidianidad,38876,"day to day, daily life",noun
defunciones,38877,plural of defunción,noun
deportaciones,38878,plural of deportación,noun
desploma,38879,he knocks down; she knocks down; it knocks down,verb
empíricos,38880,plural of empírico,noun
ensanche,38881,"enlargement, widening",noun
euclides,38882,,
extensiva,38883,feminine singular of extensivo,adj
forzarla,38884,to force,verb
frustra,38885,he frustrates; she frustrates; it frustrates,verb
furiosamente,38886,"angrily, furiously",adv
intervencionismo,38887,interventionism,noun
jaimito,38888,,
juzgaba,38889,I judged,verb
laboriosa,38890,feminine singular of laborioso,adj
lechón,38891,suckling piglet,noun
llenarla,38892,to fill something up,verb
llorabas,38893,you cried,verb
léase,38894,he reads; she reads; it reads,verb
mahjong,38895,mahjong (Chinese tile game),noun
matutinas,38896,feminine plural of matutino,adj
montaré,38897,I will mount,verb
morral,38898,"backpack, knapsack",noun
novedosos,38899,masculine plural of novedoso,adj
ottawa,38900,,
oxicodona,38901,oxycodone,noun
panamericano,38902,Pan-American,adj
presumía,38903,I presumed,verb
radiotelevisión,38904,television,noun
reproductivo,38905,reproductive,adj
sacrifican,38906,they sacrifice,verb
sobresalía,38907,I sticked out,verb
suarez,38908,,
sublimación,38909,sublimation,noun
tarareando,38910,huming,verb
tarántula,38911,tarantula,noun
tejida,38912,feminine singular of tejido,verb
torturadores,38913,plural of torturador,noun
vendetta,38914,"revenge, vengeance",noun
abandonarnos,38915,to abandon,verb
activará,38916,he will activate; she will activate; it will activate,verb
actuaré,38917,I will act,verb
adelantarnos,38918,to bring forward,verb
aeroespacial,38919,aerospatial,adj
affair,38920,affair (extramarital relationship),noun
almorzado,38921,eated lunch,verb
animosidad,38922,"animosity, animus",noun
antiséptico,38923,antiseptic,noun
autoritarios,38924,masculine plural of autoritario,adj
bobadilla,38925,,
brotó,38926,he buded or sprout; she buded or sprout; it buded or sprout,verb
caracterizados,38927,masculine plural of caracterizado,verb
chamaco,38928,a boy or teenager; a male youth,noun
conejillos,38929,plural of conejillo,noun
consultorios,38930,plural of consultorio,noun
dañaría,38931,I would damage,verb
desenterró,38932,he exhumed; she exhumed; it exhumed,verb
destructivos,38933,masculine plural of destructivo,adj
dispararás,38934,you will shoot,verb
enmarcar,38935,to frame,verb
enredadera,38936,"climber, vine (plant that climbs)",noun
escalona,38937,he alternates between; she alternates between; it alternates between,verb
evolutivas,38938,feminine plural of evolutivo,adj
evolutivos,38939,masculine plural of evolutivo,adj
excéntricos,38940,masculine plural of excéntrico,adj
garajes,38941,plural of garaje,noun
imitaba,38942,I imitated,verb
incluiría,38943,I would include,verb
incumplido,38944,failed to complete,verb
indoloro,38945,painless,adj
infringir,38946,to infringe,verb
intrincado,38947,confused,verb
lounge,38948,lounge,noun
malezas,38949,plural of maleza,noun
menorca,38950,,
minusválido,38951,"handicapped, disabled",adj
molestarán,38952,they will bother,verb
ofendes,38953,you offend,verb
pisaba,38954,I steped,verb
polinesia,38955,female equivalent of polinesio,noun
prendí,38956,I catched,verb
probadas,38957,feminine plural of probado,verb
quedabas,38958,you were,verb
revolvió,38959,he stired; she stired; it stired,verb
rotulador,38960,"marker, felt-tip (pen)",noun
saltaría,38961,I would jump,verb
salvaba,38962,I saved,verb
solucionamos,38963,we solved,verb
sumergió,38964,he submerged; she submerged; it submerged,verb
tómalos,38965,you take,verb
vertiginosamente,38966,dizzily,adv
acetona,38967,acetone,noun
aclaran,38968,they clarify,verb
airado,38969,angered,verb
alejaría,38970,I would remove to a distance,verb
asomé,38971,I showed,verb
backstage,38972,backstage,noun
