lemma,rank,translation_pass1,translation_pass2,translation_final,pos_final,flags_pass1,flags_pass2,pass,repaired
atacadas,33684,affronted,,affronted,adj,,,1,False
avisarnos,33685,to tell,,to tell,verb,,,1,False
cantarle,33686,to sing,,to sing,verb,,,1,False
desempate,33689,tiebreak; tiebreaker,,tiebreak; tiebreaker,noun,,,1,False
discográficas,33691,discographical,,discographical,adj,,,1,False
encenderse,33692,to light,,to light,verb,,,1,False
encontrarles,33693,to meet,,to meet,verb,,,1,False
esconderla,33695,to hide,,to hide,verb,,,1,False
espolvorear,33696,to dust,,to dust,verb,,,1,False
evitarla,33697,to avoid,,to avoid,verb,,,1,False
ferroviarios,33698,railway; railroad,,railway; railroad,adj,,,1,False
fundamentalismo,33699,fundamentalism,,fundamentalism,noun,,,1,False
golpearía,33700,I would hit,,I would hit,verb,,,1,False
identificarlos,33701,to identify,,to identify,verb,,,1,False
incrementará,33702,he will increment; she will increment; it will increment,,he will increment; she will increment; it will increment,verb,,,1,False
limusinas,33703,limo; limousine,,limo; limousine,noun,,,1,False
oportunismo,33706,opportunism,,opportunism,noun,,,1,False
pensativa,33707,pensive,,pensive,adj,,,1,False
perfeccionista,33708,perfectionistic,,perfectionistic,adj,,,1,False
permitirles,33709,to allow,,to allow,verb,,,1,False
postrado,33710,prostrate,,prostrate,adj,,,1,False
reñido,33712,quarreled; at odds,,quarreled; at odds,adj,,,1,False
soltarte,33714,to release,,to release,verb,,,1,False
subalterno,33715,inferior; subordinate,,inferior; subordinate,adj,,,1,False
telefonista,33716,telephonist; telephone operator,,telephonist; telephone operator,noun,,,1,False
visados,33718,visa,,visa,noun,,,1,False
androides,33720,android,,android,noun,,,1,False
antipatía,33721,antipathy,,antipathy,noun,,,1,False
apoyarnos,33722,to lean,,to lean,verb,,,1,False
cronológica,33723,chronological,,chronological,adj,,,1,False
desocupado,33724,free; unoccupied,,free; unoccupied,adj,,,1,False
electrolitos,33726,electrolyte,,electrolyte,noun,,,1,False
entrometerse,33728,to meddle,,to meddle,verb,,,1,False
equivocar,33729,to mistake,,to mistake,verb,,,1,False
evitarle,33730,to avoid,,to avoid,verb,,,1,False
fingida,33731,false; phony; pretend; deceptive,,false; phony; pretend; deceptive,adj,,,1,False
florín,33732,florin,,florin,noun,,,1,False
heroicas,33734,heroic,,heroic,adj,,,1,False
infames,33736,awful; dreadful,,awful; dreadful,adj,,,1,False
litigios,33739,lawsuit; litigation,,lawsuit; litigation,noun,,,1,False
modernista,33740,modernist,,modernist,adj,,,1,False
parejos,33742,level,,level,adj,,,1,False
pcr,33743,CRP,,CRP,noun,,,1,False
peatón,33744,pedestrian,,pedestrian,noun,,,1,False
pesares,33745,to weigh,,to weigh,noun,,,1,False
pitidos,33746,beep; whistle,,beep; whistle,noun,,,1,False
renunciaría,33748,I would renounce,,I would renounce,verb,,,1,False
salmos,33750,psalm,,psalm,noun,,,1,False
siembras,33752,seeding,,seeding,noun,,,1,False
sorbete,33754,sorbet,,sorbet,noun,,,1,False
vieira,33756,scallop,,scallop,noun,,,1,False
abatir,33757,to bring down,,to bring down,verb,,,1,False
alzados,33758,lifted; raised up,,lifted; raised up,adj,,,1,False
amoríos,33759,tryst; fling; a superficial relationship,,tryst; fling; a superficial relationship,noun,,,1,False
andamio,33760,scaffold,,scaffold,noun,,,1,False
astronómicas,33764,astronomic; astronomical,,astronomic; astronomical,adj,,,1,False
atemorizante,33765,chilling; frightening,,chilling; frightening,adj,,,1,False
bifurcación,33766,bifurcation,,bifurcation,noun,,,1,False
contenerse,33767,to contain,,to contain,verb,,,1,False
cosmética,33768,cosmetics,,cosmetics,noun,,,1,False
crestas,33769,comb,,comb,noun,,,1,False
culparía,33770,I would blame,,I would blame,verb,,,1,False
estructurar,33773,to structure,,to structure,verb,,,1,False
fogatas,33775,bonfire; campfire,,bonfire; campfire,noun,,,1,False
habsburgo,33776,Habsburg,,Habsburg,noun,,,1,False
inanición,33777,inanition; starvation,,inanition; starvation,noun,,,1,False
inferir,33778,to infer,,to infer,verb,,,1,False
libertino,33779,rakish; libertine; profligate,,rakish; libertine; profligate,adj,,,1,False
metodologías,33780,methodology,,methodology,noun,,,1,False
mirilla,33781,spyhole; peephole,,spyhole; peephole,noun,,,1,False
oratorio,33782,oratorical,,oratorical,adj,,,1,False
puntada,33783,stitch,,stitch,noun,,,1,False
reemplazados,33784,replaced,,replaced,adj,,,1,False
ricitos,33785,curly; kinky,,curly; kinky,noun,,,1,False
vividas,33787,living; existing,,living; existing,adj,,,1,False
acebo,33789,holly,,holly,noun,,,1,False
amarre,33790,mooring,,mooring,noun,,,1,False
apostaré,33791,I will bet,,I will bet,verb,,,1,False
bisagras,33792,hinge,,hinge,noun,,,1,False
camarotes,33793,cabin; quarters,,cabin; quarters,noun,,,1,False
cancelados,33794,canceled,,canceled,adj,,,1,False
cancilleres,33795,chancellor,,chancellor,noun,,,1,False
contraparte,33797,counterpart,,counterpart,noun,,,1,False
cualitativa,33798,qualitative,,qualitative,adj,,,1,False
empujoncito,33800,jog; nudge,,jog; nudge,noun,,,1,False
epiléptico,33801,epileptic,,epileptic,adj,,,1,False
orgullosas,33807,proud,,proud,adj,,,1,False
pararía,33808,I would stop,,I would stop,verb,,,1,False
peruanas,33809,Peruvian,,Peruvian,adj,,,1,False
postguerra,33810,post-war period,,post-war period,noun,,,1,False
provinciano,33811,provincial,,provincial,adj,,,1,False
subjetivas,33814,subjective,,subjective,adj,,,1,False
temporalidad,33816,temporality,,temporality,noun,,,1,False
amena,33820,pleasant,,pleasant,adj,,,1,False
arcaico,33823,archaic,,archaic,adj,,,1,False
asentar,33825,to settle,,to settle,verb,,,1,False
atravesarlo,33826,to cross,,to cross,verb,,,1,False
atónitos,33827,stunned; astonished,,stunned; astonished,adj,,,1,False
autocompasión,33828,self-compassion,,self-compassion,noun,,,1,False
congénitos,33834,congenital,,congenital,adj,,,1,False
costarle,33836,to cost,,to cost,verb,,,1,False
enviarles,33839,to send,,to send,verb,,,1,False
gamba,33842,shrimp,,shrimp,noun,,,1,False
graduar,33843,to graduate; to graduate [with de ‘from’ and en ‘in’],,to graduate; to graduate [with de ‘from’ and en ‘in’],verb,,,1,False
hippy,33844,hippie,,hippie,noun,,,1,False
ilustrísima,33845,illustrious,,illustrious,adj,,,1,False
insurgencia,33846,insurgency,,insurgency,noun,,,1,False
logístico,33848,logistical,,logistical,adj,,,1,False
mezquinos,33851,mean; stingy; miserly,,mean; stingy; miserly,adj,,,1,False
perdonarás,33854,you will pardon,,you will pardon,verb,,,1,False
planicie,33857,plain,,plain,noun,,,1,False
precipitarse,33858,to precipitate,,to precipitate,verb,,,1,False
prometedores,33859,promising,,promising,adj,,,1,False
recompensar,33861,to indemnify,,to indemnify,verb,,,1,False
refracción,33863,refraction,,refraction,noun,,,1,False
remolques,33864,trailer,,trailer,noun,,,1,False
rondar,33865,to patrol,,to patrol,verb,,,1,False
santísimo,33866,holy; godly,,holy; godly,adj,,,1,False
saturadas,33867,saturated,,saturated,adj,,,1,False
sobrecargado,33868,overloaded,,overloaded,adj,,,1,False
tapados,33870,covered,,covered,adj,,,1,False
acostados,33871,lying; recumbent,,lying; recumbent,adj,,,1,False
alejarla,33872,to estrange,,to estrange,verb,,,1,False
arquitectónicas,33874,architectural; architectonic,,architectural; architectonic,adj,,,1,False
bajarla,33875,to go down,,to go down,verb,,,1,False
beduino,33876,bedouin,,bedouin,adj,,,1,False
caqui,33877,persimmon,,persimmon,noun,,,1,False
centralita,33880,switchboard,,switchboard,noun,,,1,False
condescendencia,33881,complaisance,,complaisance,noun,,,1,False
electromagnéticas,33884,electromagnetic,,electromagnetic,adj,,,1,False
examinarla,33886,to examine,,to examine,verb,,,1,False
flacucho,33887,skinny; scrawny,,skinny; scrawny,adj,,,1,False
ganarla,33888,to gain,,to gain,verb,,,1,False
gordura,33889,fatness,,fatness,noun,,,1,False
horneado,33890,baking,,baking,noun,,,1,False
hortera,33891,gaudy; tacky; cheesy; tasteless,,gaudy; tacky; cheesy; tasteless,adj,,,1,False
lavandera,33895,wagtail,,wagtail,noun,,,1,False
pardos,33897,dun; brown,,dun; brown,adj,,,1,False
prerrogativa,33898,prerogative,,prerogative,noun,,,1,False
reinicio,33899,reboot; restart,,reboot; restart,noun,,,1,False
remolinos,33900,vortex; whirlpool; whirlwind,,vortex; whirlpool; whirlwind,noun,,,1,False
resueltas,33901,determined,,determined,adj,,,1,False
supermodelo,33903,supermodel,,supermodel,noun,,,1,False
tato,33905,OKAY; alright; that’s it; that is all,,OKAY; alright; that’s it; that is all,intj,,,1,False
toxicómanos,33906,a drug addict,,a drug addict,noun,,,1,False
traductores,33907,translator; translating,,translator; translating,adj,,,1,False
virulencia,33909,virulence,,virulence,noun,,,1,False
viscoso,33910,gooey; viscous,,gooey; viscous,adj,,,1,False
voracidad,33912,voracity,,voracity,noun,,,1,False
acudirán,33916,they will go,,they will go,verb,,,1,False
aprovecharme,33919,to make use of,,to make use of,verb,,,1,False
arlequín,33920,jester; buffoon,,jester; buffoon,noun,,,1,False
bancas,33922,small bench,,small bench,noun,,,1,False
borrosas,33923,fuzzy; blurry,,fuzzy; blurry,adj,,,1,False
castaña,33924,chestnut,,chestnut,noun,,,1,False
espesura,33927,thickness,,thickness,noun,,,1,False
estanco,33928,closed; sealed; airtight; watertight,,closed; sealed; airtight; watertight,adj,,,1,False
ficticios,33929,fictitious,,fictitious,adj,,,1,False
inventarse,33932,to invent,,to invent,verb,,,1,False
inéditas,33933,not published,,not published,adj,,,1,False
manchados,33936,spotted,,spotted,adj,,,1,False
mantenidos,33937,kept; sustained by alimony,,kept; sustained by alimony,adj,,,1,False
minoritaria,33940,minority,,minority,adj,,,1,False
numeración,33941,numbering,,numbering,noun,,,1,False
preguntarías,33942,you would ask,,you would ask,verb,,,1,False
prescindible,33943,expendable; dispensable,,expendable; dispensable,adj,,,1,False
regencia,33944,regency,,regency,noun,,,1,False
susceptibilidad,33947,susceptibility,,susceptibility,noun,,,1,False
viciosa,33949,depraved; dissolute; profligate,,depraved; dissolute; profligate,adj,,,1,False
afectivas,33950,affective,,affective,adj,,,1,False
cave,33953,potato harvesting,,potato harvesting,noun,,,1,False
consternado,33955,dismayed; distraught,,dismayed; distraught,adj,,,1,False
documentada,33957,documented; of record,,documented; of record,adj,,,1,False
estrellato,33960,stardom,,stardom,noun,,,1,False
expresarme,33961,to express,,to express,verb,,,1,False
extraviada,33962,out of the way,,out of the way,adj,,,1,False
insensibles,33964,cold; callous; insensitive,,cold; callous; insensitive,adj,,,1,False
jitomate,33965,tomato,,tomato,noun,,,1,False
minúsculos,33967,tiny; minute; minuscule,,tiny; minute; minuscule,adj,,,1,False
morderte,33969,to bite,,to bite,verb,,,1,False
nerviosamente,33970,nervously,,nervously,adv,,,1,False
pasearse,33973,to stroll,,to stroll,verb,,,1,False
perceptivo,33974,perceptive (having perception,,perceptive (having perception,adj,,,1,False
prescrito,33975,prescribed,,prescribed,adj,,,1,False
pronunciamientos,33977,declaration; pronouncement,,declaration; pronouncement,noun,,,1,False
reestructurar,33978,to restructure,,to restructure,verb,,,1,False
respetarlo,33979,to respect,,to respect,verb,,,1,False
rider,33980,biker,,biker,noun,,,1,False
sima,33981,abyss; chasm,,abyss; chasm,noun,,,1,False
tacho,33982,bucket,,bucket,noun,,,1,False
veterana,33984,veteran,,veteran,noun,,,1,False
adversidades,33985,adversity,,adversity,noun,,,1,False
agresivamente,33986,aggressively,,aggressively,adv,,,1,False
atascos,33987,jam; blockage,,jam; blockage,noun,,,1,False
baladas,33988,ballad,,ballad,noun,,,1,False
brasileñas,33989,Brazilian,,Brazilian,adj,,,1,False
cabrito,33990,kid,,kid,noun,,,1,False
descremada,33995,skim; skimmed,,skim; skimmed,adj,,,1,False
devolverlos,33996,to return,,to return,verb,,,1,False
dispensario,33997,dispensary,,dispensary,noun,,,1,False
entretenerse,33999,to entertain,,to entertain,verb,,,1,False
escogería,34001,I would choose,,I would choose,verb,,,1,False
extrañará,34002,he will miss; she will miss; it will miss,,he will miss; she will miss; it will miss,verb,,,1,False
incitación,34004,arousal,,arousal,noun,,,1,False
incompatibilidades,34005,incompatibility,,incompatibility,noun,,,1,False
malvavisco,34008,mallow,,mallow,noun,,,1,False
minar,34009,to sap,,to sap,verb,,,1,False
perdonarla,34011,to pardon,,to pardon,verb,,,1,False
portes,34012,carriage; carrying,,carriage; carrying,noun,,,1,False
párpado,34013,eyelid,,eyelid,noun,,,1,False
reclusas,34014,imprisoned,,imprisoned,adj,,,1,False
retiradas,34015,removed; retired; withdrawn,,removed; retired; withdrawn,adj,,,1,False
rivalidades,34016,rivalry,,rivalry,noun,,,1,False
robarse,34017,to rob,,to rob,verb,,,1,False
tablilla,34019,tablet,,tablet,noun,,,1,False
torcidos,34021,askew; twisted,,askew; twisted,adj,,,1,False
traicionera,34022,traitorous person,,traitorous person,noun,,,1,False
trino,34023,chirp,,chirp,noun,,,1,False
turrón,34025,turron,,turron,noun,,,1,False
alojamientos,34028,accommodation,,accommodation,noun,,,1,False
carmelita,34030,Carmelite,,Carmelite,adj,,,1,False
compararlo,34032,to compare,,to compare,verb,,,1,False
confederados,34033,confederate,,confederate,adj,,,1,False
congoja,34034,anguish,,anguish,noun,,,1,False
contratarlo,34035,to contract,,to contract,verb,,,1,False
crediticia,34036,relating to credit,,relating to credit,adj,,,1,False
desmesurado,34037,excessive; inordinate; disproportionate,,excessive; inordinate; disproportionate,adj,,,1,False
excelencias,34040,excellency; brilliance,,excellency; brilliance,noun,,,1,False
expiación,34041,atonement; expiation,,atonement; expiation,noun,,,1,False
gaetano,34042,of; from or relating to Gaeta,,of; from or relating to Gaeta,adj,,,1,False
mansos,34046,tame; meek; not threatening,,tame; meek; not threatening,adj,,,1,False
oprimido,34048,oppressed,,oppressed,adj,,,1,False
paraguayos,34049,Paraguayan,,Paraguayan,adj,,,1,False
pelearnos,34050,to fight,,to fight,verb,,,1,False
piojo,34051,a louse; a cootie,,a louse; a cootie,noun,,,1,False
prehistóricos,34052,prehistoric,,prehistoric,adj,,,1,False
reirá,34053,he will laugh; she will laugh; it will laugh,,he will laugh; she will laugh; it will laugh,verb,,,1,False
resignarse,34054,to resign,,to resign,verb,,,1,False
roncar,34056,to snore,,to snore,verb,,,1,False
suboficiales,34058,non-commissioned officer,,non-commissioned officer,noun,,,1,False
trasvase,34063,diversion,,diversion,noun,,,1,False
tropel,34064,mob; crowd; swarm,,mob; crowd; swarm,noun,,,1,False
aceptarían,34067,they would accept,,they would accept,verb,,,1,False
agitados,34068,upset; agitated,,upset; agitated,adj,,,1,False
amarnos,34069,to love,,to love,verb,,,1,False
aprensión,34071,anxiety; misgiving; apprehension,,anxiety; misgiving; apprehension,noun,,,1,False
calderilla,34073,small change,,small change,noun,,,1,False
cazavampiros,34074,vampire slayer,,vampire slayer,noun,,,1,False
escrupulosamente,34078,scrupulously; with care and exactness,,scrupulously; with care and exactness,adv,,,1,False
folclore,34079,folklore,,folklore,noun,,,1,False
fundo,34080,farm; country estate,,farm; country estate,noun,,,1,False
geólogos,34081,geologist,,geologist,noun,,,1,False
hazles,34082,you do,,you do,verb,,,1,False
inaugurará,34083,he will inaugurate; she will inaugurate; it will inaugurate,,he will inaugurate; she will inaugurate; it will inaugurate,verb,,,1,False
linfáticos,34085,lymphatic,,lymphatic,adj,,,1,False
moderador,34086,moderating,,moderating,adj,,,1,False
nacionalismos,34087,nationalism,,nationalism,noun,,,1,False
negaría,34089,I would deny,,I would deny,verb,,,1,False
paraísos,34092,paradise,,paradise,noun,,,1,False
pelearme,34093,to fight,,to fight,verb,,,1,False
pergaminos,34094,parchment,,parchment,noun,,,1,False
preponderante,34095,prevailing; predominant,,prevailing; predominant,adj,,,1,False
prestigiosas,34096,famous; eminent; prestigious; distinguished,,famous; eminent; prestigious; distinguished,adj,,,1,False
puñetas,34097,fuck; fuck it,,fuck; fuck it,intj,,,1,False
quejidos,34098,groan,,groan,noun,,,1,False
rada,34099,bay; cove; creek,,bay; cove; creek,noun,,,1,False
ramitas,34100,twig or small stick,,twig or small stick,noun,,,1,False
rasgar,34101,to rend,,to rend,verb,,,1,False
reprimidos,34102,repressed,,repressed,adj,,,1,False
sobrinas,34103,female equivalent of sobrino: niece,,female equivalent of sobrino: niece,noun,,,1,False
timador,34105,scam artist; confidence trickster,,scam artist; confidence trickster,noun,,,1,False
aguantarme,34106,to hold,,to hold,verb,,,1,False
angosta,34107,narrow,,narrow,adj,,,1,False
becerra,34109,heifer,,heifer,noun,,,1,False
caniche,34111,poodle,,poodle,noun,,,1,False
ceniceros,34113,ashtray,,ashtray,noun,,,1,False
coleta,34114,ponytail,,ponytail,noun,,,1,False
conflictividad,34116,the quality of being conflictive,,the quality of being conflictive,noun,,,1,False
contaros,34117,to count,,to count,verb,,,1,False
dañina,34118,harmful; damaging; detrimental,,harmful; damaging; detrimental,adj,,,1,False
descalabro,34119,setback; misfortune,,setback; misfortune,noun,,,1,False
disimulado,34121,discreet; inconspicuous,,discreet; inconspicuous,adj,,,1,False
dédalo,34122,maze; labyrinth,,maze; labyrinth,noun,,,1,False
enfriarse,34124,to cool,,to cool,verb,,,1,False
enriquecerse,34125,to enrich,,to enrich,verb,,,1,False
fatídico,34126,fateful; ominous,,fateful; ominous,adj,,,1,False
hacendado,34128,owner of an hacienda,,owner of an hacienda,adj,,,1,False
icónico,34129,iconic,,iconic,adj,,,1,False
latinas,34131,Italy; of Lazio,,Italy; of Lazio,adj,,,1,False
mosaicos,34132,mosaic,,mosaic,adj,,,1,False
multicolores,34133,varicolored; varicoloured,,varicolored; varicoloured,adj,,,1,False
pasador,34134,bolt,,bolt,noun,,,1,False
patrimoniales,34135,hereditary,,hereditary,adj,,,1,False
pesquisa,34137,inquiry,,inquiry,noun,,,1,False
policiaca,34138,police force; Related to the police,,police force; Related to the police,adj,,,1,False
pupilo,34140,orphan,,orphan,noun,,,1,False
tesón,34144,tenacity,,tenacity,noun,,,1,False
traducirse,34146,to translate,,to translate,verb,,,1,False
utopías,34148,utopia,,utopia,noun,,,1,False
ébola,34151,Ebola,,Ebola,noun,,,1,False
acondicionador,34152,conditioner; hair conditioner,,conditioner; hair conditioner,noun,,,1,False
andadas,34153,animal tracks,,animal tracks,noun,,,1,False
cabalmente,34155,thoroughly,,thoroughly,adv,,,1,False
caldas,34156,stoking; heating,,stoking; heating,noun,,,1,False
categórico,34158,categorical,,categorical,adj,,,1,False
comprenderán,34159,they will understand,,they will understand,verb,,,1,False
consentida,34160,spoiled; pampered; indulged,,spoiled; pampered; indulged,adj,,,1,False
deshielo,34161,thaw,,thaw,noun,,,1,False
devorador,34164,devouring,,devouring,adj,,,1,False
disimulada,34165,discreet; inconspicuous,,discreet; inconspicuous,adj,,,1,False
disparatada,34166,mad; crazy,,mad; crazy,adj,,,1,False
empinada,34167,steep,,steep,adj,,,1,False
exhibicionista,34169,streaker; exhibitionist,,streaker; exhibitionist,noun,,,1,False
exponencial,34170,exponential,,exponential,adj,,,1,False
fontanería,34172,plumbing,,plumbing,noun,,,1,False
forzarlo,34173,to force,,to force,verb,,,1,False
impactar,34174,to impact,,to impact,verb,,,1,False
impropia,34175,unseemly; improper,,unseemly; improper,adj,,,1,False
inventadas,34176,invented,,invented,adj,,,1,False
migratorio,34177,migratory,,migratory,adj,,,1,False
nao,34179,a ship; a vessel,,a ship; a vessel,noun,,,1,False
posesivo,34182,possessive,,possessive,adj,,,1,False
prestamistas,34183,moneylender,,moneylender,noun,,,1,False
pueril,34184,children; childhood,,children; childhood,adj,,,1,False
púa,34185,pick; prong; spike; sharp point,,pick; prong; spike; sharp point,noun,,,1,False
renegociar,34186,to renegotiate,,to renegotiate,verb,,,1,False
representaría,34187,I would represent,,I would represent,verb,,,1,False
resumidas,34188,summarized,,summarized,adj,,,1,False
rugir,34190,to roar,,to roar,verb,,,1,False
subidón,34192,rush; high; burst; boost,,rush; high; burst; boost,noun,,,1,False
suspensiones,34194,suspension,,suspension,noun,,,1,False
tamil,34196,or language; their culture,,or language; their culture,adj,,,1,False
tribulaciones,34198,tribulation,,tribulation,noun,,,1,False
venganzas,34201,vengeance,,vengeance,noun,,,1,False
vástago,34202,shoot of a plant,,shoot of a plant,noun,,,1,False
acordaré,34203,I will agree,,I will agree,verb,,,1,False
actuaría,34204,I would act,,I would act,verb,,,1,False
agarrarla,34206,to hold on,,to hold on,verb,,,1,False
ahorrarle,34207,to save,,to save,verb,,,1,False
apoyarla,34208,to lean,,to lean,verb,,,1,False
arreglados,34210,tidy,,tidy,adj,,,1,False
astronómica,34211,astronomic; astronomical,,astronomic; astronomical,adj,,,1,False
barbitúricos,34213,barbituric,,barbituric,adj,,,1,False
chillón,34215,flashy; bright,,flashy; bright,adj,,,1,False
contemplaciones,34216,contemplation,,contemplation,noun,,,1,False
edicto,34219,edict,,edict,noun,,,1,False
ejecutivas,34220,executive,,executive,adj,,,1,False
equivalen,34222,they are equivalent,,they are equivalent,verb,,,1,False
exasperante,34223,peeving; infuriating,,peeving; infuriating,adj,,,1,False
gramófono,34228,gramophone,,gramophone,noun,,,1,False
hinojo,34229,fennel,,fennel,noun,,,1,False
ironías,34232,irony,,irony,noun,,,1,False
nucleótidos,34234,nucleotide,,nucleotide,noun,,,1,False
pisada,34236,footstep; footprint,,footstep; footprint,noun,,,1,False
refrescarme,34240,to refresh,,to refresh,verb,,,1,False
salmones,34243,salmon,,salmon,noun,,,1,False
solucionaré,34244,I will solve,,I will solve,verb,,,1,False
transeúnte,34245,transient; nonresident,,transient; nonresident,noun,,,1,False
vengativa,34246,vengeful,,vengeful,adj,,,1,False
aferrarme,34247,to grasp,,to grasp,verb,,,1,False
atropellos,34250,blow; aggravation,,blow; aggravation,noun,,,1,False
cocinados,34253,cooked,,cooked,adj,,,1,False
corporativas,34254,corporate,,corporate,adj,,,1,False
culinarias,34255,culinary,,culinary,adj,,,1,False
desidia,34257,idleness; inaction; negligence; slovenliness,,idleness; inaction; negligence; slovenliness,noun,,,1,False
desvíos,34258,detour; diversion,,detour; diversion,noun,,,1,False
edulcorante,34259,sweetener; sugar substitute,,sweetener; sugar substitute,noun,,,1,False
encerrarán,34261,they will lock up,,they will lock up,verb,,,1,False
granate,34263,garnet,,garnet,adj,,,1,False
hambrientas,34264,famished; very hungry,,famished; very hungry,adj,,,1,False
indagaciones,34266,investigation,,investigation,noun,,,1,False
liebres,34270,hare; jackrabbit,,hare; jackrabbit,noun,,,1,False
locutores,34271,announcer; newscaster; newsreader; commentator,,announcer; newscaster; newsreader; commentator,noun,,,1,False
longo,34272,native,,native,adj,,,1,False
morros,34274,hill,,hill,noun,,,1,False
niñero,34276,babysitter,,babysitter,noun,,,1,False
pantorrilla,34278,calf,,calf,noun,,,1,False
plebeyos,34280,plebeian,,plebeian,adj,,,1,False
preeminencia,34281,pre-eminence,,pre-eminence,noun,,,1,False
preferirían,34282,they would prefer,,they would prefer,verb,,,1,False
provinciana,34283,provincial,,provincial,noun,,,1,False
reconocerán,34284,they will recognize,,they will recognize,verb,,,1,False
repulsiva,34285,repulsive,,repulsive,adj,,,1,False
tontear,34286,to do or say stupid things,,to do or say stupid things,verb,,,1,False
usurero,34287,usurer; loan shark,,usurer; loan shark,noun,,,1,False
visera,34288,visor,,visor,noun,,,1,False
volaría,34289,I would fly,,I would fly,verb,,,1,False
volteretas,34290,somersault,,somersault,noun,,,1,False
álamos,34292,white poplar,,white poplar,noun,,,1,False
abusiva,34294,abusive,,abusive,adj,,,1,False
aguacates,34296,avocado,,avocado,noun,,,1,False
analizará,34298,he will analyze; she will analyze; it will analyze,,he will analyze; she will analyze; it will analyze,verb,,,1,False
aprovechada,34299,thrifty; economical,,thrifty; economical,adj,,,1,False
automotor,34300,automotive,,automotive,adj,,,1,False
autóctona,34301,native; autochthon,,native; autochthon,adj,,,1,False
baluarte,34302,bastion,,bastion,noun,,,1,False
castigarlo,34305,to punish,,to punish,verb,,,1,False
cognitivos,34306,cognitive,,cognitive,adj,,,1,False
contrariedad,34309,pushback; opposition; resistance,,pushback; opposition; resistance,noun,,,1,False
desmedida,34310,excessive,,excessive,adj,,,1,False
ignorarme,34311,to not know,,to not know,verb,,,1,False
impopular,34312,unpopular,,unpopular,adj,,,1,False
inamovible,34313,fixed; stationary,,fixed; stationary,adj,,,1,False
organigrama,34318,organization chart,,organization chart,noun,,,1,False
petroquímica,34319,petrochemistry,,petrochemistry,noun,,,1,False
rábanos,34321,radish,,radish,noun,,,1,False
sinfonías,34323,symphony,,symphony,noun,,,1,False
socialdemocracia,34324,social democracy,,social democracy,noun,,,1,False
adelantarme,34326,to bring forward,,to bring forward,verb,,,1,False
albaneses,34328,Albanian,,Albanian,adj,,,1,False
albergues,34329,hostel,,hostel,noun,,,1,False
alimentarias,34330,food; dietary; alimentary; food-related,,food; dietary; alimentary; food-related,adj,,,1,False
baldes,34332,bin; bucket,,bin; bucket,noun,,,1,False
cautivado,34333,wowed; charmed; captivated; enthralled,,wowed; charmed; captivated; enthralled,adj,,,1,False
conflictivas,34335,conflictive,,conflictive,adj,,,1,False
cortésmente,34337,courteously,,courteously,adv,,,1,False
criminalística,34338,forensic science,,forensic science,noun,,,1,False
cuajada,34339,milk curd,,milk curd,noun,,,1,False
diestros,34340,right; right-hand,,right; right-hand,adj,,,1,False
ineficiencia,34346,inefficiency,,inefficiency,noun,,,1,False
interventor,34347,comptroller,,comptroller,noun,,,1,False
mejorarán,34349,they will make better,,they will make better,verb,,,1,False
moveros,34350,to move,,to move,verb,,,1,False
numérico,34352,numeric,,numeric,adj,,,1,False
podar,34353,to prune,,to prune,verb,,,1,False
recogerlas,34354,to collect,,to collect,verb,,,1,False
retirarlo,34356,to remove,,to remove,verb,,,1,False
vinagreta,34359,vinaigrette,,vinaigrette,noun,,,1,False
aditivos,34360,additive,,additive,adj,,,1,False
affaire,34361,affair; love affair,,affair; love affair,noun,,,1,False
ahínco,34362,zeal; effort; determination,,zeal; effort; determination,noun,,,1,False
cáñamo,34365,hemp,,hemp,noun,,,1,False
gaseoso,34367,gaseous,,gaseous,adj,,,1,False
guiños,34369,wink,,wink,noun,,,1,False
hermética,34370,hermetic,,hermetic,adj,,,1,False
heterogéneo,34371,heterogeneous,,heterogeneous,adj,,,1,False
listados,34375,list; listing,,list; listing,adj,,,1,False
metabólico,34376,metabolic,,metabolic,adj,,,1,False
monografía,34377,monograph,,monograph,noun,,,1,False
piñones,34380,pine nut; Araucaria nut,,pine nut; Araucaria nut,noun,,,1,False
postulación,34381,nomination,,nomination,noun,,,1,False
procuraré,34382,I will try,,I will try,verb,,,1,False
saqueadores,34385,plunderer,,plunderer,noun,,,1,False
sufriría,34387,I would suffer,,I would suffer,verb,,,1,False
tapias,34388,adobe,,adobe,noun,,,1,False
tatarabuelo,34389,great-great-grandfather,,great-great-grandfather,noun,,,1,False
ventilar,34391,to ventilate,,to ventilate,verb,,,1,False
vivirlo,34392,to live,,to live,verb,,,1,False
votada,34393,vote; voting,,vote; voting,noun,,,1,False
votante,34394,voting,,voting,adj,,,1,False
ícono,34395,icon,,icon,noun,,,1,False
antisemita,34398,anti-Semitic,,anti-Semitic,adj,,,1,False
arzobispado,34400,archbishopric,,archbishopric,noun,,,1,False
berrinche,34401,tantrum; skirmish,,tantrum; skirmish,noun,,,1,False
caradura,34402,cheeky; shameless,,cheeky; shameless,adj,,,1,False
compresas,34403,sanitary towel,,sanitary towel,noun,,,1,False
dispararse,34405,to shoot,,to shoot,verb,,,1,False
fregado,34408,mop; mopping,,mop; mopping,noun,,,1,False
galardones,34409,award; prize,,award; prize,noun,,,1,False
impresionista,34410,impressionistic,,impressionistic,adj,,,1,False
matinales,34413,morning,,morning,adj,,,1,False
