lemma,rank,translation,pos
macías,36490,,
notorios,36491,well-known,Adjective
nácar,36492,nacre; mother of pearl,Noun
pelotero,36493,baseball player,Noun
petate,36494,a rustic cot,Noun
pincelada,36495,brushstroke,Noun
quedárselo,36496,,
quemarme,36497,to burn,Verb
reaccionará,36498,he will react; she will react; it will react,Verb
resplandece,36499,you shine brightly,Verb
resucita,36500,you resuscitate,Verb
seleccionó,36501,he selected; she selected; it selected,Verb
subcomandante,36502,subcommander,Noun
terminarse,36503,to finish,Verb
terraplén,36504,fill; embankment,Noun
tomártelo,36505,,
utilizaré,36506,I will use,Verb
agreste,36507,rural; rustic,Adjective
atacarlos,36508,to attack,Verb
barranca,36509,canyon; ravine,Noun
blondie,36510,,
buceador,36511,diving,Adjective
camastro,36512,pejorative of cama,Noun
candor,36513,,
concentramos,36514,we concentrated,Verb
construían,36515,they builded,Verb
contenerlo,36516,to contain,Verb
corolario,36517,corollary; corollarum,Noun
curtido,36518,tanned,Adjective
egipcias,36519,Egyptian,Adjective
enfrentes,36520,you confront,Verb
entreteniendo,36521,entertaining,Verb
fuel,36522,,
humanitarios,36523,humanitarian,Adjective
impedirle,36524,to impede,Verb
ineficiente,36525,inefficient,Adjective
intangible,36526,,
jugosos,36527,juicy,Adjective
justiniano,36528,Justinian,Adjective
kryptonita,36529,kryptonite,Noun
navarrete,36530,,
pararán,36531,they will stop,Verb
pirañas,36532,piranha,Noun
presidiario,36533,convict,Noun
pretenciosa,36534,pretentious,Adjective
punzantes,36535,sharp; biting,Adjective
rasgado,36536,rip,Noun
repostar,36537,to refuel,Verb
retador,36538,defiant; challenging,Adjective
revelados,36539,development; photographic processing,Noun
satisfactorias,36540,satisfactory,Adjective
servirla,36541,to serve,Verb
sopesar,36542,to evaluate,Verb
termas,36543,hot spring,Noun
tirante,36544,tense; tight,Adjective
transgénicos,36545,transgenic,Adjective
undécimo,36546,eleventh,Adjective
valero,36547,,
wifi,36548,,
abrirnos,36549,to open,Verb
aforo,36550,capacity,Noun
amistosas,36551,friendly,Adjective
autoayuda,36552,self-help,Noun
blackberry,36553,,
bombardeada,36554,,
bula,36555,bull,Noun
camarín,36556,niche,Noun
cerraría,36557,I would close,Verb
chamanes,36558,shaman,Noun
drogaron,36559,they druged,Verb
empeñan,36560,they pawn,Verb
escupo,36561,spit; spitwad,Noun
esparció,36562,he scattered; she scattered; it scattered,Verb
esparza,36563,he scatters; she scatters; it scatters,Verb
exenciones,36564,exemption,Noun
gotera,36565,leak,Noun
guardaremos,36566,we will save,Verb
infestado,36567,infested,Verb
interpreté,36568,I interpreted,Verb
interrumpirte,36569,to interrupt,Verb
losas,36570,slab; tile; flagstone; paving stone,Noun
martorell,36571,,
medioambiente,36572,environment,Noun
mimosa,36573,cuddly,Adjective
mortaja,36574,shroud,Noun
obsoletos,36575,obsolete; outdated,Adjective
opacidad,36576,opacity,Noun
opulencia,36577,luxury; opulence,Noun
otorgará,36578,he will grant; she will grant; it will grant,Verb
pertinencia,36579,pertinence,Noun
pijo,36580,penis,Noun
pluralista,36581,pluralist,Adjective
puntapié,36582,kick,Noun
regordete,36583,plump; chubby,Adjective
restituir,36584,to restore,Verb
rondan,36585,they patrol,Verb
silos,36586,,
subcomité,36587,subcommittee,Noun
tejos,36588,yew,Noun
tortuoso,36589,winding; tortuous,Adjective
viajecito,36590,voyage,Noun
virutas,36591,woodshavings,Noun
aberraciones,36592,aberrancy; aberration; severe misunderstanding,Noun
alocución,36593,speech; address,Noun
apoyarán,36594,they will lean,Verb
arbitrariamente,36595,arbitrarily,Adverb
azotó,36596,he whiped; she whiped; it whiped,Verb
boreal,36597,north; northern,Adjective
bufandas,36598,scarf,Noun
cis,36599,cisgender,Adjective
colgarse,36600,to hang,Verb
conducimos,36601,we drive,Verb
culebrón,36602,soap opera,Noun
duplicación,36603,duplication,Noun
engañarla,36604,to trick,Verb
enrollar,36605,to coil up,Verb
estirados,36606,stretched,Adjective
figuro,36607,I appear,Verb
génica,36608,genic,Adjective
güey,36609,ox; steer; bullock,Noun
hidráulicos,36610,hydraulic,Adjective
hojaldre,36611,puff pastry,Noun
hostería,36612,hostel,Noun
hoya,36613,pit,Noun
hoyuelos,36614,dimple,Noun
imaginabas,36615,you imagined,Verb
incautado,36616,confiscated,Verb
informáticas,36617,computer,Adjective
ingeniosas,36618,artful; clever; ingenious; resourceful,Adjective
internacionalización,36619,internationalization,Noun
latencia,36620,latency,Noun
lonchas,36621,slice,Noun
marroquín,36622,,
modulación,36623,modulation,Noun
obscuridad,36624,darkness,Noun
oportunos,36625,opportune,Adjective
parcialidad,36626,partiality,Noun
proclaman,36627,they proclaim,Verb
repararla,36628,to notice,Verb
repatriación,36629,repatriation,Noun
salmuera,36630,brine; salt water,Noun
señalamos,36631,we signaled,Verb
sujetó,36632,he steadied; she steadied; it steadied,Verb
superaré,36633,I will surpass,Verb
superas,36634,you surpass,Verb
tenaces,36635,tenacious,Adjective
termodinámica,36636,thermodynamics,Noun
umbrales,36637,stoop; doorstep,Noun
zafar,36638,to loosen,Verb
aflorar,36639,to emerge,Verb
arrebatada,36640,passionate,Adjective
bufones,36641,jester,Noun
carnavales,36642,carnival,Noun
carnívoro,36643,carnivorous,Adjective
celosas,36644,jealous,Adjective
chavala,36645,kid; boy,Noun
codiciosa,36646,greedy; covetous,Adjective
colgamos,36647,we hanged,Verb
contarla,36648,to count,Verb
desayunamos,36649,we breaked a fast,Verb
descontrolada,36650,wild; unruly; uncontrolled,Adjective
elites,36651,,
encantadas,36652,charmed; enchanted,Adjective
enfrentaban,36653,they confronted,Verb
evoluciones,36654,evolution,Noun
guadaña,36655,scythe,Noun
herzegovina,36656,Herzegovinian ),Noun
hiperactividad,36657,hyperactivity,Noun
hundo,36658,I sink,Verb
impresionistas,36659,impressionistic,Adjective
indefinible,36660,undefinable,Adjective
indigencia,36661,indigence,Noun
inversamente,36662,inversely,Adverb
mundana,36663,mundane,Adjective
normalizar,36664,to normalize,Verb
obesa,36665,obese,Noun
obscenos,36666,obscene,Adjective
paper,36667,,
persistir,36668,to persist,Verb
populismo,36669,populism,Noun
prisioneras,36670,prisoner,Noun
pésimas,36671,bad,Adjective
quiebras,36672,crack,Noun
rechazarla,36673,to reject,Verb
reiría,36674,I would laugh,Verb
rizada,36675,curly,Adjective
rudimentaria,36676,rudimentary,Adjective
sintomático,36677,symptomatic,Adjective
sismo,36678,earthquake,Noun
vertidas,36679,,
abrazaron,36680,they huged,Verb
amáis,36681,you love,Verb
analogías,36682,analogy,Noun
anticipadamente,36683,early; in advance,Adverb
antártica,36684,Antarctic,Adjective
arica,36685,,
aterrizaron,36686,they landed,Verb
atraque,36687,mooring,Noun
bronquial,36688,bronchial,Adjective
capuchinos,36689,Capuchin,Adjective
carioca,36690,Brazilian; of Brazil,Adjective
chequeando,36691,checking,Verb
comensal,36692,messmate; commensal; fellow diner; dining companion,Noun
condé,36693,,
confidentes,36694,confidant,Noun
conformando,36695,forming,Verb
contrincantes,36696,opponent,Noun
defecar,36697,to defecate,Verb
desequilibrada,36698,unbalanced,Adjective
desperdició,36699,he wasted; she wasted; it wasted,Verb
devoran,36700,they devour,Verb
discrepar,36701,to disagree,Verb
does,36702,,
empedrado,36703,cobblestone pavement,Noun
empezábamos,36704,we started,Verb
enfrió,36705,he cooled; she cooled; it cooled,Verb
engendró,36706,he engendered; she engendered; it engendered,Verb
filisteos,36707,philistine,Adjective
fricciones,36708,rub,Noun
gramatical,36709,grammar; grammatical,Adjective
guijarros,36710,pebble,Noun
henna,36711,,
incinerado,36712,incinerated,Verb
indiscutiblemente,36713,undisputably,Adverb
instalará,36714,he will install; she will install; it will install,Verb
locuaz,36715,loquacious,Adjective
megafonía,36716,PA; tannoy; PA system; public address system,Noun
nupcias,36717,wedding; nuptials,Noun
obscuro,36718,,
patrocinar,36719,to sponsor,Verb
pelícano,36720,pelican,Noun
perjudican,36721,they damage,Verb
perseguirte,36722,to pursue,Verb
plantaron,36723,they planted,Verb
priorizar,36724,to prioritize,Verb
privilegiadas,36725,privileged,Adjective
procesales,36726,processual,Adjective
rechazos,36727,refusal,Noun
reconocerás,36728,you will recognize,Verb
relacionarme,36729,to relate,Verb
saboteado,36730,sabotaged,Verb
sarcoma,36731,,
step,36732,,
taciturno,36733,quiet; silent; taciturn,Adjective
tarantino,36734,of; from or relating to Tarento,Adjective
teológico,36735,theological,Adjective
terminante,36736,final; strict; categorical,Adjective
transistores,36737,,
virginal,36738,,
yihad,36739,jihad,Noun
álgido,36740,pivotal; decisive; critical,Adjective
adelantan,36741,they bring forward,Verb
adinerada,36742,wealthy; affluent,Adjective
albóndiga,36743,meatball,Noun
alquimistas,36744,alchemist,Noun
arresté,36745,I arrested,Verb
asentimiento,36746,assent; agreement,Noun
azulejo,36747,blue colored,Adjective
caballete,36748,easel,Noun
cepillado,36749,brushed,Verb
concentras,36750,you concentrate,Verb
desenfreno,36751,abandon; wildness; lack of control,Noun
deshaces,36752,you undo,Verb
dóciles,36753,docile,Adjective
encaminados,36754,headed,Adjective
esbelto,36755,thin; slim; svelte; slender,Adjective
esforzaré,36756,I will encourage,Verb
exaltados,36757,agitated; frenzied; worked up,Adjective
fredo,36758,,
granel,36759,bulk,Noun
ictericia,36760,jaundice,Noun
instruir,36761,to instruct,Verb
nava,36762,a water meadow,Noun
neandertal,36763,Neanderthal,Adjective
necia,36764,stupid; ignorant,Adjective
nubla,36765,you cloud,Verb
obedeces,36766,you obey,Verb
obligaré,36767,I will force,Verb
odió,36768,he hated; she hated; it hated,Verb
peleadores,36769,fighting; combative,Adjective
pintaste,36770,you painted,Verb
pio,36771,he chirped; she chirped; it chirped,Verb
ponentes,36772,rapporteur,Noun
prescribe,36773,he prescribes; she prescribes; it prescribes,Verb
queridísima,36774,sweetheart,Adjective
reviviendo,36775,reviving,Verb
revolucionar,36776,to revolutionize,Verb
sentarás,36777,you will seat,Verb
subcomisario,36778,deputy commissioner,Noun
tangibles,36779,,
ubicarlo,36780,to position,Verb
amón,36781,,
arrebataron,36782,they snatched,Verb
asequibles,36783,affordable,Adjective
atenderme,36784,to pay attention to,Verb
averiguación,36785,inquiry; inquest,Noun
avisará,36786,he will tell; she will tell; it will tell,Verb
borran,36787,they erase or delete,Verb
circundantes,36788,surrounding,Adjective
condal,36789,county,Adjective
consulté,36790,I consulted,Verb
cuatros,36791,four,Noun
cédulas,36792,ID; licence; identity document,Noun
danzantes,36793,dancing,Adjective
deformes,36794,deformed,Adjective
demostraremos,36795,we will show,Verb
domesticado,36796,domesticated,Verb
eclipses,36797,you eclipse,Verb
electrocutado,36798,electrocuted,Verb
endemoniado,36799,possessed,Adjective
gaitas,36800,bagpipes,Noun
garantizaba,36801,I guaranteed,Verb
guarderías,36802,kindergarten; nursery school,Noun
hechicería,36803,sorcery; wizardry; witchcraft,Noun
hepáticas,36804,hepatic,Adjective
indefensas,36805,defenseless,Adjective
infeccioso,36806,infectious,Adjective
injustificada,36807,undue; unjustified; unwarranted,Adjective
insistentes,36808,insistent,Adjective
inspiradas,36809,inspired,Adjective
juzgamos,36810,we judged,Verb
lorito,36811,fig parrot,Noun
mali,36812,,
manotazo,36813,slap,Noun
matrices,36814,uterus,Noun
mortífero,36815,deadly; lethal,Adjective
navegaba,36816,I navigated,Verb
necesitaste,36817,you needed,Verb
obstetra,36818,obstetrician,Noun
orugas,36819,caterpillar,Noun
parroquianos,36820,parishioner,Noun
penetraron,36821,they penetrated,Verb
puritano,36822,puritan,Adjective
pués,36823,,
repentinos,36824,sudden,Adjective
responsabiliza,36825,you hold responsible,Verb
sigueme,36826,,
travestis,36827,transvestite; cross-dresser,Noun
visitaste,36828,you visited,Verb
yugoslava,36829,Yugoslavian,Noun
abreviar,36830,to abbreviate,Verb
acostaron,36831,they layed,Verb
alcurnia,36832,blood; lineage,Noun
alineadas,36833,aligned,Adjective
amamantar,36834,to nurse,Verb
arrojaste,36835,you throwed,Verb
atizador,36836,poker,Noun
banales,36837,,
brumas,36838,haze; especially costal fog or haar,Noun
cantarán,36839,they will sing,Verb
cobraban,36840,they charged,Verb
confiabilidad,36841,reliability; trustworthiness,Noun
derrita,36842,he melts; she melts; it melts,Verb
desolador,36843,heartbreaking,Adjective
encarnada,36844,ingrown,Adjective
expiar,36845,to atone,Verb
flamingo,36846,,
funesto,36847,fateful,Adjective
grabadores,36848,engraver,Noun
hashtag,36849,,
html,36850,,
inapelable,36851,unappealable,Adjective
ivamos,36852,,
jaca,36853,pony,Noun
jerárquico,36854,hierarchical,Adjective
lisos,36855,smooth,Adjective
maníaca,36856,manic; maniacal,Noun
masturbarme,36857,to masturbate,Verb
moreira,36858,,
multimillonaria,36859,multimillion; multi-million,Noun
métetelo,36860,,
participamos,36861,we participated,Verb
precipitadas,36862,rash; hasty,Adjective
pringado,36863,dirty; filthy,Adjective
pueblerino,36864,rustic; countryish; countryfied,Adjective
rankin,36865,,
relevar,36866,to take over for,Verb
renacentistas,36867,Renaissance; of or relating to the Renaissance,Adjective
senderismo,36868,hiking; trekking; or fellwalking,Noun
soma,36869,a kind of thick flour,Noun
vaho,36870,mist; vapor,Noun
watanabe,36871,,
acorazados,36872,armored; armoured,Adjective
agravó,36873,he aggravated; she aggravated; it aggravated,Verb
arreglarán,36874,they will fix,Verb
avellana,36875,hazelnut,Noun
broken,36876,,
burlarme,36877,to outwit,Verb
calentura,36878,fever; calenture,Noun
calero,36879,lime,Adjective
calores,36880,heat,Noun
clamando,36881,calling out for,Verb
contrabajo,36882,double bass,Noun
destructivas,36883,destructive,Adjective
enfrentaste,36884,you confronted,Verb
especulando,36885,speculating,Verb
feeling,36886,hunch,Noun
gacha,36887,liquid mass,Noun
inadecuadas,36888,inadequate,Adjective
inducen,36889,they lead,Verb
integrando,36890,integrating,Verb
locomoción,36891,locomotion,Noun
mandarinas,36892,Mandarin,Adjective
manolita,36893,,
mellado,36894,nicked; chipped,Adjective
nano,36895,man; dude,Noun
nítidamente,36896,clearly; distinctly,Adverb
obturador,36897,obturator,Adjective
opresores,36898,oppressor,Noun
perversiones,36899,perversion,Noun
petrolíferos,36900,petroliferous,Adjective
presidiarios,36901,convict,Noun
protegían,36902,they protected,Verb
renunciará,36903,he will renounce; she will renounce; it will renounce,Verb
retratado,36904,portrayed,Verb
romaña,36905,,
seleccionando,36906,selecting,Verb
sii,36907,iff,Conjunction
sinaloa,36908,,
sonrisita,36909,smirk,Noun
sucumbido,36910,succumbed,Verb
tabaquismo,36911,cigarette smoking,Noun
tirarlos,36912,to throw,Verb
traduciendo,36913,translating,Verb
transportadores,36914,transporting,Adjective
tripulado,36915,manned; crewed,Adjective
vegeta,36916,you vegetate,Verb
watt,36917,,
alimentamos,36918,we feeded,Verb
asignará,36919,he will assign; she will assign; it will assign,Verb
atónita,36920,stunned; astonished,Adjective
basket,36921,,
benavides,36922,,
cabanillas,36923,,
capi,36924,captain,Noun
casarán,36925,they will marry,Verb
chichón,36926,joking,Adjective
comérselo,36927,,
concurrentes,36928,concurrent,Adjective
consumación,36929,commission; perpetration,Noun
despiste,36930,slip; slip-up,Noun
disfrutarla,36931,to enjoy,Verb
dota,36932,you endow,Verb
enciclopedias,36933,encyclopedia,Noun
encierre,36934,synonym of encierro,Noun
encomiable,36935,commendable; praiseworthy,Adjective
enviarás,36936,you will send,Verb
escondería,36937,I would hide,Verb
esporádicos,36938,sporadic,Adjective
exaltada,36939,agitated; frenzied; worked up,Adjective
fabricaba,36940,I manufactured,Verb
ferial,36941,on a weekday,Adjective
figueras,36942,,
filmoteca,36943,film library,Noun
follas,36944,mishmash; hodgepodge,Noun
graduaste,36945,you graduated,Verb
habitaba,36946,I inhabited,Verb
imparten,36947,they impart,Verb
importador,36948,importing,Adjective
incandescente,36949,incandescent,Adjective
ineptitud,36950,ineptitude,Noun
ingeniera,36951,engineer,Noun
irreprochable,36952,irreproachable,Adjective
ite,36953,you go,Verb
liquidó,36954,he liquidated; she liquidated; it liquidated,Verb
lujosas,36955,luxurious,Adjective
paseaban,36956,they strolled,Verb
preponderancia,36957,preponderance,Noun
provocas,36958,you cause or provoke,Verb
recogernos,36959,to collect,Verb
responderán,36960,they will answer,Verb
robaremos,36961,we will rob,Verb
sanear,36962,to guarantee,Verb
sedimentación,36963,sedimentation,Noun
separarte,36964,to separate,Verb
socioeconómicas,36965,socioeconomic,Adjective
titiritero,36966,puppeteer,Noun
vesubio,36967,,
vigilaremos,36968,we will watch over,Verb
administrando,36969,administering,Verb
ajetreado,36970,swamped; busy with work,Adjective
aleteo,36971,flap; flapping,Noun
anotada,36972,annotated,Adjective
antioxidantes,36973,antioxidant,Adjective
aullar,36974,to howl,Verb
bateadores,36975,batter,Noun
bce,36976,,
cadalso,36977,scaffold,Noun
carbonell,36978,,
check,36979,,
claqué,36980,tap; tap dance,Noun
connivencia,36981,connivance; conflation,Noun
consagrar,36982,to consecrate,Verb
convencen,36983,they convince,Verb
cortijo,36984,,
cruzará,36985,he will cross; she will cross; it will cross,Verb
dans,36986,,
envidiar,36987,to envy,Verb
etíope,36988,Ethiopian,Adjective
exigirle,36989,to demand,Verb
firmaría,36990,I would sign,Verb
girasoles,36991,sunflower,Noun
goleta,36992,clipper; schooner,Noun
gustoso,36993,tasty; delicious,Adjective
heredará,36994,he will inherit; she will inherit; it will inherit,Verb
imposiciones,36995,imposition,Noun
inhibir,36996,to inhibit,Verb
injustificado,36997,undue; unjustified; unwarranted,Adjective
inmadurez,36998,immaturity,Noun
intimidades,36999,intimacy,Noun
juliano,37000,Julian,Adjective
lastimados,37001,hurt; injured,Adjective
lobotomía,37002,lobotomy,Noun
mails,37003,email,Noun
mariguana,37004,stoner; pothead; weedhead,Noun
mezquitas,37005,mosque,Noun
mias,37006,,
mirarán,37007,they will look at,Verb
palangana,37008,vat; basin; washbowl,Noun
prospección,37009,research,Noun
repetirme,37010,to repeat ),Verb
saludaron,37011,they greeted,Verb
secuaz,37012,opportunistic,Adjective
sequías,37013,drought,Noun
tenida,37014,meeting; session,Noun
tírame,37015,I throw,Verb
valoras,37016,you value,Verb
ébano,37017,ebony,Noun
acostaría,37018,I would lay,Verb
agredida,37019,attackee; victim of an attack,Noun
algo-,37020,,
alúmina,37021,alumina,Noun
asdrúbal,37022,,
atrasadas,37023,tardy; belated; delayed,Adjective
balbuceando,37024,stuttering,Verb
bautizaron,37025,they baptized,Verb
beato,37026,pious; sanctimonious; goody goody; having too much beatitude,Adjective
bioquímicos,37027,biochemical,Adjective
bremen,37028,,
carlista,37029,Carlist,Adjective
carterista,37030,pickpocket,Noun
castigaré,37031,I will punish,Verb
confeso,37032,self-confessed,Adjective
contactaron,37033,they contacted,Verb
cortesanas,37034,courtesan,Noun
cubriría,37035,I would cover,Verb
denles,37036,they give,Verb
despertarle,37037,to wake,Verb
diferenciarse,37038,to differentiate,Verb
dorsales,37039,,
eliminarla,37040,to eliminate,Verb
emanuel,37041,,
espiga,37042,spike,Noun
evitaremos,37043,we will avoid,Verb
expiró,37044,he died; she died; it died,Verb
fécula,37045,starch,Noun
hacias,37046,,
informadas,37047,informed; aware of,Adjective
insurgente,37048,rebel; insurgent,Noun
navegado,37049,navigated,Verb
pavadas,37050,turkey herd,Noun
pegajosos,37051,tacky; sticky,Adjective
perfeccionando,37052,perfecting,Verb
raptar,37053,to kidnap,Verb
recia,37054,tough; robust; strong; vigorous,Adjective
reivindicado,37055,claimed something,Verb
responderás,37056,you will answer,Verb
rna,37057,,
socioculturales,37058,,
suplementario,37059,supplementary,Adjective
tone,37060,,
tufo,37061,stench; foul odor,Noun
zacatecas,37062,,
zancadas,37063,step; pace; stride,Noun
acatamiento,37064,observance; compliance,Noun
acompañaría,37065,I would accompany,Verb
alternan,37066,they alternate,Verb
arrojaré,37067,I will throw,Verb
auditores,37068,,
bretón,37069,Breton,Adjective
caché,37070,cachet; elegance; pompousness,Noun
cecina,37071,sausage,Noun
colorida,37072,colored; coloured,Adjective
cuestionables,37073,questionable,Adjective
desobedecido,37074,disobeyed,Verb
destacables,37075,notable; noteworthy; remarkable,Adjective
disimuladamente,37076,discreetly,Adverb
empeoramiento,37077,worsening,Noun
esporádicamente,37078,sporadically,Adverb
esquivo,37079,disdainful,Adjective
eucalipto,37080,eucalyptus,Noun
expresas,37081,you express,Verb
fcc,37082,,
ficciones,37083,fiction,Noun
guardarte,37084,to save,Verb
heterogénea,37085,heterogeneous,Adjective
inquilina,37086,tenant; renter; lessee,Noun
invernales,37087,winter,Adjective
liberas,37088,you liberate,Verb
mercantes,37089,merchant,Adjective
moderar,37090,to moderate,Verb
mordía,37091,I bited,Verb
nenes,37092,kid; baby; young child,Noun
o'higgins,37093,,
perredista,37094,of the Party of the Democratic Revolution,Adjective
porteños,37095,native to or inhabiting a port town,Adjective
rendida,37096,gallant; obsequious,Adjective
renunciamos,37097,we renounced,Verb
resistieron,37098,they tolerated,Verb
sanado,37099,cured,Verb
tomase,37100,I took,Verb
transmitirá,37101,he will transmit; she will transmit; it will transmit,Verb
tándem,37102,tandem bicycle,Noun
ventrílocuo,37103,ventriloquist,Noun
yerbas,37104,,
afa,37105,,
ahorrarse,37106,to save,Verb
alojaba,37107,I housed,Verb
animé,37108,I inspired,Verb
apellida,37109,you name,Verb
bombardean,37110,they bomb,Verb
calabacín,37111,zucchini; courgette,Noun
cayetana,37112,rightist snob; antifeminist person; voter of either PP or VOX,Noun
ceno,37113,I dine,Verb
chechenos,37114,Chechen,Adjective
chinchilla,37115,,
cimiento,37116,foundation,Noun
cobrarán,37117,they will charge,Verb
colorantes,37118,coloring,Adjective
consolidando,37119,consolidating,Verb
cursis,37120,,
demostraste,37121,you showed,Verb
desgarra,37122,you tear,Verb
desviada,37123,detoured,Adjective
dulcinea,37124,,
egos,37125,,
embutido,37126,sausage,Noun
enterrarlos,37127,to bury,Verb
entrañables,37128,warm; close; loving; intimate,Adjective
escaparía,37129,I would escape,Verb
festejando,37130,celebrating,Verb
grandemente,37131,greatly; largely,Adverb
insalvable,37132,insurmountable,Adjective
inundando,37133,flooding,Verb
inverosímiles,37134,unlikely,Adjective
invocado,37135,invoked,Verb
laica,37136,lay; secular,Adjective
laúd,37137,lute,Noun
nutritivas,37138,nutritious,Adjective
optan,37139,they opt,Verb
pasame,37140,,
patraña,37141,tall tale,Noun
polenta,37142,,
polvorienta,37143,dusty,Adjective
pornográficas,37144,pornographic,Adjective
pozuelo,37145,bowl,Noun
presionarlo,37146,to pressure,Verb
pásale,37147,you pass,Verb
ratio,37148,,
refrigerante,37149,cooling; refrigerating,Adjective
reveses,37150,back; reverse side,Noun
rus,37151,,
sobornó,37152,he bribed; she bribed; it bribed,Verb
somo,37153,,
sumergir,37154,to submerge,Verb
temías,37155,you feared,Verb
textuales,37156,exact; precise; literal,Adjective
teñir,37157,to color,Verb
utilitario,37158,utilitarian,Adjective
adjudicar,37159,to assign,Verb
araujo,37160,,
artur,37161,,
asaltando,37162,assaulting,Verb
batatas,37163,sweet potato,Noun
benidorm,37164,,
blandiendo,37165,brandishing,Verb
bordeando,37166,bordering,Verb
bronceada,37167,tanned; suntanned,Adjective
bronceador,37168,suntan lotion,Noun
canasto,37169,basket,Noun
cascanueces,37170,nutcracker,Noun
confesaré,37171,I will confess,Verb
confirmamos,37172,we confirmed,Verb
conmover,37173,to affect,Verb
emboscadas,37174,ambush,Noun
enchufes,37175,plug,Noun
enfermé,37176,I made ill,Verb
equivocarte,37177,to mistake,Verb
evacuando,37178,evacuating,Verb
formalización,37179,formalization,Noun
fílmica,37180,film,Adjective
gaudí,37181,,
hermetismo,37182,utmost secrecy,Noun
ilustrativo,37183,illustrative,Adjective
indescifrable,37184,illegible,Adjective
leda,37185,,
matizar,37186,to clarify a concept,Verb
mayordomos,37187,butler; majordomo,Noun
neutralizado,37188,neutralised,Verb
ornamentos,37189,ornament,Noun
pintarlo,37190,to paint,Verb
polaroid,37191,,
ponderación,37192,weighting; calculation,Noun
ponis,37193,pony,Noun
reclamaron,37194,they reclaimed,Verb
recogerán,37195,they will collect,Verb
relincho,37196,neigh,Noun
reproduciendo,37197,reproducing,Verb
respetó,37198,he respected; she respected; it respected,Verb
sensibilidades,37199,sensibility,Noun
serviste,37200,you served,Verb
siemens,37201,,
significantes,37202,significant,Adjective
someterá,37203,he will subdue; she will subdue; it will subdue,Verb
suculento,37204,juicy; succulent,Adjective
tui,37205,tweet,Noun
viole,37206,he violates; she violates; it violates,Verb
virtuosismo,37207,virtuosity,Noun
yens,37208,,
actuaremos,37209,we will act,Verb
admiramos,37210,we admired,Verb
afectarán,37211,they will affect,Verb
aferró,37212,he grasped; she grasped; it grasped,Verb
arquidiócesis,37213,archdiocese,Noun
aterrizaremos,37214,we will land,Verb
benemérita,37215,one who is deserving or meritorious,Adjective
bluetooth,37216,,
cantarás,37217,you will sing,Verb
catapulta,37218,catapult,Noun
comparecencias,37219,appearance,Noun
condominios,37220,condo; condominium; apartment building,Noun
cornejo,37221,cornel,Noun
cosmología,37222,cosmology,Noun
coyunturales,37223,circumstantial,Adjective
csic,37224,,
debilitan,37225,they weaken,Verb
desarrollé,37226,I developed,Verb
dinares,37227,,
emblemas,37228,emblem,Noun
encerraré,37229,I will lock up,Verb
entrecortada,37230,broken,Adjective
escotillas,37231,hatch,Noun
insatisfecha,37232,unsatisfied; dissatisfied,Adjective
insomne,37233,insomniac,Adjective
insólitos,37234,weird; unusual; strange,Adjective
introducía,37235,I inserted,Verb
lastimarse,37236,to injure,Verb
multimillonarios,37237,multimillion; multi-million,Adjective
multitudinaria,37238,mass; multitudinous,Adjective
naftalina,37239,naphthalene,Noun
neurológicas,37240,neurological,Adjective
norcoreanos,37241,North Korean,Adjective
nutritivos,37242,nutritious,Adjective
pasarlos,37243,to pass,Verb
prolijo,37244,prolix; tedious; particular; long-winded,Adjective
rr,37245,,
saltarme,37246,to jump,Verb
solucionó,37247,he solved; she solved; it solved,Verb
tendentes,37248,tending,Adjective
tnt,37249,,
triglicéridos,37250,triglyceride,Noun
uterino,37251,uterine,Adjective
vencerte,37252,to defeat,Verb
zidane,37253,,
ásperas,37254,rough; coarse; scratchy,Adjective
acuarela,37255,watercolour,Noun
acusadores,37256,accusatory,Adjective
agacharse,37257,to lower,Verb
aminoácido,37258,amino acid,Noun
antipática,37259,unlikable; unpleasant; disagreeable; unsympathetic,Adjective
atarte,37260,to tie,Verb
averiguará,37261,he will find out; she will find out; it will find out,Verb
babear,37262,to drool,Verb
ballester,37263,,
bra,37264,,
capitalizar,37265,to capitalise,Verb
chiche,37266,dainty,Adjective
colmenar,37267,apiary,Noun
concienciación,37268,act of raising awareness,Noun
conmemora,37269,you commemorate,Verb
crearán,37270,they will create,Verb
cuantitativos,37271,quantitative,Adjective
desconectó,37272,he disconnected; she disconnected; it disconnected,Verb
detestas,37273,you detest,Verb
distanciarse,37274,to separate,Verb
eclesiásticas,37275,ecclesiastic,Adjective
eludiendo,37276,circumventing,Verb
endeudado,37277,indebted,Verb
enterarán,37278,they will inform,Verb
envidias,37279,envy,Noun
espia,37280,,
faltaste,37281,you were lacking,Verb
garantizando,37282,guaranteeing,Verb
habilitar,37283,to enable,Verb
hediondo,37284,stinking,Adjective
hélices,37285,helix,Noun
identificador,37286,identifying,Adjective
indiscutibles,37287,undeniable; indisputable; unquestionable,Adjective
internación,37288,internment,Noun
its,37289,,
jurisdicciones,37290,jurisdiction,Noun
katana,37291,,
lazar,37292,to lasso,Verb
marchante,37293,dealing; trading; selling,Adjective
mendiga,37294,beggar,Noun
meteorológicos,37295,meteorologic; meteorological,Adjective
mojigata,37296,sanctimonious,Adjective
municipalidades,37297,municipality,Noun
nauseabundo,37298,sickening; nauseating,Adjective
nó,37299,,
nórdico,37300,Norse,Adjective
omisiones,37301,omission,Noun
