rank,lemma,word,old_sentence,failure_reason
32843,cambiados,cambiados,Las ventajas de tener los horarios cambiados.,retrieved_raw
32844,celuloide,celuloide,Una fantasía de celuloide diseñada para entretener al público.,retrieved
32846,confesarle,confesarle,No tengo nada que confesarle.,retrieved_raw
32847,conjuntivitis,conjuntivitis,Vamos a decir que es algo muy contagiosa como conjuntivitis.,retrieved
32850,crustáceos,crustáceos,Laboratorio de referencia de la ue para las enfermedades de los crustáceos.,retrieved
32852,destrozadas,destrozadas,El avión y la nave destrozadas correcto.,retrieved_raw
32854,hallarla,hallarla,Sólo pensé que le interesaría saber que no hemos podido hallarla.,retrieved_raw
32855,huecas,huecas,En este mundo en constante cambio de sombras huecas.,retrieved_raw
32857,lombardo,lombardo,Uno del fbi que trabaja en la organización de lombardo.,retrieved
32858,machacado,machacado,Acabas de ser machacado por una chica.,retrieved_raw
32859,manejarse,manejarse,Por qué tenía que manejarse con cuidado.,retrieved_raw
32862,novicia,novicia,La novicia rebelde temas de la obra de teatro.,retrieved
32864,pigmentos,pigmentos,Los demás pigmentos y preparaciones a base de dióxido de titanio.,retrieved
32865,plinio,plinio,La primera referencia escrita sobre este fenómeno se debe a plinio el viejo.,retrieved
32866,relojero,relojero,Es usted el relojero oficial de la ciudad.,retrieved
32867,retorcidos,retorcidos,Los demonios pueden ser muy retorcidos.,retrieved_raw
32870,saturados,saturados,Hay una reducción de los y saturados.,retrieved_raw
32871,senegal,senegal,El presidente habla en francés tiene ahora la palabra el representante del senegal.,retrieved
32872,tranquilizarme,tranquilizarme,No no puedo tranquilizarme porque no me siento tranquila.,retrieved_raw
32873,tócala,tócala,A veces es como una palpitación tócala.,retrieved_raw
32874,volátiles,volátiles,Está basada en el porcentaje de materias volátiles y en el índice de inflación.,retrieved_raw
32875,órale,órale,No de la novia órale.,retrieved_raw
32876,amarrar,amarrar,Vamos a tener que amarrar a los niños a la puerta de la casa.,retrieved
32877,avisan,avisan,Y así se avisan que van a ir al matadero.,retrieved_raw
32878,bañaba,bañaba,Los bebés de mi hermana lloraban si no los bañaba yo.,retrieved
32879,concertada,concertada,Los centros de educación concertada del municipio de torrelavega son.,retrieved_raw
32883,esterlinas,esterlinas,Presupuesto millones de libras esterlinas millones de euros.,retrieved
32884,extingue,extingue,La obligación de prestar alimentos se extingue por las siguientes causas.,retrieved_raw
32885,fela,fela,En fela viaja a los estados unidos.,retrieved_raw
32886,felicita,felicita,Sabes que todo el mundo me felicita dave.,retrieved_raw
32887,floristería,floristería,Organización de las actividades del taller de floristería.,retrieved_raw
32888,fronterizas,fronterizas,La utilidad de la colaboración en regiones fronterizas.,retrieved_raw
32890,inquirió,inquirió,Hacer demostración alguna acerca de sucesos anteriores inquirió.,retrieved_raw
32891,intuiciones,intuiciones,Tu trabajo se basa en intuiciones y suposiciones.,retrieved
32893,mataros,mataros,Voy a mataros a cada uno de vosotros.,retrieved_raw
32894,molestarnos,molestarnos,No va a molestarnos más.,retrieved_raw
32895,molestaron,molestaron,No se molestaron en preguntar.,retrieved_raw
32897,obviar,obviar,No se puede obviar el capital.,retrieved
32899,proporcionados,proporcionados,Algunas características de los servicios proporcionados por esta compañía son.,retrieved_raw
32900,referirme,referirme,Tengo el honor de referirme a mi carta de fecha de abril de s.,retrieved_raw
32901,reflexiva,reflexiva,En voz baja reflexiva mi libro.,retrieved_raw
32904,tócalo,tócalo,No tan fuerte pero tócalo.,retrieved_raw
32906,aparecida,aparecida,Nuestra señora aparecida nos va a ayudar.,retrieved_raw
32907,argumentan,argumentan,Las partes interesadas argumentan que los cce son documentos que confían sieg a los productores.,retrieved
32908,bañando,bañando,No no sólo me estaba bañando.,retrieved
32911,córcega,córcega,Todos los equipos se dirigen a la isla francesa de córcega.,retrieved
32912,descendieron,descendieron,Creo que descendieron en su interior.,retrieved_raw
32913,devolverles,devolverles,Cómo si no voy a empezar a devolverles su dinero.,retrieved_raw
32914,entregárselo,entregárselo,Supongo que tendré que entregárselo a la policía.,retrieved_raw
32915,faldero,faldero,Para él éste no es un perro faldero.,retrieved_raw
32922,iberdrola,iberdrola,Página oficial de la torre iberdrola.,retrieved_raw
32923,irreversibles,irreversibles,Es especialmente importante que los cambios sean irreversibles.,retrieved_raw
32924,josema,josema,Josema flauta travesera y coros.,retrieved
32927,move,move,Entonces alguien deberá llevarlo a saludar a la gente a j move.,retrieved_raw
32928,navy,navy,No sabía que era un navy seal.,retrieved
32929,notarán,notarán,Nunca se saldrá con la suya lo notarán.,retrieved_raw
32931,prohibía,prohibía,La legislación prohibía el monopolio de los servicios de información.,retrieved_raw
32932,refractario,refractario,Tenemos siete horas hasta que acabó el período refractario.,retrieved_raw
32934,reproducido,reproducido,Reproducido del documento a c l anexo i b.,retrieved
32935,romería,romería,De mayo romería a la ermita de san miguel.,retrieved_raw
32936,vigilaban,vigilaban,Por qué cree que la vigilaban.,retrieved_raw
32937,volvéis,volvéis,Ha superado el dolor volvéis a hablar.,retrieved_raw
32938,abatida,abatida,Sé que estás abatida por lo de tu padre.,retrieved_raw
32939,aberrante,aberrante,No podría ser más aberrante.,retrieved_raw
32940,acogieron,acogieron,En el empleados se acogieron a este programa.,retrieved_raw
32944,atestado,atestado,A por un lado los estados miembros deben redactar un atestado.,retrieved_raw
32947,colecciono,colecciono,Yo las colecciono como tú.,retrieved_raw
32948,comportes,comportes,No quiero que te comportes.,retrieved_raw
32950,decorativos,decorativos,Los riñones enfermos no son decorativos.,retrieved_raw
32951,desvanecen,desvanecen,Le digo que es mejor para quemar que se desvanecen.,retrieved_raw
32952,ensimismado,ensimismado,Por qué no tomas otra copa cielo y dejas de estar tan ensimismado.,retrieved_raw
32953,escucharlas,escucharlas,Soy un tipo normal cómo es que puedo escucharlas.,retrieved_raw
32954,estipulado,estipulado,El horario de atención al público queda estipulado de a de lunes a viernes.,retrieved
32955,evitarme,evitarme,No vas a poder evitarme toda la noche.,retrieved_raw
32959,minotauro,minotauro,Todo lo que tenemos que hacer es traspasar al minotauro.,retrieved
32964,rendí,rendí,Ya me rendí ante eso hace mucho tiempo.,retrieved_raw
32965,resignada,resignada,No es éste el momento para la desesperación o la resignada pasividad.,retrieved_raw
32966,retiraba,retiraba,Honda anunció el de diciembre de que se retiraba del mundial por crisis financiera.,retrieved
32967,robarles,robarles,No estamos aquí para robarles.,retrieved_raw
32971,abrams,abrams,La vida no es justa abrams.,retrieved_raw
32972,anunciarlo,anunciarlo,Tenemos que salir de la ciudad sin anunciarlo.,retrieved_raw
32973,aprenderemos,aprenderemos,No aprenderemos nada de un hombre muerto.,retrieved_raw
32975,articula,articula,Cómo se articula el plan.,retrieved_raw
32977,calmarlo,calmarlo,Saben lo que tuve que hacer para calmarlo.,retrieved_raw
32978,cardinales,cardinales,Así como el universo gira alrededor de los cuatro puntos cardinales.,retrieved_raw
32980,confiaré,confiaré,La próxima vez confiaré en mis instintos.,retrieved_raw
32981,confrontaciones,confrontaciones,Creo que en el fondo confiaba en que podían evitarse las grandes confrontaciones entre ejércitos.,retrieved
32982,dedicaré,dedicaré,Te doy mi palabra de que me dedicaré a este caso.,retrieved_raw
32983,defectuosos,defectuosos,La comisión adopta un libro verde relativo a la responsabilidad productos defectuosos n.,retrieved_raw
32984,emisores,emisores,Es necesaria una sincronización entre los emisores.,retrieved
32985,entrenaron,entrenaron,La próxima vez haz lo que te entrenaron para hacer.,retrieved_raw
32987,exmujer,exmujer,Me acabo de enterar de que mañana se va a ver con su exmujer.,retrieved_raw
32988,fólico,fólico,Tenía un alto nivel de ácido fólico.,retrieved_raw
32989,hondureña,hondureña,En honduras se celebra el día de la mujer hondureña.,retrieved_raw
32990,hundieron,hundieron,Crees que se hundieron de verdad.,retrieved_raw
32991,impuro,impuro,El crimen ni agitó deseo impuro.,retrieved_raw
32992,inmadura,inmadura,Puedes con una suegra inmadura que vivirá mucho tiempo.,retrieved_raw
32993,inservibles,inservibles,Los sensores son prácticamente inservibles.,retrieved_raw
32994,inválidos,inválidos,Inválidos viejos enfermos la mujer y su hijo.,retrieved_raw
32995,llana,llana,No es eso así llana.,retrieved_raw
32997,movilizado,movilizado,También ha movilizado vastos recursos sociales para prestar asistencia a los niños necesitados.,retrieved
32998,observarlo,observarlo,La gente está empezando a observarlo.,retrieved_raw
32999,probarle,probarle,Estoy a punto de probarle que el fin justifica los medios.,retrieved_raw
33001,rafaela,rafaela,En primera división a atlético rafaela.,retrieved
33002,superarse,superarse,Las dos cosas deben superarse por ambos lados.,retrieved_raw
33003,validación,validación,Los gastos del proceso de validación correrán a cargo de las empresas.,retrieved
33004,abrupto,abrupto,Es tan abrupto que parece no tener fin.,retrieved_raw
33005,accediendo,accediendo,No puedo creer que estoy accediendo a esto.,retrieved_raw
33006,apagaré,apagaré,De acuerdo apagaré la música.,retrieved_raw
33008,aprovecharla,aprovecharla,No es fácil pero sabemos que está dispuesta a aprovecharla.,retrieved_raw
33010,arrestarla,arrestarla,No ha ido a arrestarla.,retrieved_raw
33011,asombró,asombró,Me asombró la dualidad del hombre espiritual.,retrieved
33012,blindada,blindada,El problema es que tiene una puerta blindada.,retrieved_raw
33014,brindando,brindando,Gitana brindando óleo sobre tabla x m.,retrieved
33015,caerle,caerle,Sabe lo que puede caerle.,retrieved_raw
33019,constaba,constaba,El organigrama constaba de treinta y siete puestos.,retrieved
33021,desmanes,desmanes,El mundo con sus desmanes.,retrieved
33022,desorientada,desorientada,El doctor dijo que estará desorientada hasta la noche.,retrieved_raw
33023,distraerse,distraerse,Un día lo van a agarrar por distraerse con perras.,retrieved_raw
33024,distraerte,distraerte,Es mi forma de distraerte y abrir una conversación.,retrieved_raw
33025,divertíamos,divertíamos,No te he dicho que sólo nos divertíamos un poco.,retrieved_raw
33026,diós,diós,Por qué diós lo dice.,retrieved_raw
33028,fraternidades,fraternidades,Mucha gente dice que las fraternidades son exclusivas y un sistema de clases.,retrieved
33030,hablaros,hablaros,Quiero hablaros de una cosa.,retrieved_raw
33031,iniciadas,iniciadas,Sin embargo una vez que las regulaciones hayan sido iniciadas serán intensificadas.,retrieved_raw
33032,llobregat,llobregat,Web oficial de la diócesis de san felíu de llobregat.,retrieved
33033,logos,logos,Los siete logos perpetran matanzas en el lago de fuego.,retrieved
33034,ocultarnos,ocultarnos,Tendríamos que ocultarnos siempre y eso no tiene sentido.,retrieved_raw
33035,ositos,ositos,Sabes a ositos de goma.,retrieved
33036,perecieron,perecieron,Mientras que el resto perecieron sin esperanza en este desastre.,retrieved_raw
33037,plantando,plantando,Yo creo que deberíamos celebrar plantando un árbol con nuestros hijos en vez de destruirlo.,retrieved
33039,predicadores,predicadores,Los predicadores no querían saber más nada con josiah.,retrieved
33040,radioterapia,radioterapia,Luego de la operación le darán radioterapia o quimioterapia.,retrieved
33042,rastreé,rastreé,Lo rastreé haciendo una búsqueda de imágenes.,retrieved_raw
33043,saltaban,saltaban,La forma en que tus senos saltaban.,retrieved_raw
33044,saludarme,saludarme,Estoy muy contento de que hayas pasado a saludarme.,retrieved_raw
33045,terrícola,terrícola,En nombre de la alianza ordeno la aniquilación de la flota terrícola.,retrieved_raw
33046,traumatizado,traumatizado,Lo que se siente cuando se está traumatizado desde niño.,retrieved_raw
33047,vespertino,vespertino,No aún no le estaba dando su masaje vespertino.,retrieved_raw
33049,alegrarse,alegrarse,No es nada por lo que alegrarse.,retrieved_raw
33051,astronómicos,astronómicos,Observatorios astronómicos a lo largo de chile.,retrieved_raw
33052,añadida,añadida,La cantidad de coadyuvante añadida si así lo requiere la etiqueta.,retrieved_raw
33054,brinco,brinco,Nadie se me va a poner al brinco.,retrieved_raw
33055,bugs,bugs,En ese momento bugs corre a otra puerta.,retrieved
33056,chupas,chupas,Por qué no chupas la polla de tu padre.,retrieved_raw
33058,dejadas,dejadas,Telegramas notas dejadas en el buzón y en la puerta.,retrieved_raw
33061,desparpajo,desparpajo,Habla con desparpajo a la prensa.,retrieved
33062,desplazando,desplazando,Creo que se están desplazando a los lirios.,retrieved
33063,disentería,disentería,Oí que es muy fácil contagiarse disentería en ghana.,retrieved_raw
33065,entenderían,entenderían,Dijo que no podía decirle a nadie porque no entenderían.,retrieved_raw
33066,enterraste,enterraste,No de hecho lo enterraste a él.,retrieved_raw
33067,hogareño,hogareño,Un problema en el plano hogareño.,retrieved_raw
33069,instantáneas,instantáneas,Todo tipo de productos de comidas instantáneas.,retrieved_raw
33071,laico,laico,Es una clara manifestación de un fundamentalismo laico.,retrieved_raw
33074,míchel,míchel,Ficha oficial de míchel en om net.,retrieved_raw
33075,operarse,operarse,De todos modos necesita operarse lo antes posible.,retrieved_raw
33076,procuró,procuró,El representante de cuba procuró descartar acusaciones de actividades por motivos políticos dirigidas contra algunos estados miembros.,retrieved_raw
33079,rarísimo,rarísimo,A mí me parece rarísimo.,retrieved_raw
33081,repetitivo,repetitivo,Dijiste que no era repetitivo.,retrieved_raw
33082,robledo,robledo,La gran aventura angélica robledo.,retrieved_raw
33083,selladas,selladas,Las puertas y ventanas están selladas.,retrieved_raw
33084,sufragios,sufragios,Artículo recuento de sufragios por errores u omisiones en la documentación.,retrieved
33085,trasladamos,trasladamos,Lo trasladamos aquí en el.,dangling_function_word
33086,tótem,tótem,Es por lo del tótem.,retrieved
33088,aledaños,aledaños,Queremos francotiradores en el techo del estadio y en los edificios aledaños.,retrieved_raw
33089,apetecería,apetecería,Pensé que te apetecería una taza de té.,retrieved_raw
33090,asentarse,asentarse,Era el momento como decía él de curar y asentarse.,retrieved_raw
33091,atacaban,atacaban,Por eso no veíamos a los que nos atacaban.,retrieved_raw
33093,cascabeles,cascabeles,Escucha son cascabeles del trineo.,retrieved
33094,caudillos,caudillos,Algunos caudillos han constituido coaliciones para luchar contra el gobierno de transición nacional.,retrieved
33096,clasificadas,clasificadas,Actividades no clasificadas por sector fomento de la capacidad estadística.,retrieved_raw
33097,confirmarse,confirmarse,C todas las incidencias deberán confirmarse por escrito a la organización solicitante.,retrieved_raw
33098,confundirme,confundirme,Debes confundirme con alguien a quien le importa la maldita madera.,retrieved_raw
33099,convencerá,convencerá,No me convencerá de que hace esto por nada cuál es su precio.,retrieved
33100,crujir,crujir,Se oye crujir la puerta.,retrieved_raw
33101,dañando,dañando,Fuertes lluvias han arrasado gaza recientemente dañando aun más la electricidad y las redes de agua y desagüe.,retrieved_raw
33102,defensivos,defensivos,Me gustaría enseñarle a todas las mujeres de esta ciudad unos buenos movimientos defensivos.,retrieved_raw
33103,desaprobación,desaprobación,A pesar de nuestra desaprobación de los placeres mundanos.,retrieved
33104,desprecias,desprecias,Te desprecias a ti misma estando con el camarero.,retrieved_raw
33105,dictadas,dictadas,Cursos y clases dictadas al personal de las distintas áreas de la institución.,retrieved_raw
33107,diurna,diurna,Hora extra nocturna o festiva diurna de a horas.,retrieved_raw
33111,estallaron,estallaron,No puedo creer como estallaron esos cañones de confeti.,retrieved_raw
33112,extrañaremos,extrañaremos,Estoy seguro de que la extrañaremos.,retrieved_raw
33113,gajes,gajes,Es uno de los gajes del oficio.,retrieved
33116,intensificación,intensificación,Intensificación de las medidas de control.,retrieved
33117,maldades,maldades,Qué maldades tengo que hacer para vivir en una casa así.,retrieved
33119,ponérselo,ponérselo,No quiero ponérselo aún peor a mi mujer.,retrieved_raw
33120,prestaste,prestaste,Es exactamente lo que me prestaste.,retrieved_raw
33121,procesiones,procesiones,Se quita el sombrero saluda a la gente se une a las procesiones.,retrieved
33122,pulcro,pulcro,Sabes lo pulcro que soy.,retrieved_raw
33123,reanuda,reanuda,Se reanuda la sesión a las horas.,retrieved_raw
33124,remoción,remoción,Información sobre los programas de remoción de minas y rehabilitación.,retrieved
33125,reunificación,reunificación,Se garantiza el derecho a la reunificación familiar.,retrieved
33126,rumanos,rumanos,En los los rumanos compraban de todo.,retrieved
33128,soportaré,soportaré,No soportaré esto más tiempo.,retrieved_raw
33129,sutherland,sutherland,La estación calle sutherland cuenta con plataformas laterales y vías.,retrieved_raw
33133,asustaría,asustaría,Sabía que la gente se asustaría.,retrieved_raw
33135,beligerante,beligerante,Él es un poco beligerante.,retrieved_raw
33139,consolarme,consolarme,No importa tengo a mi niño para consolarme.,retrieved_raw
33140,depositan,depositan,El de diciembre de se depositan los instrumentos de ratificación.,retrieved
33143,dificultan,dificultan,Los bajos salarios dificultan la contratación de personal.,retrieved
33145,dormíamos,dormíamos,No sé cómo dormíamos solas aquí arriba.,retrieved_raw
33146,empresariado,empresariado,El centro de innovación y empresariado grante de todos los módulos.,retrieved_raw
33149,favorecida,favorecida,Has sido enormemente favorecida el señor está contigo.,retrieved_raw
33150,fingiste,fingiste,Por qué fingiste llamar a tu esposa.,retrieved_raw
33152,fundacional,fundacional,Sede fundacional del club atlético rosario central.,retrieved_raw
33153,impresionarte,impresionarte,Ahora es él el que intenta impresionarte.,retrieved_raw
33154,inminencia,inminencia,Mira la inminencia de oliver queen es una cosa pero su hermana.,retrieved
33155,legendarios,legendarios,Los más legendarios luchadores de la historia si te place.,retrieved_raw
33159,miramar,miramar,Página de miramar misiones plantel de jugadores.,retrieved_raw
33160,mordeduras,mordeduras,Mordeduras y heridas por más de la mitad de su cuerpo.,retrieved
33161,mucosas,mucosas,Es una hemorragia de las membranas mucosas.,retrieved
33163,neuronales,neuronales,Los circuitos neuronales funcionan mejor de lo que esperábamos.,retrieved_raw
33165,peligra,peligra,Parece que no es lo único que peligra.,retrieved_raw
33166,preguntabas,preguntabas,Por si te lo preguntabas.,retrieved_raw
33167,presentarla,presentarla,Él va a presentarla si no lo llamas.,retrieved_raw
33168,proclive,proclive,Lo que significa que ella es proclive a padecer arteriosclerosis.,retrieved_raw
33169,proporcionalmente,proporcionalmente,El número de miembros aumenta proporcionalmente con el número de habitantes.,retrieved
33170,realizarlo,realizarlo,Para realizarlo se necesita una foto de alguien que murió con los ojos abiertos.,retrieved_raw
33171,remates,remates,Será mejor que lo remates.,retrieved
33172,reversible,reversible,No hay información sobre si este efecto es reversible.,retrieved_raw
33173,rojiza,rojiza,No no es la casa de piedra rojiza.,retrieved_raw
33174,rozas,rozas,Evolución de la deuda de las rozas.,retrieved_raw
33177,socioeconómica,socioeconómica,El ministro pahad recalcó el deterioro de la situación socioeconómica en el país.,retrieved_raw
33178,soltamos,soltamos,Estamos jodidos si lo soltamos y también si lo encerramos.,retrieved
33179,transmitía,transmitía,Notas del secretario general por las que se transmitía.,retrieved_raw
33180,victoriosa,victoriosa,Una vuelta victoriosa alrededor de la pista.,retrieved_raw
33181,anglosajones,anglosajones,La fuga de cerebros a los países anglosajones a estados unidos en particular es sorprendente.,retrieved_raw
33182,anteanoche,anteanoche,Sabemos que anteanoche abandonó el bar con él.,retrieved_raw
33183,arequipa,arequipa,Diputado por arequipa superintendente de la aduana del callao.,retrieved
33184,atómicos,atómicos,La creación de diferentes núcleos atómicos en las estrellas.,retrieved_raw
33185,biliares,biliares,Cómo están las vías biliares por la derecha.,retrieved_raw
33186,caritativa,caritativa,La unión europea no es una organización caritativa señora comisaria.,retrieved_raw
33188,conga,conga,Todo el mundo a la conga.,retrieved
33190,defendieron,defendieron,Después de la hoja de coca defendieron el agua.,retrieved_raw
33193,empaqué,empaqué,Qué hay de la comida que te empaqué.,retrieved_raw
33195,espléndidas,espléndidas,Bien aún lo tienes y se ven espléndidas.,retrieved_raw
33196,finalidades,finalidades,Quiero abordar ahora sus finalidades.,retrieved
33197,izquierdistas,izquierdistas,Dice que se relacionaba con izquierdistas y comunistas.,retrieved_raw
33200,nomenclatura,nomenclatura,De acuerdo con la clasificación de la nomenclatura del arancel aduanero común.,retrieved
33201,oceánica,oceánica,No respetan la vida oceánica.,retrieved_raw
33202,opaca,opaca,Dactylispa opaca es una especie de insecto coleóptero de la familia chrysomelidae.,retrieved_raw
33204,planeaban,planeaban,No me dijeron lo que planeaban hacer.,retrieved_raw
33207,retenerla,retenerla,No teníamos nada para retenerla.,retrieved_raw
33208,reticente,reticente,Por su parte la comunidad internacional se muestra reticente.,retrieved_raw
33211,satánico,satánico,Es un símbolo satánico que llama a los demonios del infierno.,retrieved_raw
33214,vacila,vacila,Sobre el puente de las artes mi cuerpo vacila.,retrieved_raw
33215,vee,vee,No servirá de nada si no tienes a vee.,retrieved_raw
33216,admitirá,admitirá,Crees que ese blanco te admitirá en su juego.,truncated_noun_phrase
33219,carretero,carretero,Mi mamá era la hija del carretero.,retrieved
33220,ciernes,ciernes,Hay una guerra en ciernes.,retrieved_raw
33221,cornelia,cornelia,Qué le pasa a cornelia.,retrieved_raw
33224,crimenes,crimenes,Alguna vez escucharon de la division de crimenes futuros.,retrieved_raw
33228,efectuando,efectuando,El consejo no lo puede consentir si realmente está efectuando una limpieza a fondo.,retrieved
33230,enteraría,enteraría,Todo el mundo se enteraría de la clase de hombre que es.,retrieved_raw
33231,entregarnos,entregarnos,Entonces debes entregarnos todos los documentos sobre la conspiración.,retrieved_raw
33232,escaparnos,escaparnos,No podemos quedarnos aquí no podemos correr para escaparnos.,retrieved_raw
33234,garantizados,garantizados,Préstamos garantizados por sociedades que no sean bancos del sector privado.,retrieved_raw
33236,improcedente,improcedente,En el asunto t se rechaza el recurso por improcedente.,retrieved_raw
33237,inexcusable,inexcusable,Supe lo que hiciste en el estacionamiento chico y es inexcusable.,retrieved_raw
33238,maldecido,maldecido,A la hora en que el estudio maldecido.,retrieved
33240,montañosas,montañosas,En esas áreas montañosas viven millones de habitantes.,retrieved_raw
33242,ponértelo,ponértelo,Todo lo que tienes que hacer es ponértelo.,retrieved_raw
33243,prohibo,prohibo,Te prohibo que lo vuelvas a ver.,retrieved_raw
33244,quítalo,quítalo,No me importa solo quítalo.,retrieved_raw
33245,radiactividad,radiactividad,No sé nada de radiactividad.,retrieved
33246,reaccioné,reaccioné,Creí que era un arma y reaccioné.,retrieved_raw
33247,repulsa,repulsa,Simplemente al despertarme esta mañana te he mirado y todo tú me repulsa.,retrieved_raw
33249,térmicos,térmicos,Límites térmicos de elementos de la red.,retrieved_raw
33251,aguantaré,aguantaré,Creo que no aguantaré un año de todo eso.,retrieved_raw
33255,apostaste,apostaste,Me apostaste en un partido de póquer.,retrieved_raw
33257,aprovechas,aprovechas,Hace mucho tiempo que te aprovechas de mi novia.,retrieved_raw
33258,apuntarme,apuntarme,No voy a apuntarme a una caza de brujas.,retrieved_raw
33259,arrastras,arrastras,Te arrastras como un viejo.,retrieved_raw
33260,azulado,azulado,Estás seguro de que esto es verde azulado.,retrieved_raw
33261,báez,báez,No a él a él pobre currito báez.,retrieved
33263,cosby,cosby,Me encantan las películas de bill cosby.,retrieved_raw
33265,densos,densos,Os rodean kilómetros de densos bosques en todas direcciones.,retrieved_raw
33266,desestimado,desestimado,La cuestión del desarrollo económico sostenible se ha desestimado en muchos casos.,retrieved
33269,inadvertida,inadvertida,No que inadvertida lo dejó caer al suelo.,retrieved_raw
33270,inalámbrica,inalámbrica,Aún trato de entrar en la red inalámbrica escondida.,retrieved_raw
33271,inmersa,inmersa,Me quedaré aquí inmersa en mi desesperación.,retrieved_raw
33273,libertinaje,libertinaje,Un poco del libertinaje del fin del mundo.,retrieved
33275,nódulos,nódulos,Encontré una guarida repleta de esos nódulos de silicona.,retrieved
33277,porcentuales,porcentuales,De hecho pueden alcanzar varios puntos porcentuales del pib al año.,retrieved_raw
33278,presenciales,presenciales,Es la sumatoria de acciones virtuales y presenciales en el territorio.,retrieved_raw
33279,rendija,rendija,No me importaría una rendija con los guardias.,retrieved
33281,secuestran,secuestran,Y secuestran al quien le de la gana.,retrieved_raw
33282,sepia,sepia,Mordellistena sepia es una especie de coleóptero de la familia mordellidae.,retrieved
33283,sufrirás,sufrirás,Los sufrirás una y otra vez para siempre.,retrieved_raw
33284,superaste,superaste,Sé que ya lo superaste.,retrieved_raw
33285,tropiezos,tropiezos,En se celebraron elecciones generales sin mayores tropiezos.,retrieved
33286,tán,tán,Él no es tán malo.,retrieved_raw
33287,armonización,armonización,Me parece que el mejor camino es la armonización fiscal.,retrieved
33288,basto,basto,No debe haber nada basto como el trabajo.,retrieved
33291,ceca,ceca,Artículo del tratado ceca.,retrieved
33292,concretarse,concretarse,La reforma de la organización del mercado del vino sigue sin concretarse.,retrieved_raw
33296,dueto,dueto,Qué te parece un dueto.,retrieved
33297,dénos,dénos,Dénos fecha de ingreso en el centro de moscú.,retrieved_raw
33299,enamoraron,enamoraron,Ya se enamoraron de alguien.,retrieved_raw
33302,larrea,larrea,Se me ha desmayado larrea en su despacho.,retrieved
33303,legajo,legajo,Es un número de legajo.,retrieved
33304,limpiadores,limpiadores,Lo siento por los limpiadores.,retrieved
33306,profusamente,profusamente,La sala de la audiencia estaba profusamente iluminada.,retrieved
33307,rastreó,rastreó,Nos lo rastreó hasta el final a esta discoteca.,retrieved
33309,sociocultural,sociocultural,Oficina sanitario asistencial educativo sociocultural religioso recreativo y artesanal.,retrieved_raw
33311,soltarse,soltarse,Mientras llegamos hasta aquí debió soltarse y atacar a la gente.,retrieved_raw
33312,subnormal,subnormal,No voy a dejarla morir subnormal.,retrieved_raw
33313,vacilaciones,vacilaciones,No hay lugar para vacilaciones.,retrieved
33316,álex,álex,El día de la bestia de álex de la iglesia.,retrieved
33319,anulada,anulada,Mantener en vigor los efectos de la decisión anulada.,retrieved_raw
33320,asalariado,asalariado,Superar las relaciones de trabajo disfrazadas de trabajo asalariado.,retrieved_raw
33322,cené,cené,Anoche cené con un viejo compañero de trabajo.,retrieved_raw
33323,complicarse,complicarse,No hay razón para complicarse.,retrieved_raw
33324,comprometí,comprometí,Yo nunca me comprometí a eso.,retrieved_raw
33325,con-,con-,,manual review needed
33326,congénita,congénita,Falleció en sarasota florida el de agosto de debido a una cardiopatía congénita.,retrieved_raw
33327,convenceré,convenceré,Lo que sea que tú digas convenceré a mi partido.,retrieved_raw
33329,decepcionaré,decepcionaré,No lo decepcionaré de nuevo.,retrieved_raw
33330,dehesa,dehesa,A la venta de la peca en la dehesa de la villa.,retrieved
33332,desbordante,desbordante,Eres tan desbordante y llena de vida más de lo que yo lo fuí.,retrieved_raw
33333,desvelado,desvelado,Un secreto desvelado sobre el destino.,retrieved_raw
33334,disperso,disperso,Dicen que israel es un rebaño disperso que carece de un pastor.,retrieved_raw
33335,encerramos,encerramos,Sean nosotros no encerramos a nadie.,unlinked_finite_verbs
33337,explicaremos,explicaremos,Te lo explicaremos en el camino.,retrieved_raw
33339,fotográficos,fotográficos,Para cámaras proyectores o aparatos fotográficos o cinematográficos de ampliación o reducción.,retrieved_raw
33340,gestiona,gestiona,El distrito escolar unificado de rialto gestiona escuelas públicas.,retrieved_raw
33342,insustituible,insustituible,La familia es insustituible en el sistema de cuidado del niño.,retrieved_raw
33343,intoxicaciones,intoxicaciones,Manual de atención primaria de intoxicaciones ministerio de salud de la nación argentina.,retrieved
33345,mió,mió,El tuyo es el más fuerte que el mió lo sé.,retrieved_raw
33348,nítido,nítido,Es el recuerdo más nítido de mi vida.,retrieved_raw
33350,pilatos,pilatos,Iré después de la función a hacer un poco de pilatos sabes.,retrieved_raw
33351,pillaste,pillaste,Debo decir que me pillaste desprevenido y no te vi.,retrieved_raw
33353,preferían,preferían,Los médicos dijeron que preferían mujeres y niños.,retrieved_raw
33354,providencial,providencial,En el sentido más providencial del mundo.,retrieved_raw
33355,puerros,puerros,No sabía que los puerros se fumasen.,retrieved
33357,tallada,tallada,Tallada d empord la de junio y de octubre.,retrieved_raw
33358,tibias,tibias,Las cenizas todavía están tibias.,retrieved_raw
33359,tolerantes,tolerantes,Creo que muchos no son tan tolerantes como yo.,retrieved_raw
33360,tontita,tontita,No sabes aún tontita lo que es un cheque.,retrieved_raw
33361,usarte,usarte,Lo siento pero no puedo usarte.,retrieved_raw
33362,valoramos,valoramos,Valoramos pues la importancia de los informes de situación elaborados por la comisión europea.,retrieved
