lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
contactos,4050,n,n,4001_5000,contact,contacto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
guitarra,4056,n,n,4001_5000,guitar,guitarra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
web,4064,,residual,4001_5000,web,web,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oyó,4067,v,v,4001_5000,to hear,oyó,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
económicas,4068,adj,adj,4001_5000,economic,económico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
decimos,4071,v,v,4001_5000,to say; to tell,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
socialistas,4080,adj,adj,4001_5000,socialist,socialista,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
actuando,4082,v,v,4001_5000,to act; to behave,actuar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pinta,4088,v,v,4001_5000,look; appearance,pintar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cortes,4092,prop,prop,4001_5000,any of several legislative assemblies of Spain and Portugal,cortes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
suyos,4098,pron,pron,4001_5000,theirs; their; to them,suyo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
valencia,4101,,residual,4001_5000,valency; valence,valencia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tina,4105,,residual,4001_5000,vat,tina,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
acuerdos,4110,n,n,4001_5000,agreement,acuerdo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
posterior,4111,adj,adj,4001_5000,posterior; later,posterior,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bebidas,4114,n,n,4001_5000,drink; beverage,bebida,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
almas,4117,n,n,4001_5000,soul,alma,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sabíamos,4118,v,v,4001_5000,to know; to understand,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comunicaciones,4119,n,n,4001_5000,communication,comunicación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
exteriores,4121,adj,adj,4001_5000,external; outer,exterior,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sabría,4125,v,v,4001_5000,to know; to understand,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
prohibido,4126,adj,adj,4001_5000,forbidden,prohibido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
terminamos,4130,v,v,4001_5000,to finish; to end; to terminate; to be over; to conclude,terminar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
saludos,4131,n,n,4001_5000,health,saludo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oliver,4133,none,residual,4001_5000,oliver,oliver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
producido,4136,v,v,4001_5000,produced,producir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
verse,4139,v,v,4001_5000,to see; to spot,verse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pudieras,4144,v,v,4001_5000,to be able to; can,pudieras,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
peligrosa,4146,adj,adj,4001_5000,perilous; dangerous,peligroso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
risas,4156,n,n,4001_5000,laugh; laughter,risa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
realiza,4158,v,v,4001_5000,to carry out,realizar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
actuales,4159,adj,adj,4001_5000,present; current,actual,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mm,4163,,residual,4001_5000,abbreviation of milímetro,mm,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tomará,4165,v,v,4001_5000,to take,tomar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diera,4167,v,v,4001_5000,to give; to give out,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ó,4172,conj,conj,4001_5000,{{es-sup sp|o|2010|between numerals}},ó,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,policy_excluded_single_letter
chiste,4173,n,n,4001_5000,joke,chiste,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diana,4175,,residual,4001_5000,bullseye,diana,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
europeos,4177,adj,adj,4001_5000,European,europeo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tontos,4181,adj,adj,4001_5000,stupid,tonto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
adios,4182,interj,interj,4001_5000,Anglicization of adiós,adios,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dada,4183,v,v,4001_5000,given; considering,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tendrías,4186,v,v,4001_5000,to have,tendrías,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
firmado,4187,adj,adj,4001_5000,signed,firmado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
utilizado,4192,v,v,4001_5000,to use,utilizar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encontrará,4194,v,v,4001_5000,to meet,encontrar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cambiando,4197,v,v,4001_5000,to change; to shift; to switch; to alter,cambiar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
lewis,4211,none,residual,4001_5000,lewis,lewis,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
penal,4216,adj,adj,4001_5000,penal,penal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
entendí,4223,v,v,4001_5000,to understand; to fathom,entender,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
medicamentos,4225,n,n,4001_5000,medicine; medicament,medicamento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
seguirá,4226,v,v,4001_5000,to follow,seguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
probado,4227,v,v,4001_5000,proven; tried,probar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
albert,4228,none,residual,4001_5000,albert,albert,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vestidos,4230,n,n,4001_5000,dressed,vestido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
intentaré,4232,v,v,4001_5000,to try; to attempt,intentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuentan,4235,v,v,4001_5000,to count,contar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
virginia,4241,,residual,4001_5000,Virginia,virginia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
moverse,4244,v,v,4001_5000,move over,moverse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conocimientos,4249,n,n,4001_5000,knowledge,conocimiento,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
chef,4250,,residual,4001_5000,chef; head cook,chef,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dispuesta,4251,adj,adj,4001_5000,willing; ready; game; down,dispuesto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
s.,4252,none,residual,4001_5000,San; santo,s.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bolsas,4264,n,n,4001_5000,dickweed,bolsa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
determinado,4266,adj,adj,4001_5000,determinate,determinado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cuéntame,4267,v,v,4001_5000,count; tally,cuéntame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
divertida,4268,adj,adj,4001_5000,entertaining; amusing; funny,divertido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
considerando,4269,v,v,4001_5000,recital,considerar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
parker,4276,none,residual,4001_5000,parker,parker,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
joan,4277,none,residual,4001_5000,joan,joan,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encerrado,4286,adj,adj,4001_5000,pent; shut-in; cooped up; locked up; locked down confined; holed up; shut away,encerrado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pasas,4290,v,v,4001_5000,raisin,pasar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sabiendo,4301,v,v,4001_5000,to know; to understand,saber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comando,4302,n,n,4001_5000,commando,comando,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
largos,4303,adj,adj,4001_5000,long,largo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asusta,4305,v,v,4001_5000,to scare; to frighten; to spook,asustar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dias,4307,n,n,4001_5000,Agencia de Inteligencia de la Defensa,dias,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
islas,4311,n,n,4001_5000,island,isla,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muebles,4315,n,n,4001_5000,furniture,muebles,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cantando,4318,v,v,4001_5000,to sing,cantar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
querrá,4321,v,v,4001_5000,to desire; to want; to want to,querer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mete,4324,v,v,4001_5000,to put in; insert,meter,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
marta,4327,,residual,4001_5000,marten,marta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estuvieras,4331,v,v,4001_5000,to be,estuvieras,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
deseas,4335,v,v,4001_5000,desire; wish,desear,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
imagina,4341,v,v,4001_5000,to imagine,imaginar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
inconsciente,4342,adj,adj,4001_5000,unconscious,inconsciente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
eta,4344,,residual,4001_5000,eta,eta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
informado,4346,adj,adj,4001_5000,informed; aware of,informado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tocando,4352,v,v,4001_5000,to touch,tocar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
déjala,4359,v,v,4001_5000,rest,déjala,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
miller,4360,none,residual,4001_5000,miller,miller,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
prácticas,4364,n,n,4001_5000,practice,práctica,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
repito,4365,v,v,4001_5000,a bush; Rhaphithamnus spinosus,repetir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
blancas,4367,adj,adj,4001_5000,minim; half note,blanco,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pensarlo,4372,v,v,4001_5000,to think; ponder,pensarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
forense,4377,n,n,4001_5000,forensic,forense,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
organismos,4384,n,n,4001_5000,organism; creature,organismo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
inocentes,4390,adj,adj,4001_5000,innocent,inocente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
criaturas,4393,n,n,4001_5000,creature (living being); critter,criatura,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
involucrado,4396,adj,adj,4001_5000,involved,involucrado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
demostrado,4403,v,v,4001_5000,to show; to demonstrate,demostrar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cojones,4405,n,n,4001_5000,the fuck; the hell,cojón,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
armado,4407,adj,adj,4001_5000,armed,armado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conseguimos,4408,v,v,4001_5000,to achieve; succeed in; reach; accomplish; attain,conseguir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
patatas,4409,n,n,4001_5000,potato,patata,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tirado,4420,adj,adj,4001_5000,easy-peasy,tirado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
planeado,4424,adj,adj,4001_5000,planned,planeado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
emocional,4429,adj,adj,4001_5000,emotional,emocional,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encontrarla,4436,v,v,4001_5000,to meet,encontrarla,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
volverás,4440,v,v,4001_5000,to return; to revert; to get back,volver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
criterios,4441,n,n,4001_5000,criterion,criterio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
morirá,4442,v,v,4001_5000,to die,morir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
desaparece,4449,v,v,4001_5000,to disappear; to go missing; to vanish; to be gone,desaparecer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pusiste,4455,v,v,4001_5000,to put; to put up; to place; to lay,pusiste,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
diamantes,4457,n,n,4001_5000,diamonds,diamantes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gobiernos,4460,n,n,4001_5000,government,gobierno,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
directora,4464,n,n,4001_5000,female equivalent of director,directora,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
extrañas,4467,adj,adj,4001_5000,female equivalent of extraño,extraño,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
escenas,4470,n,n,4001_5000,scene,escena,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
etcétera,4475,n,n,4001_5000,et cetera; and so on,etcétera,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
as,4477,,residual,4001_5000,an ace,as,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
parezco,4478,v,v,4001_5000,to seem; to see fit,parecer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
apropiado,4481,adj,adj,4001_5000,appropriate; suitable,apropiado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
relacionado,4483,adj,adj,4001_5000,related,relacionado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
atreves,4485,v,v,4001_5000,to embolden,atreves,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pelotas,4486,n,n,4001_5000,balls; testicles,pelota,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estadounidenses,4489,adj,adj,4001_5000,American,estadounidense,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
funcionan,4491,v,v,4001_5000,to work; to function,funcionar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
matemáticas,4502,n,n,4001_5000,mathematics,matemáticas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conté,4503,v,v,4001_5000,to count,contar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dejarla,4506,v,v,4001_5000,to leave,dejarla,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
super,4507,,residual,4001_5000,very; mega,super,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
despejado,4508,adj,adj,4001_5000,clear; all-clear,despejado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
oficinas,4509,n,n,4001_5000,office,oficina,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
títulos,4515,n,n,4001_5000,title,título,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
man,4517,n,n,4001_5000,man; guy; dude,man,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevarla,4521,v,v,4001_5000,to take; to take out,llevarla,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
organizado,4522,adj,adj,4001_5000,organized,organizado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sacaste,4524,v,v,4001_5000,to put out; to get out,sacaste,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ríos,4528,n,n,4001_5000,surname,río,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dispuestos,4529,adj,adj,4001_5000,willing; ready; game; down,dispuesto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muertes,4537,n,n,4001_5000,death,muerte,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
entré,4540,v,v,4001_5000,between,entrar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedarnos,4542,v,v,4001_5000,to be (as a result of something); to end up,quedarnos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dedicado,4543,adj,adj,4001_5000,dedicated,dedicado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bajos,4544,adj,adj,4001_5000,bass,bajo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conocerlo,4550,v,v,4001_5000,to know (a person or a place); to be familiar with; to be acquainted with,conocerlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
importaba,4551,v,v,4001_5000,to matter; to be important [+a (someone)],importar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cole,4553,,residual,4001_5000,school,cole,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
margaret,4558,none,residual,4001_5000,margaret,margaret,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
empecemos,4563,v,v,4001_5000,to harm; maim,empezar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
orquesta,4567,n,n,4001_5000,orchestra,orquesta,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
intentamos,4568,v,v,4001_5000,to try; to attempt,intentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ponerle,4570,v,v,4001_5000,to have sex,ponerle,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
próximas,4573,adj,adj,4001_5000,near,próximo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enfadada,4576,adj,adj,4001_5000,angry; irate,enfadado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habrán,4578,v,v,4001_5000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
grita,4580,n,n,4001_5000,shouting match,grita,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
aérea,4581,adj,adj,4001_5000,aerial,aéreo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
clinton,4582,none,residual,4001_5000,clinton,clinton,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
ee.uu.,4591,none,residual,4001_5000,u.s.,ee.uu.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
establecido,4602,adj,adj,4001_5000,established,establecido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vera,4609,,residual,4001_5000,side; face,vera,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
querrás,4612,v,v,4001_5000,to desire; to want; to want to,querrás,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
continua,4614,adj,adj,4001_5000,continual; constant,continuo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hayamos,4615,v,v,4001_5000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
textos,4617,n,n,4001_5000,text,texto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
williams,4623,none,residual,4001_5000,given name,williams,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
váyanse,4624,v,v,4001_5000,to go,váyanse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jersey,4625,,residual,4001_5000,sweater; pullover,jersey,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
duros,4629,adj,adj,4001_5000,hard,duro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dijimos,4634,v,v,4001_5000,to say; to tell,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
internos,4636,adj,adj,4001_5000,internal,interno,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
matará,4641,v,v,4001_5000,to kill; slay,matar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
opiniones,4645,n,n,4001_5000,opinion,opinión,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
evitarlo,4646,v,v,4001_5000,to avoid; to bypass; to evade; to circumvent; to dodge; to shun; to eschew,evitarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
activa,4647,adj,adj,4001_5000,active,activo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enojada,4653,adj,adj,4001_5000,angry; mad,enojado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
viera,4656,v,v,4001_5000,to see; to spot,ver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
haberla,4657,v,v,4001_5000,have,haberla,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estructuras,4674,n,n,4001_5000,structure,estructura,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hacerla,4675,v,v,4001_5000,to do,hacerla,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habia,4676,v,v,4001_5000,makes pluperfect to verbs as part of the auxiliary verb haber,habia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
váyase,4680,v,v,4001_5000,joke,váyase,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cómoda,4683,adj,adj,4001_5000,chest of drawers,cómodo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
perdidos,4684,v,v,4001_5000,lost,perdidos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
camarada,4688,n,n,4001_5000,comrade,camarada,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
señoritas,4689,n,n,4001_5000,young woman,señoritas,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
parto,4690,n,n,4001_5000,Parthian,parto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
tomaste,4692,v,v,4001_5000,to take,tomaste,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
unidas,4693,adj,adj,4001_5000,united,unido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habrías,4696,v,v,4001_5000,have,habrías,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dirigido,4697,adj,adj,4001_5000,directed,dirigido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
consideración,4701,n,n,4001_5000,consideration,consideración,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
poli,4702,n,n,4001_5000,polyamorous,poli,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
buscarlo,4703,v,v,4001_5000,to seek; search for; look for; try to find; to scour,buscarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sociedades,4706,n,n,4001_5000,society; social order,sociedad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
culturales,4707,adj,adj,4001_5000,culture,cultural,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
volvieron,4709,v,v,4001_5000,to return; to revert; to get back,volver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
femenina,4713,adj,adj,4001_5000,feminine,femenino,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
maria,4714,none,residual,4001_5000,maria,maria,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bandas,4717,n,n,4001_5000,band,banda,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
construido,4719,adj,adj,4001_5000,constructed,construido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
francamente,4721,adv,adv,4001_5000,frankly,francamente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
empiece,4725,v,v,4001_5000,start,empezar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alemana,4729,adj,adj,4001_5000,female equivalent of alemán,alemán,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
traes,4732,v,v,4001_5000,to bring; to fetch,traer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
recoge,4736,v,v,4001_5000,to collect; to gather; to pick up; to fetch; to retrieve,recoger,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
basado,4737,adj,adj,4001_5000,based,basado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
kenny,4740,none,residual,4001_5000,kenny,kenny,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
asesinada,4741,v,v,4001_5000,murdered; slain,asesinar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
demasiados,4742,adj,adj,4001_5000,too much; too many; excessive,demasiado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
copas,4746,n,n,4001_5000,stemmed glass; glass; goblet or its content,copa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
quedando,4747,v,v,4001_5000,to be (as a result of something); to end up,quedar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
responsabilidades,4759,n,n,4001_5000,responsibility; responsibleness,responsabilidad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
causado,4760,v,v,4001_5000,to cause; to make,causar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
arreglarlo,4761,v,v,4001_5000,to fix; to repair; to mend,arreglarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
incapaz,4762,adj,adj,4001_5000,incapable; unable,incapaz,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
matan,4763,v,v,4001_5000,to kill; slay,matar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
